"RegionName","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02"
"Connecticut",85.6745,87.0723,88.9706,89.7455,89.6185,88.1609,87.1884,86.9504,86.5676,87.4975,86.7661,86.0488,86.7247,88.4473,90.3105,91.1565,91.8706,91.4622,90.5499,89.9523,89.5666,89.2241,88.0411,88.1368,90.2311,91.8365,93.7695,94.6702,94.9407,94.3407,93.7221,93.1118,92.9875,93.2262,93.0786,93.5402,94.9225,96.1048,97.9276,98.8787,100.5302,99.724,100.0328,99.6399,99.7716,99.5904,99.1196,99.7501,101.4491,102.7927,105.3212,106.3856,107.3525,107.1917,106.4168,107.0399,107.3403,108.05,108.7292,108.7634,110.0382,110.9653,113.7397,115.949,117.9154,117.5969,117.7217,116.6596,115.9206,114.9274,114.1527,116.6421,118.3733,120.4593,124.4333,127.4353,129.9002,129.0921,128.8345,128.2928,128.5739,129.3466,129.402,129.9672,132.2501,134.4762,138.9008,142.5805,145.2421,143.7656,141.842,141.9878,143.3198,143.7467,143.0128,142.9447,147.0325,151.3926,156.2233,159.3216,159.2516,159.3343,159.109,160.0726,161.0725,161.5274,161.1715,161.7282,166.1629,169.5003,173.2748,176.7785,177.7071,176.3895,174.6695,173.9963,174.4987,172.7724,172.2627,173.3831,174.6157,177.3998,180.3495,181.9249,180.9007,179.4159,177.9239,177.7558,176.4619,175.7893,174.4474,176.0252,177.0346,180.3262,182.9763,183.2073,182.8048,181.343,178.1689,176.1008,174.4929,172.5942,170.27,170.4495,172.0044,172.0096,173.872,175.3287,173.8639,171.4523,167.1124,163.7162,159.2541,156.9758,155.4514,155.3898,154.6854,154.9706,157.919,158.8803,159.2109,161.7171,161.0303,160.5108,160.3353,159.3686,158.2865,158.847,160.9106,160.267,163.6484,165.8254,168.5578,164.6215,163.0798,160.1476,159.7438,156.3951,153.6595,152.3897,153.5678,156.3053,161.6013,162.7131,159.9809,156.1329,151.4914,148.9687,147.3044,146.3836,143.9891,145.2108,147.357,150.1431,154.1449,156.5907,156.0202,152.9207,149.6653,148.4486,148.8363,146.9069,144.7231,144.9172,147.8106,153.3659,157.8457,159.4554,160.0367,157.3335,154.2872,151.3471,151.3706,150.0762,148.1915
"Iowa",65.5265,66.3833,67.561,68.2093,68.5972,68.3056,67.8388,68.0597,68.9168,70.587,71.9143,73.076,73.3655,73.0201,73.905,74.2401,75.3971,75.3537,75.2352,74.7164,74.8329,74.1768,74.8747,76.615,77.2519,77.6988,78.7464,80.0554,79.909,79.4553,78.3327,79.1445,79.9753,79.3851,79.0236,78.6594,79.1446,80.1574,81.8871,83.0647,83.6724,83.4824,83.3119,83.2292,83.1403,82.7591,82.4349,84.284,85.3106,86.7574,88.5347,88.5909,87.6353,87.1687,86.9399,87.0259,87.5041,85.2618,85.909,86.9838,88.8229,89.4073,90.7883,92.0241,92.9742,91.8854,90.1956,89.6364,90.6271,89.6803,90.688,90.9488,91.6244,92.9337,94.6116,95.2418,95.3341,95.5415,95.7861,95.8857,95.5199,94.7347,93.7683,94.1917,95.3776,96.2631,97.5248,98.8883,101.1894,101.9372,99.8672,99.9259,100.5399,100.894,98.548,98.8724,99.6033,102.2096,103.5935,104.7697,105.4101,105.4955,104.8953,105.8436,105.2052,102.6695,101.8276,102.5249,104.5164,106.2792,107.7609,109.3702,109.1833,108.9393,109.3622,108.4407,106.8428,105.9366,105.3322,106.511,108.4828,108.311,110.0967,110.1771,112.4002,110.9374,109.6466,108.9966,109.0192,107.9789,107.7142,109.0332,109.3593,110.1067,111.1052,111.3597,111.6393,111.2848,110.0534,108.8724,108.1975,105.8366,105.0476,106.7901,106.6363,106.6787,108.8784,109.3954,108.3552,107.1335,108.7396,109.2894,107.7613,101.7999,98.6768,98.6136,100.1016,101.9377,103.2989,105.0645,106.609,108.9848,107.3647,106.4712,104.7766,100.6609,101.8037,102.1063,104.7934,106.3955,108.585,108.7062,107.8816,105.8566,104.4149,104.6526,103.8952,100.9525,98.4191,96.6479,99.5866,100.7094,100.8095,101.3348,102.1323,101.124,100.6465,99.41,98.914,92.2389,92.5425,92.2719,95.5602,98.8085,103.6025,106.4293,106.7131,104.4798,103.4296,104.505,104.3636,102.141,102.0546,104.2948,107.2683,108.9444,112.3575,112.9414,113.2683,111.1878,110.7354,107.8141,105.7285,103.8756,101.9777
"Arkansas",46.0396,46.1686,45.9099,46.6934,46.6983,46.2315,46.8814,46.3376,45.8139,45.6808,46.9394,47.9884,48.7916,48.9066,49.7797,50.3322,50.6972,50.3675,49.8117,49.3602,49.6108,49.7857,49.1325,49.1046,49.9939,51.3326,51.6405,52.2916,53.1143,53.1492,53.3656,52.688,52.2033,52.7237,52.147,52.7048,52.9801,53.7777,54.0227,54.1932,54.0248,54.0245,53.4739,53.6662,54.1781,52.5186,52.3592,52.5173,53.5683,54.2236,55.9085,56.3846,56.5509,56.2811,56.0559,56.567,56.2354,56.0311,56.2572,56.8851,57.651,58.4193,59.2163,59.76,59.8709,59.6413,58.6002,59.1477,59.6497,59.1982,58.7237,58.9872,59.6517,60.5172,61.5035,61.932,61.9086,62.4601,62.7915,62.9571,62.721,62.0837,61.3504,61.6449,62.6146,64.2594,65.8664,66.959,67.2643,67.9392,67.4445,66.6446,66.3663,66.1902,66.1022,67.2129,68.6641,69.8586,71.4286,71.8526,72.4264,71.7974,71.5209,71.6086,72.6719,72.718,72.639,73.3381,74.4924,75.285,76.3252,77.3036,78.0896,78.5925,78.3102,77.7124,78.0561,77.2799,77.1057,77.237,78.7513,80.3871,81.547,82.4898,82.8536,82.6199,82.5737,82.1296,81.8782,81.081,81.317,81.4023,81.4526,82.1714,83.2974,83.9882,83.991,83.3412,81.7822,81.7952,81.7438,81.0013,79.851,80.0755,80.5323,81.051,81.8909,81.8268,81.0384,80.228,79.0408,77.638,75.8773,73.8372,73.7018,73.9468,75.3612,76.4882,74.316,75.8066,75.7496,77.3816,77.3445,77.4642,74.8057,72.0292,69.4797,69.8486,72.2354,75.1437,75.2705,75.3887,74.9179,73.6807,73.7201,74.3876,73.6912,71.9138,68.0937,67.166,69.1617,71.3212,73.9835,74.2614,72.5803,71.6085,70.544,70.8601,70.9346,67.1077,66.757,67.6718,68.8361,73.1485,73.1449,73.3675,72.3063,73.7199,72.4856,72.3443,71.6451,71.4027,72.4912,76.5017,79.0855,81.2442,82.6154,82.9154,83.3104,81.9847,81.5203,81.5023,81.9348,79.7421,80.4051
"Nevada",76.3687,76.9432,77.5817,77.1887,76.9439,77.19,77.5202,78.4944,78.9617,78.3942,78.0287,78.0835,78.1559,78.7782,79.1839,79.4406,79.4828,79.8478,79.7,79.5613,79.225,79.1122,79.2119,80.3648,80.3097,80.5174,80.7267,80.7821,80.7916,81.0011,81.0707,80.9932,80.865,80.7706,81.2981,81.8479,82.388,82.8069,83.6017,83.9069,83.9703,84.1863,84.7225,85.0207,84.8754,84.9697,86.386,87.0783,87.5134,87.6509,87.9568,87.9438,87.9382,88.8863,89.3467,89.6119,89.5223,89.2906,89.6992,90.7968,91.4779,91.8986,92.9314,93.3591,93.8128,93.9256,94.4317,94.6062,95.5627,96.2833,96.6321,96.6679,97.7882,98.6258,99.5314,99.5558,99.6339,100.4322,101.5515,102.5169,103.1441,102.8446,103.2338,104.0923,105.012,106.2236,107.3102,108.5007,109.9757,111.4662,112.5396,114.31,116.5494,118.2326,120.9964,125.6262,131.6314,139.3517,146.0388,151.3307,156.0004,159.3558,161.3106,161.814,162.5365,162.8347,163.9085,166.7306,170.033,173.2782,175.9477,177.5548,179.0484,180.2186,181.6203,182.7746,184.6066,185.1115,185.1685,185.8955,187.267,188.0471,188.468,187.5289,186.7469,185.7575,185.6246,185.6292,184.3273,184.3448,182.5298,181.0693,181.444,180.5792,179.0287,177.6653,178.3872,175.9954,171.7198,167.5273,163.5289,159.4437,152.7596,147.8421,146.4592,146.3762,145.884,142.8945,138.057,132.8235,129.1459,124.4503,119.4934,115.8992,112.511,108.7663,105.9295,103.8967,102.4174,100.1338,97.7819,95.5863,93.4569,91.6371,89.0232,87.1161,83.9775,84.5114,86.3543,86.1976,85.2459,83.1426,83.1005,83.6864,82.5772,82.2517,82.1032,80.9415,80.0528,79.0503,78.886,78.5047,77.2126,77.3706,77.4649,77.2885,76.4353,74.7181,74.0163,71.9276,72.0629,72.4098,72.8068,74.3137,75.9076,76.813,78.4486,79.6793,79.7521,81.5027,83.5648,85.183,90.7346,95.7019,95.5464,95.5875,98.3981,101.5183,104.6195,106.1544,106.1571,106.1972,105.5659,106.0221,106.9957
"West Virginia",33.9801,36.2484,37.3513,38.159,37.421,36.4553,37.4156,37.69,37.8446,36.5476,34.0062,35.0371,36.9238,37.3911,40.5115,41.3056,40.6134,39.6599,38.4875,38.2845,38.9069,37.1196,36.9508,37.0445,38.268,40.855,42.8707,42.4019,43.5362,43.5379,42.8885,42.9964,44.4128,41.7758,39.466,39.0595,41.6846,43.0449,45.2087,46.4164,46.9055,45.5603,43.9343,44.8554,44.9148,43.2567,42.7966,42.2573,43.0773,44.4747,46.1549,47.6692,47.2407,46.1933,45.5108,45.1165,45.0758,43.7337,43.2813,44.1106,45.1735,47.0181,48.2824,50.7145,51.8541,50.4504,48.2676,48.9741,49.1326,49.9652,47.3302,46.4527,48.1505,50.5395,54.5809,55.1029,56.8597,59.364,56.8179,54.9156,57.2864,57.1574,58.2829,60.38,58.711,60.3721,60.8952,61.555,61.922,62.7829,62.6467,64.1366,65.8432,62.6787,58.9401,59.9422,61.0091,62.6321,65.52,73.38,70.0331,68.4308,62.8696,61.4691,58.4719,,68.6177,66.527,68.4313,67.0066,67.1532,62.8681,69.2628,78.3531,79.9072,70.0722,68.6212,63.4452,64.2135,65.0021,66.0722,75.786,76.8787,73.7361,69.9192,67.0518,65.5486,67.9556,69.3504,65.395,66.1707,64.7392,67.5426,69.4495,71.5622,72.032,75.2266,71.0938,64.4766,62.2044,61.1614,59.7187,59.2665,63.5987,63.9733,64.5008,65.7995,64.1339,64.5694,66.157,65.5945,66.485,63.6449,59.9584,58.3181,58.9965,61.578,63.2802,66.7449,67.6408,67.0151,63.2205,62.0533,64.6042,65.5205,64.2803,62.6976,60.4551,61.6898,64.7509,68.2611,68.4989,64.3462,63.8569,66.7852,69.2721,71.5635,70.6667,69.1875,67.6476,72.0294,75.2256,79.0451,75.874,75.814,70.8352,70.2192,70.2625,69.8662,71.2364,68.9391,71.1945,74.8763,81.2123,82.5099,80.957,79.2552,79.8649,80.7827,76.6537,75.741,73.4222,81.6403,78.2128,78.973,79.7779,85.4064,87.6487,85.6915,81.0714,76.6278,75.1662,72.5406,71.3926,73.0652
"Nebraska",64.9729,65.5803,66.4192,67.7764,67.8401,67.3248,66.0731,65.9525,67.3941,66.4726,65.6224,65.5037,66.9689,68.494,70.1348,71.1294,70.8323,70.8967,71.1563,70.7339,69.4096,70.6102,71.8236,73.7993,73.8485,74.6162,73.1906,71.8677,72.2545,71.8666,72.2358,71.7493,71.1013,71.6475,72.7141,72.7958,73.857,74.6758,75.6612,75.8373,76.1544,76.534,76.7031,76.575,75.3758,76.587,77.5621,78.317,78.832,80.5544,81.0333,81.3528,80.9137,81.1844,81.551,80.2783,79.9271,79.3073,80.7931,80.8667,82.7447,84.4715,86.106,86.5847,85.8549,84.3987,84.8338,83.757,84.4536,84.3973,84.3975,83.5559,84.5783,86.6488,86.9357,86.8162,87.8398,88.8463,87.7199,86.9683,87.0732,86.2284,86.5089,87.2068,88.4672,88.5577,88.8335,88.7074,89.8417,90.8187,91.3874,90.5141,90.2592,90.2044,91.379,91.7325,92.1258,93.4282,94.0101,93.8674,94.7219,95.0801,94.3873,95.0602,94.7872,92.8756,92.5286,92.7483,93.7382,95.6671,96.4892,97.3088,97.5021,96.2952,96.2518,97.6371,98.3726,97.3145,96.4109,95.9739,97.4794,98.7904,100.5062,99.5745,98.6356,97.5087,96.9256,96.8583,97.4013,95.3375,94.3349,95.7458,99.0387,100.9565,100.7949,99.884,100.1684,99.3566,98.7965,98.5401,96.3926,94.2809,92.7719,91.6987,90.804,91.0274,91.1725,91.4098,91.3398,90.4792,90.4198,89.8463,87.7602,87.0144,86.9229,87.8029,89.6463,88.4935,88.413,88.7551,88.8368,97.2221,94.2909,91.9083,86.0777,84.6268,82.8789,84.5151,91.5102,93.7739,92.6523,95.7951,92.1594,88.656,90.0806,88.3841,84.7222,84.9479,83.1921,83.4933,87.506,89.0328,95.3008,92.011,89.9841,87.6057,85.6735,87.2146,88.7924,83.602,84.9232,86.0045,89.7104,91.8744,93.4278,94.4993,94.9088,93.6686,92.389,91.152,90.4861,87.2978,85.704,87.5575,91.4518,95.5845,99.7122,101.9385,102.7734,102.1751,101.1833,100.1306,101.0795,97.6313,95.9596
"Hawaii",175.8198,174.7401,170.4017,164.6277,167.2313,163.048,164.2093,170.4765,173.9001,169.4617,157.088,162.7406,173.1688,172.3051,169.0426,171.3313,182.0426,175.8515,172.7337,169.964,167.5262,161.1759,155.3866,158.3277,154.7187,154.0612,150.6901,152.5128,162.5696,166.3262,163.6339,158.6349,159.3802,164.7129,162.5856,161.9615,162.2584,163.7893,166.9578,162.8062,156.6383,155.1696,157.6968,159.3634,168.8521,165.8562,159.1885,159.9607,159.6641,161.2761,164.901,168.122,168.7494,170.6441,171.8773,171.9557,166.9432,164.3163,165.0405,170.1226,173.3546,171.3604,172.8304,175.1535,177.1113,177.7251,179.7009,176.4327,179.1661,178.0066,181.8929,184.1436,188.3375,189.7383,190.9752,193.2541,194.3046,194.9181,200.0515,198.0149,199.2113,199.6798,201.8723,204.3911,208.7825,212.704,218.3454,219.4986,224.6094,225.7473,229.8324,237.3447,238.6229,234.4285,238.0154,246.4275,260.4279,276.1409,288.6549,288.3392,285.6116,289.5938,294.7143,301.4989,300.9706,305.6872,315.5284,323.7329,332.5912,337.4159,347.1702,357.641,371.4798,380.2651,383.3429,384.8661,383.8089,374.3763,348.7516,376.5448,398.3778,412.9959,412.1624,409.5232,400.145,394.8564,392.1255,389.6165,391.1782,392.9679,400.3133,406.7049,409.6035,412.941,406.0185,400.3939,412.803,412.898,405.33,403.0155,394.9614,388.5396,396.4812,413.413,394.9856,379.8031,370.8085,375.6172,385.3956,379.0282,373.6697,363.9716,356.2524,342.2176,349.2844,358.195,360.734,353.7767,350.0912,358.9129,355.5329,357.9469,357.3823,357.066,359.2367,360.8448,351.4665,352.8301,356.9289,362.0762,365.2653,371.2485,373.3797,377.8754,372.3708,361.2393,361.796,359.445,360.8602,356.838,361.3923,359.739,359.73,357.4121,358.6035,360.2682,357.7428,409.0449,394.6121,358.8218,359.8276,358.8166,363.8828,365.2976,369.5911,369.7687,367.6583,373.7595,370.7363,374.2228,371.6569,368.3101,369.138,381.7726,389.4769,397.1605,392.9337,392.2993,399.2137,412.0182,397.2865,398.1383,400.6696,404.1317,
"Maine",64.8604,66.8644,68.101,70.3214,70.9851,70.8222,72.4817,72.449,69.542,65.8499,63.9786,67.9834,68.9381,71.2587,73.7481,75.1477,74.971,73.8918,74.2459,75.3267,73.263,69.2023,66.8972,68.6038,71.7645,74.2969,74.9316,77.5207,77.9178,78.4204,76.7529,77.3673,76.4423,76.2474,76.9011,78.2351,77.4163,77.5621,80.4242,81.3614,83.6278,82.9644,81.9846,82.7781,86.8373,85.9326,86.3842,82.832,84.3131,88.4019,88.8154,87.9905,86.6093,88.3439,88.9463,90.3399,94.7892,94.0154,94.1258,93.1732,92.9026,94.5988,98.8546,100.2306,101.3166,100.6921,100.3449,100.8909,100.7459,102.8406,103.5223,103.9595,106.1121,107.5628,110.0484,112.9783,113.3545,115.0829,115.6171,117.4068,119.7079,119.1563,115.6789,112.786,115.2889,118.5378,122.4486,123.3592,125.8031,127.0686,128.6975,131.1534,129.1994,127.1032,125.8263,127.6135,131.882,137.314,140.0949,139.427,139.3622,141.6251,140.9312,141.7293,141.7191,143.5224,143.4321,142.4237,143.8164,149.0311,150.6831,152.3632,153.8757,153.7504,155.9734,154.4697,152.8627,149.8461,148.459,148.3335,153.0251,157.128,158.7488,156.5769,152.2194,151.5439,154.2563,153.951,156.0334,150.5686,149.8893,149.9949,153.7993,150.003,148.9474,149.1513,152.0668,155.0543,152.9113,153.1844,153.0509,142.0119,137.886,138.535,148.0534,147.6079,152.475,147.6296,145.0922,140.7258,140.1557,138.5654,132.022,122.4869,111.3537,106.2796,114.5207,121.3508,126.0057,126.1535,123.7994,103.4903,114.7727,,80.4791,81.4257,,113.5063,106.4317,131.9273,140.1651,143.4728,119.1785,,,,,72.4750623441396,119.3166,121.1642,131.1914,128.5576,126.3493,132.2097,133.1761,140.3621,141.2407,141.1139,138.8743,122.8369,117.5159,121.2531,122.6381,126.2166,126.007,131.5399,139.691,140.5316,140.3969,143.0367,140.6913,137.1438,135.371,136.5863,141.811,143.9843,146.1223,143.2104,144.1975,145.5857,146.6576,160.9574,,,
"New Hampshire",61.5557,63.5792,65.4771,67.1158,66.7829,65.6743,66.2056,65.2169,64.0255,62.2501,62.9245,64.4098,66.9519,68.5615,70.1733,70.3703,70.7198,70.1762,69.6651,68.6964,69.3351,68.9514,68.2331,69.4619,70.7123,72.3413,73.2254,73.525,73.8302,73.7971,73.6449,72.9743,72.5354,72.8783,73.656,74.8911,74.8674,76.4742,78.4303,79.6041,80.2536,80.5705,81.5362,80.9879,80.5244,81.9115,82.1246,81.2008,81.4506,84.1666,88.5685,89.4674,90.3086,91.3602,92.6612,92.9659,92.1889,91.608,93.2115,94.4664,96.7814,98.5063,100.4536,102.3217,105.1021,106.8459,107.0909,105.2973,106.6538,105.3944,104.9398,105.3638,105.9496,108.9855,113.4861,115.5319,118.8145,118.7836,118.2884,118.6668,122.1841,119.2352,117.4628,120.0735,122.5869,124.0241,127.4268,129.86,131.0752,132.7645,132.7447,132.3189,132.866,132.9816,134.4011,134.4565,136.2195,139.0019,142.6877,145.4107,145.5302,146.1923,145.3651,143.8844,144.5622,144.2346,145.0492,146.5937,150.2856,153.8546,156.5485,158.8013,159.6085,162.5,158.4308,155.8276,154.5327,155.6994,154.7013,156.6558,157.5542,158.0357,157.9176,155.0999,155.3209,155.2181,155.58,154.1165,151.7884,151.8031,150.3348,150.9054,150.7423,153.7632,155.1434,155.6946,157.899,155.0271,153.4141,153.1572,149.0477,145.1459,142.921,142.2204,141.9583,140.8273,142.9477,144.6835,145.369,143.3018,139.5428,137.517,134.9159,131.1119,126.6505,123.1892,124.598,128.0208,130.5861,131.0709,132.6959,135.3334,132.8946,130.1396,128.1714,123.4793,122.371,122.3695,126.4179,130.2648,132.228,132.3338,130.0979,128.499,127.6756,126.557,127.2527,128.9979,125.8,121.9128,120.8051,122.307,125.5121,128.9044,127.5809,126.3472,122.8748,123.2464,121.4886,120.7987,118.8891,115.4443,116.1709,120.1792,123.1179,124.0465,122.9608,122.9093,121.8888,122.9338,122.6429,120.9153,117.6737,117.1885,119.2012,124.3103,129.7959,131.4261,132.0418,131.8957,130.1253,128.3897,125.9583,124.1614,125.6239
"Rhode Island",81.9352,82.9627,83.2812,84.4465,84.6628,82.8439,82.1165,82.2538,82.695,82.9785,82.1389,82.7626,83.6068,82.6939,82.9631,83.9183,83.9172,82.9137,82.362,83.9817,83.7272,83.1829,81.8096,82.4869,83.5491,84.3375,85.9488,87.4997,88.8632,89.2357,88.7839,89.2938,88.0501,87.9327,87.876,87.3524,87.7283,88.8878,91.3212,91.7667,91.3394,92.3512,93.253,93.43,93.4624,93.1393,93.2951,94.2376,95.293,97.0074,99.8227,100.6247,101.0886,101.4341,102.6575,103.2795,104.0083,103.4297,103.159,104.2852,106.204,108.3634,111.5609,112.7651,115.6339,116.516,118.9095,119.9968,118.8788,118.9724,117.8894,120.1138,123.8866,127.6482,132.0735,135.0196,138.8007,138.7895,141.1051,141.8665,143.748,144.2839,145.595,145.1263,147.2329,150.8852,156.0816,159.8661,164.2539,168.5759,166.7803,166.2202,166.601,169.5307,169.2477,170.3558,174.6469,180.3736,185.7849,188.7752,192.3519,193.136,193.1832,193.1654,194.4541,194.0739,194.5168,193.8641,195.709,199.6952,204.8918,208.1494,209.8715,210.211,210.425,209.2767,205.3155,202.3916,199.7097,201.9353,203.5946,206.0987,208.4781,208.7403,207.4335,205.2187,202.9202,200.3508,199.7247,198.5107,200.7825,198.8777,199.3899,202.4063,203.2821,203.5586,201.2661,200.9369,196.9622,194.5905,191.4916,186.2194,184.9638,183.3795,184.3491,185.4263,186.8072,181.7769,179.1613,172.3024,167.2554,162.2368,159.0997,156.3516,155.2344,152.1774,153.0269,154.7723,157.6557,157.9924,157.8416,166.3995,165.1596,162.774,159.7446,158.986,157.0952,156.1846,161.6176,162.2912,161.8057,165.895,165.2738,166.2104,165.1715,163.3836,160.0464,158.7727,156.8277,153.4381,150.3874,152.9077,157.4293,158.3864,156.8426,157.8237,153.544,150.8089,146.4606,145.0372,146.1837,145.3299,148.0792,151.3423,151.3867,148.8478,151.947,148.8138,147.7428,148.3841,148.3587,146.5323,142.7746,144.7728,144.824,150.5379,156.8214,159.9198,160.2366,159.8789,159.2191,156.1183,153.3333,150.9859,149.0206
"Delaware",73.0933,74.0933,74.9681,74.8197,74.8904,76.2904,77.259,77.0783,75.3385,74.0058,73.0797,72.6402,74.4803,75.802,75.7833,76.4071,78.2119,78.5257,77.9348,78.3422,76.2441,75.2631,73.6912,74.4807,75.6474,77.1186,79.0601,79.2049,80.0694,79.0786,78.9558,79.408,79.1514,78.3189,78.6448,77.6625,78.0365,79.8959,83.2583,83.2951,84.2674,85.3128,86.2484,86.6418,84.749,82.4822,81.3824,80.8456,82.7946,84.9545,86.9942,87.3588,88.5722,87.5086,86.1769,87.2232,87.0287,86.9935,86.5877,86.9921,88.612,89.9279,91.9418,93.8585,93.9461,93.8949,92.9865,94.113,94.6518,93.6255,93.4626,92.475,93.9078,96.1476,98.6727,99.579,100.6418,100.1818,101.7852,101.9416,102.3007,102.0828,103.1438,104.5719,105.7094,107.4588,108.8732,110.4812,113.4841,112.9203,111.613,111.3701,112.3635,112.7958,111.7247,112.4609,114.8282,117.8158,121.9199,124.865,127.25,126.3713,127.3372,129.202,129.3097,127.7959,126.3886,126.2764,129.671,133.8527,136.2426,138.9141,141.4146,142.0123,142.719,142.1793,142.6075,141.479,140.7233,141.442,144.1425,147.1973,150.5683,152.7522,155.6431,153.9844,152.2008,150.5033,151.2224,149.2018,147.5804,147.2334,150.332,154.7285,155.8506,154.7997,155.7403,155.1593,152.382,150.256,150.5963,148.0407,142.8549,143.8649,143.9869,146.5516,146.537,147.796,143.4249,142.1822,140.6034,139.3246,136.3432,131.4143,127.2538,128.4494,129.113,130.8673,130.2112,130.4486,132.6653,141.6147,140.8673,139.0616,136.6352,134.4988,129.7695,127.8815,132.5801,139.1704,141.941,138.4575,135.6221,138.7334,135.7056,135.9494,134.3142,131.2268,130.6864,129.5635,129.1852,129.4328,129.8004,131.6742,127.2962,127.2988,124.3696,123.5218,123.8785,120.0522,121.1583,118.4326,118.0511,119.6526,123.7404,124.6484,122.9555,124.3982,126.5763,125.9858,124.0748,121.5171,118.8456,118.6639,120.9857,122.4015,124.8536,127.8794,130.1061,130.0412,132.359,132.9341,134.5636,129.2755,127.7256
"Vermont",,,,,,,,,,,,,,,,,,,,,,,,,,,,67.987567987568,,,,,,,,,,,,91.614014933946,,,71.9178082191781,,75.0675,,,,,,89,83.952,,,,,,,,,,69.5876288659794,67.6959,72.2485,74.886,69.9816,65.5998,68.3277,78.8819,,,85.3816300129366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.176470588235,135.9126,126.9368,130.9859,128.7645,,120.984,,107.3949,121.8895,,142.2997,136.0722,130.0567,126.3178,120.8755,119.5388,123.629,117.3172,,103.6442,106.6215,111.0694,110.9821,111.7839,142.1745,146.4122,147.0228,145.9361,147.5706,144.5979,140.4208,142.1588,135.3474,142.7202,148.8566,150.5291,144.4186,135.9734,134.1586,133.676,129.6301,128.3728,129.8872,138.2466,138.4905,132.4378,131.1027,133.4685,129.6898,127.5954,127.7512,128.015,127.4893,124.1134,118.04,115.0769,123.8765,125.1675,127.1913,130.6668,137.9964,134.3041,135.687,135.0783,128.1247,130.7258,126.4809,130.0034,135.8156,144.0973,144.032,145.8395,142.5198,147.1562,152.7673,143.8184,137.3015,140.3534,146.555,160.1145
