"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02"
"Thurston","WA","Olympia","53","067",80.4894,80.7766,81.272,80.9048,81.2782,81.6133,81.8129,81.199,79.4026,78.9207,78.9911,79.5326,81.378,81.3075,80.7491,81.7728,81.8155,82.8617,83.3902,83.3718,83.0657,82.883,82.6638,82.0281,82.7632,82.9052,83.5392,84.7768,84.7972,85.2304,85.0546,86.2273,85.3498,84.614,84.5688,85.5348,86.0188,85.9738,85.3714,86.2009,86.817,86.5744,86.0884,86.4805,87.0052,86.6155,87.4331,87.3203,88.7349,89.0312,90.12,90.2038,90.7888,90.3243,90.6857,90.0146,89.5816,89.6908,90.0743,89.5922,89.5497,91.9161,92.9022,93.2005,92.4488,92.7521,92.3706,92.7834,93.8531,92.5736,93.1387,92.7514,94.6939,96.7568,96.8703,97.4886,98.1578,99.6688,101.8938,102.1652,101.1291,99.7237,99.6363,101.1549,102.48,102.6795,104.2655,105.6505,107.3663,108.1346,108.2887,109.1652,109.2734,107.9606,106.1553,106.8027,110.0121,112.115,113.8022,114.91,116.7508,118.1502,118.8267,119.5479,119.6498,119.6942,119.9269,122.0769,126.0916,130.4988,134.6743,137.0338,138.8653,141.5584,146.6687,148.3716,146.705,146.9494,145.9597,147.6214,149.2395,151.7575,153.0757,155.6066,155.81,154.6633,155.5131,155.1206,153.9678,151.9905,151.9487,152.834,154.4335,157.7016,159.8005,158.6643,157.2574,157.3587,156.609,154.6972,150.8011,146.2742,144.2978,147.5845,151.2702,151.9905,151.2632,150.2537,149.9865,148.9157,149.4118,145.1461,145.7325,141.6728,137.6685,135.5644,138.1609,140.6499,143.3928,142.6352,141.0381,143.0327,143.6006,144.1723,143.0874,140.6543,137.4258,137.5602,139.9851,140.6347,141.0518,141.0613,138.7621,138.6418,136.1295,135.385,133.9252,128.4708,126.428,127.423,125.1611,125.4604,125.3954,125.8363,127.9266,126.8977,124.3413,124.6566,124.3031,121.3943,117.7758,117.8831,118.3695,122.695,125.2576,125.2269,120.4773,117.4086,119.7132,120.5949,120.6492,118.6959,115.7775,116.8071,121.0064,125.0507,126.6021,128.0626,128.4428,129.3728,130.9943,130.9563,129.2544,129.7202,127.9495
"Kitsap","WA","Bremerton","53","035",84.8501,84.6211,84.9477,85.7556,84.6562,84.3178,85.3402,84.67,84.2716,84.3773,83.2984,83.7799,83.2274,83.6208,85.1231,85.8118,85.7291,86.5805,86.1433,86.2317,84.1838,86.0914,85.5906,85.779,86.5958,87.4739,86.777,87.6958,90.3007,90.8753,89.451,88.8355,89.7139,86.2644,87.3625,89.4723,88.9705,89.292,89.8099,91.0912,92.6025,92.3407,93.8084,95.0128,93.0446,90.2705,91.2086,92.264,92.9593,95.5163,95.2947,93.7418,96.8552,98.4111,99.5201,97.4048,98.9076,97.8891,99.0761,100.4014,100.5481,101.228,101.6058,102.3508,104.6913,105.3415,104.8063,104.943,102.5324,100.9866,103.9764,106.2351,106.6644,107.1743,107.6035,107.3984,108.4839,108.6651,110.1041,112.983,113.1355,111.8791,111.5248,112.2791,113.6059,117.5915,119.7324,119.6522,119.904,120.2859,121.5603,121.1041,121.8465,121.3856,124.7335,127.5302,129.2641,132.5743,135.3412,135.7937,137.4736,138.9245,141.3825,142.8982,143.2118,140.8373,143.0272,147.6737,151.1009,153.9573,155.9492,161.3699,165.6906,166.3463,168.6281,168.9113,169.7741,169.5212,168.3638,170.6066,173.2319,179.8306,187.9408,192.7961,191.9649,188.7731,187.0757,185.5281,183.1381,183.3226,185.9338,190.8581,189.8813,190.5698,192.6476,192.6159,188.5293,187.6133,181.4625,178.5951,172.0636,163.9069,159.5196,162.2987,162.4983,167.3761,167.7247,167.5201,168.3568,166.9208,164.2556,163.2738,163.4861,158.769,156.7339,152.9108,148.9017,147.3611,148.7007,151.5431,153.2835,168.49,165.6113,160.6895,160.3975,161.4232,160.2795,157.4761,160.4571,165.8712,168.989,168.3004,167.7517,165.4814,156.6648,155.8306,159.5631,159.1758,158.6167,155.4723,150.5541,153.9889,155.79,158.2718,156.7334,156.8176,156.0125,151.3291,145.0187,140.388,147.716,145.2969,145.1483,147.1629,151.5903,153.2649,151.1222,147.1428,149.7736,145.478,147.4555,144.3118,143.782,146.0721,149.9394,151.8705,152.5987,155.8064,158.7761,159.9205,155.9208,157.2568,156.787,156.0752,151.7645
"Kalamazoo","MI","Kalamazoo","26","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.8224121557455,84.2033,78.8873,79.0735,82.8959,74.2858,77.4415,74.9677,80.4975,82.6017,82.9574,82.3814,84.109,83.4578,83.4008,84.274,83.7877,83.384,81.8663,84.8319,85.4103,86.2096,90.669,91.4195,89.1865,91.0806,88.4284,89.0355,87.5228,86.8337,86.2101,85.1691,85.8046,90.0018,90.9852,94.259,94.4359,97.364,93.3765,93.6432,95.7732,89.0453,85.7783,85.3393,84.8351,87.5243,92.6173,93.9984,92.6137,89.7114,90.4856,93.373,92.0279,92.7328,93.2645,88.612,86.5185,83.585,83.3139,86.3084,89.4451,87.2252,94.8727,90.615,,80.6126,85.5672,90.7219,89.0183,88.6484,91.7788,89.4139,92.008,89.8126,87.1894,86.0618,85.35,90.6824,87.4088,85.2898,83.7502,85.211,91.3502,92.3997,88.6566,85.6338,86.991,87.0151,82.66,81.4549,82.4469,81.6399,84.2955,84.6593,90.2407,90.6352,90.5482,86.7536,86.2873,80.2403,75.8293,75.7822,72.3099,71.8765,72.5668,74.6713,74.2082,71.4725,69.6905,71.8083,69.6255,70.761,70.733,68.423,70.3277,73.9878,71.3304,73.2837,74.1602,72.763,74.1333,77.0911,76.7963,74.7358,72.6684,74.0555,73.6722,75.6658,77.1723,83.4587,83.1824,86.2943,84.8909,88.3804,84.7718,85.2625,81.6397,78.403
"Brown","WI","Green Bay","55","009",,,,,,,,,,,,,,,,,,,57.7858880778589,60.9348,62.4695,61.1818,,68.1113,66.402,61.4174,62.1948,63.4488,63.0294,64.6429,59.3833,59.7178,55.4167,,,,,,,,,,,,,,,,,,,,,,,,,,84.3253968253968,72.008,70.5481,71.2187,75.68,75.6653,71.7573,68.9572,68.228,71.5508,70.6666,70.2717,72.496,70.519,70.8269,72.1131,77.9482,75.6649,75.2396,72.4574,75.1715,76.987,76.7319,73.4256,75.0128,75.0884,73.3574,75.4577,79.8369,,,,77.4193548387097,81.4493,79.302,77.083,75.2531,75.9235,80.9901,80.5076,81.0052,79.5947,80.822,81.8261,86.3168,87.5172,85.9128,80.364,76.1409,77.8203,85.3479,86.5337,86.6581,83.9441,84.1404,86.1032,89.1601,83.1623,81.5336,77.8309,78.7866,84.0916,89.2544,86.8556,81.7859,87.2168,88.808,89.2301,85.0079,91.734,91.7947,89.4627,85.8854,78.9954,81.1478,86.6914,92.2288,91.0519,90.1142,85.5263,82.8199,83.6169,86.2947,85.5132,87.4171,88.1263,88.7848,89.6433,88.5303,87.3255,88.8297,90.4964,88.9486,83.5426,83.8208,82.6426,79.1192,79.2908,79.1482,82.9919,86.1314,88.6491,84.2637,82.6981,82.3619,82.6346,83.383,81.6062,78.0323,76.9141,77.2898,79.7391,81.0613,82.869,83.3754,79.8141,78.1754,78.2269,76.6574,77.1845,77.9327,73.862,74.5861,76.5372,77.4557,78.4282,77.907,76.6139,76.0854,75.7728,75.7909,76.7637,73.4902,71.6511,72.0961,73.3097,76.1673,80.542,80.8421,79.4864,73.8558,76.6578,76.6437,76.5565,75.9241,78.5762,80.2513,80.4761,80.9188,82.5602,83.2215,80.6974,83.8637,81.047,75.9468,77.9315,
"Alachua","FL","Gainesville","12","001",52.8572,51.4606,53.362,55.7923,54.6815,54.3907,53.0511,54.2706,54.5855,54.786,55.1974,56.4944,56.8944,56.8474,58.096,57.9986,56.1859,56.1722,56.7581,59.1885,59.0327,58.119,56.9901,57.5253,58.0361,59.0098,60.1801,60.9184,59.8992,59.9311,59.8389,60.5705,60.2685,59.9522,59.1173,58.8517,61.3104,62.3301,63.4209,62.6187,63.2164,63.4169,64.8327,66.1865,65.4522,62.9056,60.2553,61.929,63.8422,65.0035,67.1915,67.1865,66.3458,66.8592,67.2595,65.4298,65.9245,65.0158,65.2016,66.3495,68.1296,68.9198,71.3504,71.9316,71.2037,69.7217,70.33,71.5274,71.0617,70.6067,72.7679,72.6384,72.477,73.4959,75.4365,76.0002,77.4592,78.5031,79.0784,80.748,80.343,78.8943,78.1193,79.5774,81.2434,82.8072,84.5211,85.7966,86.2729,87.4578,88.1611,89.1272,88.54,86.3563,87.3119,90.2704,93.5767,95.3017,97.1712,98.5161,98.7133,100.3226,101.3115,101.8764,102.3109,102.643,103.0679,103.8422,105.7008,109.0138,112.5438,116.1883,119.1178,121.1996,120.2449,121.3798,121.3237,127.3577,126.571,127.6082,128.5638,129.4385,131.9782,133.885,134.8657,136.0191,134.4607,134.6507,133.2797,133.382,134.3195,134.1378,133.9894,135.1227,135.9012,136.7149,135.0343,131.6811,129.1347,129.0721,127.6127,124.4209,121.6916,120.6418,122.3938,124.6811,126.4105,124.503,121.1672,118.447,120.1865,115.4313,116.4279,115.107,113.5908,113.0138,111.8647,111.7901,112.2818,111.427,110.8534,111.7506,111.1586,109.2874,109.3474,106.6628,104.64,102.9741,104.622,104.7203,107.4717,107.3855,102.5914,103.1487,101.4313,97.7754,95.9445,90.4753,90.3604,90.6128,91.2286,92.4555,92.0894,93.5771,90.9106,90.7806,90.2649,89.8297,88.3141,86.6879,82.2533,84.0292,83.1852,85.19,88.4744,90.1123,88.8604,85.109,84.5077,82.1454,86.6476,83.2946,83.0987,85.059,88.5193,89.1929,92.322,94.7071,95.3823,94.1329,92.973,92.696,93.5086,89.3442,85.9529
"Harford","MD","Baltimore","24","025",78.9196,80.0285,80.5289,82.617,82.2834,82.311,80.5876,82.5365,83.9024,82.755,81.0277,80.9856,81.5012,81.9709,81.1444,80.9131,82.0084,82.5884,82.6709,82.0198,82.6494,82.5429,81.8023,79.8316,80.2498,82.2322,82.8241,83.1172,83.9552,85.5183,85.6879,83.64,83.6145,82.1658,83.7723,83.4226,83.8233,83.9138,84.757,85.9823,86.7933,87.1599,86.3565,85.9825,85.1137,87.1634,87.4062,86.6409,85.8446,87.1702,90.1651,91.4067,91.3359,90.2117,90.0166,90.5586,90.6914,90.5449,89.6557,88.884,90.0754,91.0659,92.2293,93.4621,94.9372,95.173,95.7385,95.9175,96.6429,96.012,96.063,97.5971,97.3732,98.5068,98.4871,100.084,101.0566,101.8226,102.1271,103.1525,103.0898,103.7654,104.6539,104.504,105.742,109.4006,111.2443,114.2976,115.6018,116.2615,117.1218,116.5536,117.7557,118.9461,119.2217,119.7308,122.0768,124.0435,126.7458,131.8573,134.5187,133.9935,134.8667,137.5756,139.991,141.2775,141.1801,145.1831,145.7736,149.1516,152.6048,158.7091,161.9284,162.9426,163.45,165.1574,165.6171,166.3754,165.9148,167.3099,167.3497,169.8283,172.267,177.1632,177.2167,176.5295,175.188,173.9556,173.4599,171.6827,170.3019,171.5858,172.8439,174.7744,173.9039,174.8933,174.9275,176.0735,175.9632,171.4142,172.0767,170.2347,166.3081,167.2455,166.9666,166.9686,165.2585,166.7952,165.8471,164.483,162.2547,159.2276,155.1531,155.9848,154.1343,156.213,155.385,156.8206,156.0334,155.8576,154.4489,157.089,157.7934,160.0156,160.898,157.6814,152.6167,151.2209,153.6161,153.6822,153.5502,158.6335,159.5999,157.8868,153.7132,151.7593,151.6668,148.4987,148.1318,149.5151,151.3249,149.3293,147.8503,148.3284,149.8624,149.7192,144.6668,146.0713,145.3474,146.8313,146.8712,139.8249,137.1536,141.6831,144.6536,146.3043,147.3599,146.2444,144.2409,142.2753,142.4034,145.2051,144.2416,145.7144,144.1269,145.0107,146.8466,148.5912,149.8643,147.3447,147.792,149.8054,148.3564,148.5208,146.3854
"Yakima","WA","Yakima","53","077",64.3848,60.5308,62.49,65.6462,65.1658,65.0491,62.1177,62.9678,62.7828,60.4929,61.9951,63.0842,64.6408,65.5626,66.7813,68.592,70.0291,69.4767,69.4529,68.7478,67.0494,64.1587,65.629,68.9452,70.0536,71.0661,72.0282,71.0386,71.64,71.3899,70.3244,69.2315,70.6043,67.6819,70.9831,71.2336,71.4997,72.8546,72.1601,72.5051,71.2937,72.1734,69.5827,69.4524,69.8298,69.7362,70.7397,69.6619,70.0265,70.8637,70.6189,70.3679,72.2945,72.7275,72.8461,71.0998,73.9542,70.5373,69.5283,70.3913,71.0431,73.128,73.5845,74.0462,74.4225,73.4453,73.0571,73.0183,72.7058,71.1324,72.359,72.0252,74.292,74.5427,74.6195,73.7053,75.8025,75.6554,76.6542,77.5906,78.0579,73.5886,71.3094,73.0031,75.1291,77.3912,79.776,80.8263,81.2738,81.8747,80.6238,79.2117,79.9327,79.0968,79.3902,82.7855,84.3315,83.4522,84.7245,83.6571,83.166,83.7298,82.8187,83.5912,82.8147,79.9136,78.2374,78.4802,82.4088,81.5539,82.3361,87.3867,87.8204,88.8971,89.0743,88.9957,89.0772,86.6015,85.9175,86.2184,89.02,90.1409,93.2597,95.0764,95.7496,97.9806,97.0377,96.4413,97.0303,92.7773,92.9606,93.2798,95.9891,97.9429,101.5164,104.9269,107.1486,107.3565,103.3606,102.616,101.2544,99.2826,98.1553,98.8978,102.2232,104.1684,104.4837,103.1693,104.3751,102.5918,101.9196,102.758,100.9382,98.0016,94.9238,95.1946,92.6519,98.9451,101.5712,102.6357,100.3902,102.7189,100.0647,99.4013,99.3331,97.4012,101.5806,100.9673,100.4853,99.2904,100.8016,100.2987,100.4842,99.502,99.6191,99.0184,95.9459,93.4863,93.2204,98.1083,96.1428,96.7753,99.9262,100.5816,98.4165,96.3319,96.6932,92.0859,93.643,98.7012,94.8022,90.7146,90.8115,95.2014,100.5855,104.8271,104.3958,98.505,96.6228,92.3342,92.8184,93.3441,92.9737,93.4393,93.8966,98.8302,104.9574,104.1173,106.5544,104.8286,104.4264,103.1754,103.1789,98.6369,101.0249
"Norfolk City","VA","Virginia Beach","51","710",57.881,57.7151,56.656,56.5359,56.9748,59.1702,59.6352,59.9393,59.1732,59.9736,58.6551,59.7904,59.9335,59.0322,58.7048,62.4481,62.1628,61.0765,59.6361,59.0062,58.1496,59.6302,57.6391,59.8122,59.7113,63.7911,62.7062,61.4259,63.1926,63.1201,61.2836,60.2547,59.7882,59.3949,59.7757,61.0393,62.2636,61.6856,62.8292,64.098,63.2219,62.0077,60.8747,62.7606,62.8244,63.1035,61.4023,61.583,62.9884,65.4159,65.1147,64.9131,66.7741,67.0712,65.8902,64.1142,64.7402,64.6067,67.6258,67.5609,67.5552,70.1926,70.4301,71.6466,69.561,70.1171,71.0185,71.5064,70.2741,69.7341,66.6696,68.6608,70.4429,73.2539,74.7104,75.0876,78.0392,77.7279,75.842,74.5214,76.2185,76.8934,78.1605,79.2123,80.7922,84.501,88.3848,89.9733,89.2149,88.9486,86.0885,88.0931,88.7661,89.6307,88.1192,91.8567,95.83,97.7858,99.2102,104.12,107.2596,108.5631,108.2251,108.2199,112.5188,111.3402,107.1522,106.9218,111.7297,117.5684,125.6989,129.4259,132.6465,134.8919,137.4539,136.4221,137.3099,136.9875,141.3994,146.7184,148.3306,149.3849,153.1144,154.8277,152.123,148.4253,146.9376,144.7672,145.1307,146.0553,142.4239,139.1693,144.3796,142.9426,146.2439,149.5187,150.608,144.4797,143.177,142.4982,143.0012,140.3772,141.7399,142.6326,144.5876,145.5361,147.8294,145.188,143.0867,140.7978,141.4202,138.3458,132.9571,127.9405,123.698,121.881,125.0801,128.6934,128.8729,128.2726,127.9866,133.4248,129.0065,128.7197,123.1629,116.3392,113.7312,115.9922,120.7192,122.0496,121.0378,125.3408,124.7889,122.6218,119.8549,121.0396,120.481,119.7993,113.892,110.8901,109.9955,108.8199,112.0074,108.0162,108.0038,110.6164,107.2274,102.9099,97.9408,102.462,104.2501,106.2624,110.3577,108.7529,108.9959,111.6593,110.0073,108.8486,108.4545,112.0226,110.9668,103.6987,106.2431,108.3165,109.3213,110.0626,117.9779,128.7484,125.241,117.3752,118.03,116.8141,118.7812,120.537,118.3787
"Mahoning","OH","Youngstown","39","099",52.0133,54.1754,50.6488,51.4904,53.3193,54.6046,52.9247,54.1583,53.7085,51.9092,50.3038,51.68,53.245,53.6717,53.2988,54.8138,52.3008,51.2725,53.1512,54.4168,53.4582,50.0756,53.1594,54.6626,56.323,54.6168,53.3167,52.5775,55.417,50.5559,51.5217,54.5579,53.5092,56.4147,52.6985,52.8953,50.6932,53.5666,54.8713,58.6542,58.055,59.1527,57.2046,56.1647,54.3781,46.4944,47.9132,52.3617,56.2241,57.4201,57.8429,58.5942,55.9274,56.6214,56.4445,57.2104,55.6256,53.0892,51.4702,55.1957,55.643,57.3442,59.4545,61.2688,60.3322,59.3583,57.3574,58.6887,60.475,57.0688,55.281,57.4282,61.4583,61.3609,63.1908,63.7897,64.197,62.2575,60.4037,60.8591,59.7606,59.7198,57.2697,57.7962,59.376,60.746,60.5706,61.6804,64.5315,64.2161,62.5147,60.933,58.59,51.9157,51.5091,52.0718,58.9181,61.4495,63.5058,64.0019,63.2013,62.6698,61.5172,62.02,61.6851,58.9882,58.3143,60.4031,59.245,60.142,61.9243,64.6108,64.0316,61.8206,56.8595,57.9455,57.9767,54.6396,50.9948,57.1537,60.6064,61.4834,66.0269,66.2922,66.9061,67.2413,63.5303,61.62,57.3764,50.9495,52.5137,55.7961,57.8266,58.5142,60.1256,63.1501,66.5582,63.6677,56.9158,54.2157,55.8263,52.6877,50.2749,50.8164,54.5745,60.1879,64.2725,62.9328,64.0928,62.2196,59.2876,52.2932,47.897,42.0872,39.4885,38.0956,39.3444,48.5479,55.0554,55.9764,58.5803,58.6601,54.6668,50.1153,46.5573,47.02,46.7804,44.2236,44.6695,54.2482,56.6147,54.2256,48.6731,48.5288,44.4011,42.8489,43.6839,48.0023,46.6031,43.5874,46.4074,50.2563,52.0387,47.7477,48.5595,51.0391,48.3914,49.1844,45.0035,46.3316,44.6746,45.6818,51.7517,56.6674,57.0978,60.7468,60.127,56.162,57.2792,60.517,57.9817,57.0876,56.6067,57.2305,56.8412,59.931,67.008,68.4359,65.6027,66.8272,64.8042,61.5031,59.5618,62.4419,62.2418
"Buncombe","NC","Asheville","37","021",65.9351,68.3113,68.9987,71.331,69.149,67.7293,68.5965,72.0492,70.9499,69.5079,67.5071,67.1769,71.3635,73.0162,72.7704,71.3128,72.9457,72.0036,74.9919,75.1947,75.8066,73.2122,72.9383,73.6424,73.4941,74.2649,75.9619,77.8888,78.0676,78.041,77.8502,76.2874,78.8303,79.6414,76.9778,76.7238,79.2644,80.0451,80.7033,82.1428,83.2164,83.5852,81.5348,83.2153,84.0289,83.7118,83.7228,84.0888,87.0355,86.2184,87.8632,86.8493,83.9769,85.0977,85.9814,89.0921,88.7974,86.9872,84.2943,84.3364,87.6268,90.2726,92.6615,92.2315,92.047,91.1751,93.0375,94.2419,93.5146,92.3334,92.0663,92.3407,91.6365,93.6384,96.2687,96.3026,95.3552,96.9279,97.0918,96.4916,97.5584,97.2149,97.4725,96.8859,98.3312,100.1722,99.0998,100.1142,100.7614,102.695,103.4076,101.9629,103.0505,101.4733,100.0395,98.2703,100.3367,101.1012,103.7238,107.323,109.2742,110.0795,112.4413,113.8471,112.205,108.9448,106.6801,111.3786,113.8455,117.787,121.1329,122.7716,122.5426,124.356,127.2905,126.7798,126.8194,124.9743,126.7477,128.5079,130.3299,130.8958,136.8519,137.3841,137.1729,135.9698,138.6605,139.5699,133.459,122.0314,118.6208,131.4677,139.0512,143.5034,146.862,148.5153,148.7727,149.9542,150.1342,148.657,151.208,150.03,153.0217,151.5733,150.6604,147.9787,144.1438,145.3649,145.4872,145.5922,143.3134,144.6409,139.7722,140.6043,135.5009,129.6408,127.5082,126.514,130.2054,128.1415,128.7229,134.7551,140.0399,135.4635,135.2763,151.587,145.6257,136.5809,130.5354,132.2845,134.5635,136.2456,136.7773,134.0166,136.8026,137.1349,134.5164,134.2329,136.1162,134.9193,134.8549,135.4791,135.4717,133.4329,131.8461,131.473,130.5667,134.4463,136.3243,134.5799,131.8079,132.8716,133.509,132.617,131.544,133.0991,137.0963,136.5685,134.4147,139.0663,136.0179,130.5346,131.4193,131.6196,134.4481,135.8931,138.0229,141.368,142.6598,141.7484,138.1357,136.7431,134.6475,130.2826,128.7125
"Washington","MN","Minneapolis-St Paul","27","163",66.7383,65.9526,67.5637,68.0985,68.4099,68.0887,67.8015,67.7651,67.2647,65.722,61.7717,66.7816,68.5925,68.7722,68.2403,68.3404,69.5426,70.8546,71.0002,71.6535,71.7099,71.6136,71.4895,71.8479,72.0423,72.6736,73.3779,74.284,76.0622,77.1228,77.3731,77.6295,77.0403,76.6929,76.6736,76.9643,78.3082,79.1201,80.3703,80.9036,81.7573,83.1935,83.1776,85.4381,86.5519,86.6656,86.7645,86.603,86.7019,88.4574,90.0601,90.8364,92.5825,94.5677,95.1451,94.5836,94.8341,94.6683,93.5608,94.6527,96.8829,99.0871,101.5812,103.1863,104.4691,105.4251,106.7022,106.327,107.81,108.2977,107.9009,106.6617,107.9636,110.1858,111.3015,113.0028,114.1522,114.7299,115.2206,116.381,115.9756,117.5447,119.0383,117.857,117.0956,116.9354,118.6118,120.3304,121.1262,123.8457,124.1641,125.7891,126.3554,125.7533,125.6981,126.9493,127.4508,126.0087,128.3895,130.8991,131.863,132.5629,133.199,134.8034,135.057,134.8619,134.7614,132.7132,132.0877,133.095,137.11,139.4456,139.1355,137.518,137.7234,137.2108,138.7567,137.4182,136.16,136.1807,137.8512,138.4967,141.9125,140.5043,139.2725,140.388,137.9156,139.0754,136.9183,138.049,137.3041,136.7363,135.0577,135.8775,137.3396,137.8023,138.0225,135.6788,137.621,134.7299,134.3986,130.8929,128.0038,125.4455,125.2552,124.6063,125.9361,126.4614,126.4052,126.22,125.9436,125.3415,123.303,120.5416,115.349,112.7543,110.4394,111.6218,113.0083,111.5924,113.4787,114.9477,113.1942,109.9935,110.2248,108.1279,105.6103,103.8554,105.7679,108.228,107.2918,108.7218,110.3809,109.9684,110.9877,109.3367,106.8713,102.3797,100.0742,100.2161,100.1723,102.0437,102.2484,103.4171,103.0353,101.3558,99.6954,100.2048,99.9414,101.0234,94.6412,92.9122,92.5912,97.6361,100.2165,103.9747,104.8267,105.7094,107.2343,108.1691,106.5618,104.8916,102.9771,103.1494,104.4009,106.6965,110.5702,114.8556,116.6788,115.3154,114.9645,114.5092,114.8759,113.9772,112.4781
"Cumberland","PA","Harrisburg","42","041",69.4201,70.0102,70.7918,68.4305,71.8074,71.6919,71.5632,71.5313,71.1805,72.5542,67.7587,69.2459,68.1739,70.3393,72.774,73.7026,71.016,72.3345,69.632,69.8306,71.1907,72.6453,71.2293,70.2756,70.5462,73.0805,74.1062,74.5184,74.0592,73.3714,72.6269,72.9807,73.983,72.3494,72.0515,72.5532,75.338,76.3185,76.7742,76.5222,76.9668,76.3862,75.6514,76.0366,74.2032,72.2048,74.6929,74.0537,73.222,75.468,76.2431,75.8822,76.3211,78.0303,78.936,79.1888,78.6341,76.4824,75.4703,76.3541,77.2589,78.6936,79.9465,79.5795,81.3218,81.5601,79.8888,79.376,78.7298,80.0022,79.0632,78.6881,80.9035,,84.0378,83.6533,83.6375,83.2153,83.104,85.2362,84.4925,84.4408,82.9443,84.5413,85.6156,85.7685,86.4057,88.0084,88.6537,88.196,88.7089,88.4848,88.8803,88.9819,89.4191,88.9907,90.1329,91.3886,93.0436,93.9626,96.3398,97.0955,95.2834,94.7527,94.7251,96.4501,96.9385,98.5923,100.1252,99.36,98.4584,101.8981,104.0074,105.0166,104.3381,105.8352,106.0532,107.353,105.7273,105.5802,107.0037,110.0164,111.5674,111.0068,109.1327,111.7857,113.3935,112.942,113.1809,112.3437,110.8022,111.7137,114.1426,112.5485,112.2219,112.8884,111.3443,111.7415,113.7847,115.0931,116.1237,114.4789,112.3639,110.9152,112.7268,113.4986,114.9937,115.5745,115.4056,115.8324,116.2912,114.2644,111.4091,110.6173,109.1768,110.2185,111.2533,110.2235,109.3973,108.0951,107.6423,113.8974,113.7416,112.0073,112.4753,111.3073,113.6082,113.3852,113.8835,113.7891,113.7504,114.1741,113.0564,113.3583,108.1982,108.7242,109.2429,106.9389,107.4436,108.6203,108.2865,106.8339,109.198,110.5362,108.009,108.1275,113.1353,113.5649,110.6096,105.1345,104.0847,105.953,107.584,108.5007,110.9039,111.7303,112.0043,109.1746,110.2489,109.8372,109.5258,104.2013,104.3483,105.4882,106.3259,106.8778,108.688,113.3427,113.3807,111.4324,111.1662,111.0965,111.7906,109.4221,109.7555
