"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02"
"Oconee","GA","Athens","13","219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.4774,112.7977,108.4701,103.979,101.3844,103.4197,106.6499,106.9609,108.8701,103.8168,101.3741,103.2282,105.593,,,96.7644390686423,99.9209,100.5103,98.5825,97.2319,96.9137,101.0917,101.062,104.0923,106.2184,107.4103,97.3932,92.27,94.5206,95.2211,88.5342,87.7129,86.2809,89.3539,95.8847,96.6109,95.8608,96.0506,97.3896,99.9088,99.5594,98.8589,100.1237,97.9195,95.6204,97.2264,102.5117,106.5338,104.1261,97.6174,97.4733,105.9311,109.4935,107.8429,98.0202,94.7303
"Schoharie","NY","Albany","36","095",47.7872,47.4193,45.0756,51.8001,47.0151,,38.0299,41.3748,45.8996,,,,,53.030303030303,47.1318,40.3578,42.2102,45.4804,53.6507,52.8246,,,,,37.883008356546,,46.8857,50.3376,48.7774,46.2824,51.9678,54.2188,49.4538,,35.2124,32.233,39.5414,45.2279,51.3301,50.1974,46.25,44.4122,48.1049,48.3855,49.2631,,,36.5927,,43.1471,50.4974,50.9101,48.8541,49.9509,50.7163,48.4267,51.5183,58.8705,55.0744,,36.6987,43.8605,46.5414,49.406,49.9084,50.2325,50.4333,51.4551,52.8535,54.8153,50.5208,,49.8106,51.1388,53.5066,57.4806,57.1299,48.7259,51.853,58.8731,60.9497,53.4568,,51.8764,52.366,59.2492,56.1262,58.3483,56.7813,60.0962,68.6797,66.8306,72.7572,64.329,59.8213,57.974,60.2403,67.2541,69.5225,65.6075,60.7971,64.6249,58.8169,67.8805,61.7555,61.7996,53.7766,67.1178,70.5749,78.5762,80.7184,74.4227,82.5854,87.4873,91.7977,,74.6546,74.3009,72.6203,64.5467,64.3373,72.0676,83.3096,92.2246,90.2032,85.2602,89.4715,85.7101,86.226,92.7007,84.8422,74.3149,74.9493,83.5732,87.1618,96.9557,107.4461,100.5252,90.9918,84.5632,83.5953,71.5829,77.3307,86.1937,,103.9509,95.3039,85.5844,81.4956,87.1253,88.045,89.9212,78.5921,,,,82.3529411764706,87.4191,84.1908,83.0459,88.9548,83.2746,85.2428,84.348,75.297,,78.844,62.7504,71.123,,81.4868,87.663,87.4262,76.4004,74.5083,86.372,79.3256,,,70.6845238095238,74.905,77.8974,,54.3434,,57.4618,75.2899,83.0757,86.0553,89.6416,,79.5974,75.0984,84.0271,81.7857,81.1226,76.8102,72.4744,70.4585,74.3652,79.9135,79.6571,,,71.0227272727273,83.3012,83.3407,,84.7681,93.3184,,54.1153,61.7633,,
"Nicollet","MN","Mankato","27","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.032,114.5313,111.719,116.4384,,,,112.1148,98.4965,108.0255,112.0329,118.6466,117.8152,120.3376,,,,,,,,,,,,,,,,,,,,,,,,127.877237851662,122.0499,117.9751,113.3418,115.2198,115.4009,118.6156,110.213,,110.4117,117.53,118.2243,120.5736,123.3878,120.322,121.5014,118.5432,112.0115,112.4299,,
"Emmet","MI",,"26","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.1740294511379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dorchester","MD","Cambridge","24","019",48.0195,50.2421,56.4465,,51.9467,59.3545,60.5624,55.2363,53.1164,48.567,44.7934,45.7787,48.2069,47.1322,51.2843,46.5131,54.3188,50.3831,50.9191,53.3379,55.6769,59.4245,49.9533,49.3622,54.6687,54.0284,57.0091,61.2593,64.3972,59.92,55.7312,47.8064,51.1447,56.6801,58.3597,57.4827,57.4459,58.8422,58.0456,59.1678,56.906,60.621,60.4111,64.536,67.6641,,52.0155,56.8694,60.26,59.9825,61.7828,,72.8814,68.3371,66.6021,57.5779,55.714,56.6302,64.4333,54.9915,52.929,58.3467,68.3376,71.5541,78.5975,74.5801,76.469,71.4101,67.9866,68.775,65.6356,67.9918,68.4178,71.1568,68.6212,64.8335,66.7544,73.0802,78.3474,79.5221,74.2983,70.9498,68.2041,68.2704,61.1356,69.7762,83.0548,92.1099,91.1501,90.6768,87.3624,87.0766,91.0206,88.3752,85.2648,86.1527,88.2372,92.4259,98.385,99.5949,101.1031,104.3773,105.3225,106.473,110.726,100.7358,101.5264,109.5966,119.9522,125.2131,126.2359,127.9572,126.4572,128.965,125.0256,126.6534,129.8032,128.0057,132.2632,132.9485,132.9357,136.5428,138.4645,141.8909,143.5788,136.7021,133.9778,134.4482,139.0606,130.1523,124.5464,121.9275,127.329,136.7729,141.0111,146.5118,147.276,136.4909,129.0273,128.6657,119.8558,126.7308,112.1455,119.7986,115.0648,119.622,135.628,146.9883,127.5785,130.4563,128.125,,111.6453,103.2633,98.1891,101.2204,113.6291,101.9047,92.1199,,128.021,122.4286,110.2904,106.828,108.1111,122.3084,,110.9549,110.5928,100.3224,108.5588,,,111.434108527132,125.7356,96.8795,86.1737,77.8717,68.5461,86.2434,82.8294,92.4338,83.0213,96.6257,85.4199,82.4246,77.9757,73.6021,75.7004,82.5555,89.6523,84.9585,80.2738,77.3826,80.0221,89.3671,83.4671,84.0534,81.9029,88.7681,81.4357,88.7971,89.5575,79.4576,69.9142,67.7555,83.0671,83.167,82.1721,83.5638,90.4935,104.92,100.1341,97.988,
"Becker","MN",,"27","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.2483,132.8445,124.7681,124.5658,121.608,125.1375,123.5652,122.8059,111.3792,117.4772,,,,131.8718,144.7805,130.509,120.6106,113.1666,115.4197,128.7129,116.3101,113.0842,97.1552,107.8976,114.5255,125.807,120.8655,136.1242,139.9228,128.1641,127.7306,133.3858,115.8502,103.0869,117.8313,128.7766,132.5438,117.3034,131.9681,134.3052,135.2989,131.3616,135.3716,142.0235,144.1962,137.0953,141.9618,144.5438,152.2336,157.5179,154.1297,158.281,157.9371,159.3077,147.4217,131.6945,,141.8168
"Petersburg City","VA","Richmond","51","730",50.2997601918465,47.9635,,45.179,47.103,,47.3659,47.0082,46.5848,47.7644,48.1649,44.9857,,45.1521,44.942,42.8924,44.7174,,,,46.2239583333333,,,38.7021110242377,38.5072,42.712,,48.9634,47.5773,48.4194,46.6593,,,42.8418421992146,,51.0647,47.2525,46.4785,,52.8488,54.5926,52.0514,53.071,50.1355,47.9284,49.6106,,53.0301,50.7898,51.1323,48.2153,49.5212,,52.3032,,53.1381,52.0188,53.8254,,52.982,51.7532,50.9457,52.2123,55.5124,55.5668,49.9163,,52.582,55.4594,,56.3069,60.192,57.2511,57.8249,57.2006,59.2365,56.44,53.8956,,51.9433,53.4056,55.7345,59.9925,57.6815,59.6481,61.5131,59.3803,58.2628,58.274,,59.9647,58.0683,58.5931,54.0145,53.6648,58.6597,63.2918,64.1228,63.6182,57.8739,59.9959,62.5787,63.5169,61.9263,62.9883,64.4292,66.7258,68.2622,65.505,68.2895,68.3058,70.2403,72.3838,71.4143,71.8975,73.1825,74.4869,69.5455,76.5568,79.257,76.6867,76.4482,78.3953,80.3305,82.8427,80.2646,83.0051,78.0349,82.9783,87.3394,86.0807,82.9019,87.5699,91.3902,95.7861,94.0961,90.6008,89.1787,86.937,90.753,89.8186,85.6439,76.9274,86.0584,89.434,83.357,87.6623,89.9247,80.8776,77.5043,78.8054,76.7835,88.9604,78.4047,73.7464,77.9802,76.9369,68.6611,57.3637,60.8099,60.0968,66.2817,64.9561,83.0352,73.6711,58.1183,43.6707,46.5873,47.0799,56.7988,64.3404,,,,,,,,,,,,41.7715148465023,50.2878,48.1456,46.7452,37.8438,35.3034,34.6682,38.695652173913,,21.4648,,,,,,,,,,50.1567398119122,44.5648,,,,,,,,,,,,
"Amherst","VA","Lynchburg","51","009",62.4582498329993,,66.6179,69.0226,,69.115,,70.0806,,,,65.1436993367723,,63.3832,62.7111,70.6681,72.4908,,58.0341,57.9915,67.141,,66.4545,63.6731,,70.7184,70.2822,68.6525,70.0725,66.1002,,58.9717,64.9581,,,70.8333333333333,71.5105,64.7449,67.5037,,71.896,64.3208,66.4698,67.2225,66.1523,64.3815,60.7338,65.4628,,70.0893,74.038,72.7483,71.0885,68.3439,70.7827,71.6474,78.4726,65.974,,,,82.4468085106383,79.6689,74.6877,73.5835,75.5049,73.1598,,77.6876,85.8567,,,63.9474917955931,76.465,82.2232,76.4783,71.6829,74.163,75.5336,74.265,77.0745,71.4987,73.1999,76.0213,78.2705,77.4043,78.9742,83.5007,86.4868,93.0206,88.0476,81.3634,77.7082,,89.2136,92.4225,90.3149,95.6388,89.7443,86.5539,94.0914,94.7582,90.726,92.1812,97.2201,98.4423,95.8858,88.3682,88.4665,95.137,98.1889,98.0268,99.2818,99.9719,96.6137,101.1697,99.6254,95.6674,99.0046,93.0934,95.3616,105.8716,113.473,112.2036,113.4769,104.6942,104.9582,100.2202,101.082,98.9357,95.2348,106.8444,110.086,102.9117,105.3659,108.9275,114.5164,113.9286,112.9346,106.9033,105.9386,104.0303,108.5455,103.3786,108.4344,112.3298,108.6343,111.0687,114.7402,105.8978,104.6831,107.9587,109.8385,,88.0428,85.5278,96.5881,105.8355,111.4189,104.4578,94.417,111.204,109.0517,109.1546,103.8105,88.1771,92.3815,96.9732,108.9622,110.9161,109.0958,106.4106,114.302,108.1354,101.102,97.173,94.2073,101.7309,98.7916,99.3307,98.9339,98.7595,94.7769,89.2124,90.8282,105.5755,105.6866,89.6744,78.3317,83.316,103.7133,91.8758,91.6061,91.3258,98.5734,92.8269,99.2802,93.2918,94.5024,93.945,87.5804,101.0744,109.3077,107.0567,,112.5448,,107.6244,104.2939,106.6212,103.5592,,,94.3215339233038,91.1874
"Platte","NE","Columbus","31","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.3582,96.4887,97.4141,87.4826,92.3108,91.3876,91.1107,100.5475,97.2669,93.0862,90.5094,89.8803,91.3665,90.9992,85.9949,81.2224,84.3194,77.0365,77.7672,86.2761,93.3155,94.3284,91.4123,92.1437,96.6434,96.2748,94.4829,84.976,80.6691,77.4267,82.8732,91.4555,88.8092,85.0181,,,,,,,,,,,,,,,,,,,,,,,
"Harris","GA","Columbus","13","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.5618,104.8393,108.8135,105.1607,103.2882,97.6336,,,93.1174089068826,100.9866,97.7316,97.3692,97.3338,99.7724,100.3094,98.4696,94.3467,94.0662,,,95.5512,94.4214,,93.9958,87.9868,87.4745,87.3135,92.6414,95.3301,84.8206,82.1623,75.6247,81.0769,87.2315,88.9583,88.4295,90.5716,89.371,86.7488,85.9813,87.3377,83.6457,,,,,97.0188284518829,,,93.5405976456384,95.1261,,,96.3855421686747,94.0291,
"Ottawa","OK","Miami","40","115",23.4089,26.9292,29.0939,,35.1085,39.7893,,30.4988,,,,30.4669703872437,,26.7044,30.043,35.0725,33.6006,35.1675,34.7367,39.6517,34.9513,36.516,33.7883,31.8838,32.2853,39.4707,44.2466,39.3782,39.8987,38.6819,35.0188,35.3744,37.4278,,27.6442,34.4822,36.3083,34.7451,,55.5651,46.3113,41.2372,36.3036,33.3523,32.2863,,38.6804,,38.3955,45.9694,,34.8716,40.0866,41.2026,41.8469,,44.629,,40.4393,,41.5306,36.7856,45.329,42.8647,42.715,41.3532,,48.2842,,39.8547,42.4214,40.5617,40.1996,39.4889,39.8807,42.9719,46.2895,46.6783,46.2164,44.5307,50.141,49.5977,48.7024,42.678,44.9402,48.2043,48.5432,49.6216,47.8647,46.4108,49.7358,49.213,50.3309,47.236,49.0537,48.5043,48.3723,49.1171,47.642,50.1073,50.4494,49.8969,51.2066,49.8258,44.1012,41.8068,38.5631,39.4496,44.4349,50.2092,51.8066,48.6879,49.0445,57.4565,55.9903,58.1648,54.6108,51.852,62.9237,60.235,56.1002,53.5468,53.2776,55.1737,55.864,54.7391,55.7013,51.1854,51.9666,52.5836,52.4003,55.1063,60.5508,58.8515,59.81,61.0761,58.5911,57.3799,53.9935,51.68,51.8401,49.5642,51.8355,58.1827,56.5537,53.7608,51.0284,54.8987,57.2808,54.9938,49.3316,54.2431,53.2696,46.9001,,,,43.8514,52.7781,60.7073,63.3698,58.9743,56.2691,54.1653,45.9121,45.4913,40.8172,38.7364,48.5497,49.7158,51.9156,49.037,53.8786,54.5209,53.2443,,,,,47.9764,43.2405,46.2944,57.4525,63.3492,57.98,52.249,48.4657,41.5008,41.6844,36.2455,37.427,42.7701,,51.2365,54.3917,54.9505,52.581,50.1672,45.5178,51.5868,51.3007,,47.2837,52.9947,51.2284,49.3497,,41.5833,47.7031,44.5618,44.0684,47.3394,,57.0616,50.4058
"Polk","MN","Grand Forks","27","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.6527,77.6854,81.0849,75.4327,88.649,74.2237,79.3915,80.0003,87.4071,94.1231,89.3065,81.6299,80.2621,85.7015,89.8783,95.8257,86.5728,88.428,,79.2536,56.3441,52.0244,71.8651,82.2492,94.3669,88.0338,86.8547,81.7875,92.2877,93.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Muhlenberg","KY","Central City","21","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3419,37.5069,39.3918,43.6096,46.2418,52.6324,55.9882,43.9948,38.6798,45.2831,44.4794,48.4026,48.2624,,,43.1831,43.342,39.6649,42.5507,44.8954,45.059,47.6442,45.4456,48.8164,48.0483,,,,,,,,,,,,,,
"Adams","NE","Hastings","31","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.9215,62.571,63.4494,70.9967,82.3224,76.9127,77.5594,63.3368,57.8764,67.2434,66.9369,72.9607,77.5374,78.1817,85.0829,82.7421,77.9416,84.8901,86.0752,76.3932,,84.2673,81.2463,82.8471,78.4461,81.2596,69.2836,65.8391,75.2218,74.4734,78.1407,,,,80.9352517985612,,89.0107,82.6545,74.9321,84.1984,,94.2404,87.8091,79.7902,,81.462,80.59,92.5975,96.8243,102.5357,98.0091,92.2122,88.4025,96.688,84.7549,93.0718,,84.8435
"Malheur","OR","Ontario","41","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0562770562771,75.9239,73.475,,,52.5339925834363,,54.6098,,,,,,,,,71.1697722567288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Freeborn","MN","Albert Lea","27","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3573,45.6435,48.18,42.7338,43.4266,43.0801,41.7287,38.363,36.3997,38.2527,41.2329,40.0696,38.4889,59.5365,67.6328,71.4822,72.6085,68.2635,65.167,56.2176,49.9388,50.4911,52.586,53.0638,54.0729,54.0793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Delta","CO",,"08","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.92,111.9263,111.1376,107.8308,112.6694,114.6971,121.0568,106.8961,,,116.822429906542,113.9857,110.4801,114.7514,,,112.179487179487,,110.4012,,,,107.084019769357,,113.4251,,120.0995,113.6088,110.1499,102.6466,111.2961,,,,,,96.5783664459161,109.8405,,118.6518,,113.7563,107.0099,114.3378,,107.7836,103.6497,,110.9787,108.8387,107.9573,112.4791,104.9405,102.0102,101.0182,100.0415,103.0343,
"Gallia","OH","Point Pleasant","39","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.7436,,41.6723,40.7408,,54.3161,47.9102,57.7679,62.8732,59.1288,,41.6855,48.2007,50.0263,,44.0537,47.1243,49.5022,51.1508,,47.894,54.5435,,,,,,,,,,
"Wakulla","FL","Tallahassee","12","129",56.5749235474006,53.1285,50.716,50.7778,53.0567,49.5243,,58.7587,,,51.1057979677227,,42.7083,35.8265,43.1778,53.7885,51.2311,52.7511,56.6356,,63.9469,,,48.9659027389603,,43.3511,51.9162,55.4735,63.5425,65.9292,,,,,68.1089743589744,63.8004,59.8709,65.7484,67.3275,65.0391,58.6052,65.2086,64.7163,,64.3877,70.8251,70.7415,71.253,69.5085,72.8637,75.3523,72.0341,69.3783,67.5845,70.8531,71.6758,69.5152,59.5276,,64.0697,70.7287,72.9091,72.7088,74.036,74.4312,78.3605,77.9176,79.3409,79.4656,80.4865,74.6972,74.507,75.2571,73.1081,74.6171,79.9704,79.6099,85.1367,83.4136,83.8497,84.1123,85.01,74.6217,68.1988,77.4609,85.0436,84.5123,88.5404,86.3056,83.4319,83.802,90.1101,91.6267,79.9319,78.6851,78.8157,86.2127,93.4045,95.8428,95.8032,96.2031,97.4148,95.3468,94.4601,98.6719,100.1427,101.1101,101.0405,98.6072,100.9455,104.4822,107.4197,108.9401,108.3305,111.0717,112.017,113.1835,109.6082,111.9281,116.2856,117.8449,118.5865,117.6298,117.1366,113.3702,109.0734,112.297,116.268,120.7467,117.158,111.8551,113.6046,113.4578,113.2093,107.2819,103.9739,107.4581,108.3965,111.5031,109.0232,104.7304,100.1939,103.8093,101.1091,101.0121,103.0133,101.9686,101.3864,101.7674,100.1846,104.583,,100.8503,92.5524,89.9726,84.7905,87.9637,,101.9804,99.7669,100.5092,97.1342,93.2073,93.6367,99.9059,104.5845,,95.2356,94.9253,89.0446,89.0685,,,79.9377916018663,,90.4151,91.8062,,81.8724,,92.5803,95.678,93.4141,91.0731,89.0191,88.5542,93.7356,88.1336,90.1294,,87.885,83.5884,77.7207,85.3037,82.1612,89.2678,91.5536,96.4619,87.9931,,63.3215,68.7009,80.0007,86.1233,94.2634,93.8328,90.5286,81.8316,85.0645,90.6416,100.7976,92.2344,82.8688,83.0041,
"Franklin","ME",,"23","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6111111111111,,51.8984,,,,,,,,,,,,,,,,,,,,,53.3707865168539,,,,43.2727272727273,,,,,,,19.6158008658009,,,54.2357,,,,,73.0240549828179,,,60.1539942252166,,,,83.5576923076923,77.6587,65.1285,,62.0417,,,,78.3730158730159,71.9086,,65.2134,,,105.233853006682,100.4394,87.3905,,,,,89.7569444444444,91.425,82.4051,88.3573,,83.826,,,122.171945701357,,101.4536,,98.5998,108.5422,,98.9799,,107.859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hancock","WV","Weirton","54","029",30.0852,32.7963,33.9686,32.4598,34.5968,37.2135,38.7504,38.4101,38.5576,38.2167,32.7129,31.7979,32.4916,31.7823,30.7011,32.3101,32.6374,,40.5176,34.9253,32.0851,28.1023,32.8481,34.85,38.6063,43.4688,44.1176,39.4321,36.6344,42.7065,40.4821,,37.6656,42.4312,45.835,39.2919,37.9853,43.8072,48.6303,46.3529,46.0522,43.2582,42.6351,47.054,46.553,40.6269,43.2735,47.6083,49.811,44.2563,44.7595,44.6249,43.8178,50.9078,50.7068,45.3772,40.706,,32.0029,37.8528,,52.3895,49.4392,47.9589,48.547,49.7094,48.7202,46.4356,41.867,44.4315,43.5629,39.8878,39.5282,46.5914,47.7253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bryan","GA","Savannah","13","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0532,110.3599,107.0421,108.782,107.41,109.9674,109.6895,110.787,109.1351,104.4703,104.6207,106.7919,102.8707,102.414,105.3455,102.6506,103.9944,101.1936,103.5104,109.1553,106.2035,96.4753,97.9239,97.5802,100.0198,96.4235,101.0844,101.6407,98.7759,98.5885,100.4624,101.9353,102.0658,96.8362,98.203,101.5311,101.4022,103.8576,101.5374,101.6622,102.1484,100.2066,98.5919,95.8837,99.1139,98.524,97.6664,100.675,103.64,111.2762,114.1885,110.275,104.9287,102.1175,111.4431,
"Wayne","GA","Jesup","13","305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.4589,72.8552,70.6447,59.5755,74.9746,,68.6987,66.8696,,,,50.4385964912281,,73.6443,,,,,,,,,68.0894308943089,64.6642,,,,75,62.7762,61.1354,61.1247,57.2222,,,,50.5836575875486,,,,,77.037773359841,,,,,72.9517396184063,,57.4891,59.5453,70.9878,65.9558,58.5439,,,,,,
