"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02"
"Montgomery","AL","Montgomery","01","101",5.2380952380952,6.3829787234042,6.6666666666666,6.9783670621074,7.1428571428571,6.9799906933457,7.1096820292961,6.8817204301075,6.7567567567567,6.8181818181818,7.2068137147848,7.6470588235294,7.3851670126438,7.168458781362,6.9930069930069,6.7808103068316,6.6666666666666,6.9607843137254,7.0542635658914,7.3684210526315,7.1454090746695,7.5037518759379,7.8846153846153,7.1454090746695,6.7214339058999,6.5174456879526,6.4214046822742,6.1913696060037,6.4748201438848,6.4748201438848,6.1538461538461,6.0301507537688,5.817610062893,5.6,5.6140350877192,5.8858151854031,6.2578222778473,6,5.9411764705882,5.8858151854031,5.731343283582,5.7315456018859,5.4421768707482,5.7971014492753,5.7377049180327,5.7232704402515,5.801305293691,5.7142857142857,5.6292923122489
"York","SC","Charlotte","45","091",5.1896073995743,5.6902002107481,5.5865921787709,5.889281507656,6.1913696060037,6.2109212171738,6.5484311050477,6.2505078131347,6.1889048004482,6.1913696060037,6.6681484774394,6.3687590093041,5.8823529411764,5.6501757231684,5.7306590257879,5.638665132336,5.5617352614015,5.6410256410256,4.9049049049049,5.267464897924,5.5586436909394,5.4054054054054,5.4083288263926,5.0587447494977,5,5.005005005005,4.9515608180839,4.9604916593503,5.0632911392405,4.8571428571428,4.572864321608,4.6153846153846,4.6620046620046,5.2287581699346,5.2631578947368,5.2659294365455,5.0988045864845,5.0476261906547,5,4.4943820224719,4.4446913717428,4.4,4.5592705167173,4.4444444444444,4.7641734159123,4.7634169577643,4.7628571428571,4.7086521483225,4.1506917819636
"Chesapeake City","VA","Virginia Beach","51","550",4.7641734159123,5.4529067147363,5.6140350877192,6.1538461538461,6.6711140760507,6.8965517241379,6.8989306657468,6.9312169312169,6.861063464837,7.5,7.0038910505836,6.7333333333333,6.0030015007503,5.9731351814804,5.9454054054054,5.8858151854031,5.8858151854031,5.7306590257879,5.6140350877192,6.0869565217391,6,6.3352531070021,6.1913696060037,6.0412757973733,5.7159188339525,5.5865921787709,5.6981132075471,5.1889761398898,5.2631578947368,5.4054054054054,5.7306590257879,5.5576139310855,5.2631578947368,5.2910052910052,5.1094890510948,5.311778290993,5,4.8,4.7826086956521,4.5454545454545,4.5454545454545,4.6153846153846,4.8697621744054,4.8682894298099,4.840271055179,4.2857142857142,4.1701417848206,4.3736100815418,4.18410041841
"Clay","MO","Kansas City","29","047",5.7175528873642,5.7175528873642,5.889281507656,6.3829787234042,6.785411365564,6.984497416236,7.1454090746695,6.9013112491373,6.9767441860465,6.6755674232309,6.6888888888888,6.8571428571428,6.4516129032258,6,5.7142857142857,5.8823529411764,5.8309037900874,6.1176470588235,5.8858151854031,6.1037558685446,5.736137667304,6.0150375939849,6.25,6,6.039603960396,5.1282051282051,5.1572275830245,4.7619047619047,5.005005005005,5.1308363263211,5.4421768707482,5.5586436909394,5.3157894736842,5.5555555555555,5.0025012506253,5.1851851851851,5.0025012506253,4.5146726862302,4.0385327899221,4.0414141414141,4.4347826086956,4.5495905368516,4.3735763097949,4.3631555751432,4.7619047619047,4.5714285714285,4.5823389021479,4.3381535038932,3.9301310043668
"Lafayette","LA","Lafayette","22","055",5,4.2068965517241,5.2659294365455,5.9375,6.2780269058295,6.159420289855,5.7627118644067,4.5454545454545,4.2449969678593,3.9100043687199,3.8888888888888,4.3617021276595,4.4827586206896,4.3157386940462,4.1095890410958,4.4150110375275,4.7411918225315,5,5.2380952380952,5.4594594594594,5.2026013006503,4.485294117647,4.4019564250778,4.1666666666666,4.5454545454545,4.040404040404,3.9570378745053,3.6231884057971,4.3478260869565,4.2056074766355,4.5454545454545,4.9100257069408,4.5454545454545,4.2462686567164,4.040404040404,3.7735849056603,3.5597826086956,3.5916824196597,3.9106145251396,3.9220847591471,3.8620689655172,4.0016006402561,3.7467216185837,3.6166365280289,3.705075954057,3.2903512672298,3.125,2.9850746268656,3.2449972958355
"Benton","AR","Fayetteville","05","007",5.6902002107481,7.1530758226037,7.2402597402597,7.6086956521739,8.0032012805122,8.1716036772216,7.9386257505003,7.6982294072363,7.6923076923076,7.7797202797202,7.9470198675496,8,7.7041602465331,7.183212267958,7.1428571428571,6.7,6.6688896298766,6.6666666666666,6.25,6.253908692933,6.4155385520894,5.9288537549407,5.7971014492753,5.288673424416,5.1304347826086,4.9366244162775,4.7694753577106,4.7619047619047,4.9333333333333,4.9230769230769,4.8387096774193,4.9109883364027,4.9405878674171,5.3887605850654,4.8054919908466,5.0556117290192,4.9797955787972,4.6697798532354,4.7619047619047,4.7651933701657,4.7834472249339,4.8095238095238,4.9523809523809,5.025,4.9339207048458,4.7857142857142,4.8571428571428,4.8571428571428,4.6926154965441
"Butte","CA","Chico","06","007",5.3333333333333,6.7395264116575,8.1058495821727,8.6986301369863,8.7214611872146,9.3394077448747,9.8048780487804,9.7994987468671,9.8077677520596,9.7560975609756,10.3343465045592,10.0071479628305,9.3066542577943,8.8888888888888,9.090909090909,9.1350826044703,9.7504108856018,9.5959595959595,9.2783505154639,9.1185410334346,9.1428571428571,9.8231827111984,9.6836668818592,9.090909090909,7.8313253012048,7.7230769230769,8.3094555873925,8.347245409015,8.2652210175145,7.2715143428952,7.6923076923076,8.0334728033472,8.36820083682,8.0160320641282,8.4033613445378,7.1942446043165,7.6923076923076,7.320644216691,6.0975609756097,5.8995815899581,5.1798561151079,5.4437869822485,5.4441260744985,5.5555555555555,5.8997050147492,5.8997050147492,6.0022650056625,6.4,5
"Saratoga","NY","Albany","36","091",4.4585987261146,5.1186440677966,5.2263065766441,5.6224899598393,5.558310006959,5.3333333333333,5.3481894150417,5.1761517615176,5.2380952380952,5.2642661612971,5.0837988826815,5,4.3980879617592,4.4776119402985,4.676923076923,4.8275862068965,5.0285714285714,5.0025012506253,4.880429477794,4.9614395886889,5.0031269543464,4.9180327868852,5.1132027473925,4.5419354838709,4.1095890410958,4.1684035014589,4.1379310344827,4.2695130086724,4.5468323734464,4.7641734159123,5.1020408163265,5.0608081600627,4.8096192384769,4.7021943573667,4.4578313253012,4.1592920353982,3.8838760298156,4,4.1196388261851,4.18410041841,4.18410041841,4.5505617977528,5.025,5.1560379918588,5.0632911392405,4.8414023372287,4.5280960174577,4.0022870211549,3.8461538461538
"Jefferson","MO","St. Louis","29","099",5.2746928539818,6.25,6.2526052521884,6.4899945916711,7.1448985424406,7.5,7.4211502782931,7.6952674105425,7.4078189529047,7.1530758226037,7.1530758226037,7.7120822622107,7.5093867334167,6.6711140760507,6.3897763578274,5.9420289855072,6.158583525789,6.253908692933,6.054279749478,6.25,6.28125,6.6711140760507,6.6755674232309,7.020007020007,6.253908692933,5.9199594731509,5.7175528873642,5.8823529411764,6.0790273556231,5.6614455557652,6.0434372049102,6,6.0301507537688,6.0042449969678,6.3879598662207,6.6711140760507,6.2578222778473,6.253908692933,5.5617352614015,5.4090601757944,5.6224899598393,5.3667831057478,5.4505005561735,5.5586436909394,5.2447552447552,5.1457975986277,5.0632911392405,5.2650052650052,5.4794520547945
"Niagara","NY","Buffalo","36","063",6.8587105624142,6.269592476489,6.6755674232309,6.9930069930069,7.4324324324324,7.533039647577,7.4324324324324,6.9368171570611,6.6711140760507,6.253908692933,6.5676309616888,6.253908692933,6.253908692933,6.0036385688295,6.253908692933,5.8858151854031,5.889281507656,6.6711140760507,6.5245759025663,6.3879598662207,6.4403829416884,6.253908692933,6.2503255377884,5.9408881627803,5.2069425901201,5.1948051948051,5.5617352614015,5.5586436909394,5.6710775047258,5.6710775047258,5.5586436909394,6.5454545454545,6.2111801242236,6.1326658322903,5.2687038988408,5.2493438320209,5.2659294365455,5.4127198917456,5.5342548683281,5.6364787840405,6.0975609756097,6.0356652949245,6.2578222778473,6.2578222778473,6.6703724291272,6.4255319148936,6.1326658322903,5.8571428571428,5.5617352614015
"Barnstable","MA","Cape Cod","25","001",6.8393979805677,6.269592476489,6.5217391304347,6.7911714770797,7.0631970260223,7.0025007814942,7.1428571428571,6.677796327212,6.6355140186915,6.2597809076682,6.25,5.9058823529411,5.857740585774,5.5555555555555,5.5555555555555,5.7224606580829,5.9731351814804,6.0790273556231,5.8823529411764,5.9623849539815,5.8997050147492,6.001200240048,5.8995815899581,5.859235441229,5.5865921787709,5.3590568060021,5.1186440677966,5.2388289676425,5.5679287305122,5.5009451795841,5.5,5.3203342618384,5.047619047619,4.9366244162775,4.7634169577643,4.4994375703037,4.5074626865671,4.3497172683775,4.5020463847203,4.572864321608,4.8250904704463,5.0016672224074,5.3497759046235,5.2525252525252,5.0251256281407,4.8096192384769,4.6620046620046,4.7237790232185,4.1284403669724
"Lackawanna","PA","Scranton","42","069",8.2823790994997,7.2463768115942,7.0866141732283,7.1111111111111,7.168458781362,7.1454090746695,7.8407720144752,7.8039019509754,7.6982294072363,8.1180811808118,8.720456397718,7.6982294072363,7.4226804123711,7.7948717948717,7.5862068965517,7.2715143428952,7.3387694588584,7.3745173745173,7.3256840247131,7.7435897435897,7.4349442379182,7.4074074074074,7.563025210084,7.1530758226037,6.9799906933457,6.3829787234042,6.546762589928,6.6272189349112,6.9930069930069,6.9930069930069,7.1530758226037,7.6923076923076,7.4675324675324,7.4421513445903,6.7114093959731,6.6666666666666,5.8730158730158,5.8858151854031,5.6994818652849,6.253908692933,6.5306122448979,6.3679245283018,6.6666666666666,6.6755674232309,6.9655172413793,6.8376068376068,6.6755674232309,6.7214339058999,6.253908692933
"Cherokee","GA","Atlanta","13","057",7.1428571428571,7.0682501073114,7.4128984432913,7.525,8.221430528912,8.3356487913309,9.090909090909,9.090909090909,9.0950432014552,9.2378752886836,9.2378752886836,9.4082693736073,9.0936647468929,8.5391203126299,8.3402835696413,8.0321285140562,7.8968149513029,7.8641228478362,7.7230769230769,8,8,8.1621621621621,8.5730615355305,8.4033613445378,7.578947368421,7.4324324324324,6.6688896298766,6.3969171483622,6.9013112491373,6.6037798784514,6.3636363636363,6.6985645933014,6.5853658536585,6.0869565217391,6.0624431645953,6.2389581545605,5.5555555555555,5.5570991942206,5.2044609665427,4.6376811594202,4.391304347826,4.7626607397999,4.6461538461538,4.776119402985,4.8781677601892,4.7634169577643,4.5454545454545,4.8076923076923,4.3497172683775
"Warren","OH","Cincinnati","39","165",5.8858151854031,5.2659294365455,5.6338028169014,5.6111111111111,5.7836899942163,5.8995815899581,5.9215686274509,6.4619883040935,6.6666666666666,6.1913696060037,6.2519537355423,5.9115441735791,5.2631578947368,5.3061224489795,5.7175528873642,5.4301403294691,5.2650052650052,5.5576139310855,5.5555555555555,5.5963302752293,5.5905511811023,5.5555555555555,5.5586436909394,5.21327014218,5.1186598417868,5,5.0232165470662,5.1724137931034,5.1873198847262,5.1948051948051,5.0025012506253,5.0251256281407,5,4.8420265470181,5.0025012506253,5,4.3478260869565,4.04,4.0016006402561,4.1414141414141,4.3768115942028,4.2872454448017,4.2857142857142,4.3497172683775,4.3497172683775,4.4900577293136,4.6168051708217,4.0804516129032,3.875
"Linn","IA","Cedar Rapids","19","113",4.4241885282347,4.074074074074,4.4241885282347,5.2173913043478,5.2631578947368,5.2645433008686,5.0401753104455,5.0401753104455,4.8590864917395,4.8076923076923,5,4.7814769146458,4.2654646528043,4.1753653444676,4.2172523961661,4.1095890410958,4.2571306939123,4.546487838145,4.3487714720591,4.7619047619047,4.6875,4.3668122270742,4.3401240035429,4.0266666666666,3.8491147036181,4.0106951871657,4,4.1379310344827,4.1684035014589,4.0612124779281,4.118050789293,4.1360907271514,4.2645778938207,4.1446631461033,4.1811846689895,4.2654482158398,3.8961038961038,3.7064492216456,3.6144578313253,3.5964912280701,3.8037276531,3.9631705364291,4.0650406504065,4.1666666666666,4.319300164024,4.2009132420091,3.9639639639639,3.6979969183359,3.4034034034034
"Yavapai","AZ","Prescott","04","025",10.0050025012506,9.9368421052631,9.8196392785571,10.0050025012506,10.1820364072814,10.1010101010101,10.3942652329749,10.1058201058201,10.3076923076923,10,10.0200400801603,10.0200400801603,9.9297893681043,9.5238095238095,9.6353213806561,9.1818181818181,8.8365243004418,8.5828571428571,7.815631262525,8.3027522935779,8.0160320641282,8.2330588980367,8.6637298091042,8.3368070029178,8.3402835696413,7.8869923484402,7.1479628305932,6.8085106382978,6.8322981366459,6.677796327212,6.6435986159169,6.6690066690066,6.4748201438848,7.0391376050842,6.8017621145374,6.6711140760507,6.3879598662207,6.0790273556231,5.7471264367816,5.4736842105263,5.4545454545454,5.4927302100161,5.6603773584905,5.5555555555555,5.5617352614015,5.420054200542,5.4090601757944,5.420054200542,4.9864007252946
"Trumbull","OH","Youngstown","39","155",11.7647058823529,10.01001001001,10.2564102564102,11.0344827586206,11.5555555555555,11.9021934555915,10.7270560190703,10,10,9.4545454545454,9.9198396793587,10.8695652173913,10,10,10.0158982511923,9.1780821917808,9.0991810737033,9.1324200913242,8.5763293310463,10.0200400801603,10.0200400801603,10,8.9159067882472,8.9159067882472,9.1743119266055,8.695652173913,7.7777777777777,7.7777777777777,8.4705882352941,8.347245409015,8.3432657926102,8.3333333333333,8.440366972477,9.0991810737033,9.1074681238615,8.9086859688195,8.4033613445378,8.9887640449438,8.235294117647,8.3379655364091,8.2474226804123,8.3333333333333,8.347245409015,8.2901554404145,8.348623853211,8.7032201914708,8.883826879271,8.5545722713864,8.2051282051282
"Smith","TX","Tyler","48","423",6.1073825503355,5.7232704402515,5.4242002781641,5.5450535601764,5.708787684413,5.6555269922879,5.6555269922879,5.2360515021459,5.1219512195121,5.065963060686,5.1824817518248,5.3684210526315,4.9809961992398,4.8120300751879,4.9523809523809,4.8387096774193,5.0833333333333,5,4.7058823529411,4.8953667953667,4.8571428571428,4.7772756617172,4.7857142857142,4.572864321608,4.7732696897374,4.602510460251,4.4464206313917,4.2709867452135,4.4089363768819,4.4585987261146,4.5691150954308,4.7961199928148,4.6129788897576,4.3478260869565,4.4510385756676,4.4117647058823,4.5222929936305,4.6511627906976,4.5454545454545,4.5209903121636,4.524886877828,4.3014338112704,4.3234587670136,4.3540669856459,4.3518518518518,4.1616646658663,3.9215686274509,4.0385327899221,4.2887776983559
"Dona Ana","NM","Las Cruces","35","013",5.7224606580829,6.060606060606,6.1696658097686,6.081081081081,6.3324538258575,6.4,6.4743967039434,5.9139784946236,5.7971014492753,5.7142857142857,6.1073825503355,6.6509433962264,6.25,6.1135371179039,6.1812362472494,5.9829059829059,5.8563861094761,5.8071686579605,5.9322033898305,6.253908692933,6.2526052521884,6.1475409836065,6.191994996873,5.8071686579605,5.98804367517,5.7142857142857,6.0869565217391,5.7915057915057,5.7555207789949,5.6729559748427,5.8201058201058,5.9159159159159,6.0150375939849,6.5625,5.2659294365455,5.50305725403,5.5586436909394,5.4054054054054,5.3542009884678,5,5.048633626679,5.7788944723618,5.7788944723618,5.7142857142857,5.3787878787878,5.2631578947368,5.298245614035,5.2659294365455,5.4945054945054
"Washington","PA","Pittsburgh","42","125",5.611135276207,5.8823529411764,6.1269906084115,6.6711140760507,6.6933333333333,7.2431037264074,6.9930069930069,6.813627254509,6.7289719626168,6.3926940639269,5.7329742208541,5.4054054054054,5.3555750658472,5.1929490233444,5.5617352614015,6,6.001200240048,6,5.889281507656,5.889281507656,5.889281507656,5.889281507656,5.6625141562853,5.5617352614015,5.8257631735268,5.1172707889125,5.2659294365455,5.8837373499646,5.7513914656771,5.7159188339525,5.8858151854031,5.8638743455497,5.9171597633136,5.9730250481695,5.4727793696275,5.2730935130403,5,5.21327014218,4.9049049049049,5.1987767584097,5.0949513663733,5.511968503937,6.1538461538461,6.2509767151117,6.4335664335664,6.1176470588235,5.3674832962138,4.9813688958619,5.005005005005
"Arlington","VA","Washington","51","013",3.5955056179775,4.8123195380173,4.6629927935565,4.6776402352246,4.7630388187663,4.7809523809523,5.2069425901201,5.2650052650052,4.9100257069408,4.6315789473684,4.397705544933,4.5537340619307,4.1062801932367,3.8466470060264,3.5302424099788,4.004004004004,4.5444661883018,4.3887147335423,4.235294117647,4.6160947838128,4.6620046620046,4.5942941830307,4.671210676835,4.424058531129,4.2872249214061,4.1446631461033,3.8461538461538,3.8471402923826,4.0016006402561,4.1068490410684,3.8102495713469,3.5916824196597,3.7270976856321,3.584229390681,3.6363636363636,3.5778175313059,3.5778175313059,3.5778175313059,3.3448673587081,3.6148933606458,3.5862068965517,3.6238448994383,3.7349397590361,3.90625,4.1379310344827,3.8535645472061,3.9043435822352,3.7937483118545,3.6697247706422
"Gaston","NC","Charlotte","37","071",6.8977409898258,7.4128984432913,7.4074074074074,7.6923076923076,7.7076923076923,7.4649148999701,7.4128984432913,6.9333333333333,7.1428571428571,7.0542635658914,7.4857142857142,8.08,7.1479628305932,6.2578222778473,6.5217391304347,6.5217391304347,6.5888240200166,7.0041200706297,6.5217391304347,6.6711140760507,6.7114093959731,6.8817204301075,6.7162174263454,6.9668777841752,6.8,6.6889632107023,6.692607003891,6.1202185792349,6.3157894736842,5.9686562187395,5.889281507656,5.5555555555555,5.665168978316,6.253908692933,6.6755674232309,6.6666666666666,7.0187752237234,5.889281507656,5.4545454545454,5.5586436909394,5.68,5.4085422469823,5.6310160427807,5.2137967351237,5.3267479487462,5.0036258158085,5.0036258158085,5.6637168141592,6.2578222778473
"Richmond City","VA","Richmond","51","760",6.3398692810457,7.4087794035932,8,7.8968149513029,8,8.5817163432686,9.7916666666666,9.7419354838709,9.5238095238095,9.4174757281553,10.2409638554216,10.0050025012506,9.4488188976377,9.09297567629,8.5714285714285,7.9831932773109,8.0032012805122,7.8461538461538,7.168458781362,8.348623853211,8.75,9.5238095238095,8.8382434685936,8.7032201914708,8.1124932395889,7.5702707363338,7.2727272727272,6.8965517241379,6.8085106382978,7.1445582281495,7.8998073217726,7.0155038759689,6.6666666666666,6.8965517241379,6.6666666666666,6.4516129032258,6.7532467532467,6.702234078026,6.6889632107023,6.2513023546572,6.4848484848484,6.1632653061224,6.2893081761006,6.4526536538151,7.7519379844961,7.6923076923076,7.4074074074074,7.0035017508754,5.5617352614015
"Henry","GA","Atlanta","13","151",10,8.1124932395889,8.8109495295124,9.4505494505494,10,10,10.4538461538461,10.4538461538461,10.721649484536,10.1058201058201,10.9230769230769,11.4285714285714,11.1172873818788,10.2827763496143,10.8813928182807,10,10,10.0125156445556,10.8981821438166,10.9109109109109,10.6315789473684,10.01001001001,10.4166666666666,10.2564102564102,10.3225806451612,10.0139082058414,10.1123595505617,10,10,10,10,9.75,8,7.7108433734939,7.1942446043165,7.2058061171591,6.3812600969305,7.5463704605933,7.1479628305932,7.1479628305932,5.8695652173913,5.8365758754863,6.0955518945634,6.4511300703487,7.6970443349753,7.03125,6.8965517241379,6.4516129032258,5.889281507656
"Jackson","OR","Medford","41","029",10.5691056910569,9.6836668818592,9.3896713615023,9.4936708860759,10.2564102564102,9.6482736366569,9.7799511002444,9.685230024213,10.060975609756,9.5328884652049,10,10.0550275137568,9.8770491803278,8.9856957087126,8.4705882352941,8.491168333688,9.0950432014552,8.3611111111111,8.001600320064,7.9155672823218,7.6781002638522,7.6982294072363,8.0032012805122,8.1589958158995,8.5267857142857,8.3361120373457,7.9386257505003,7.8186082877247,6.9767441860465,6.3604240282685,6.5326633165829,6.7796610169491,6.5985492551283,6.4173796791443,6.0902255639097,6.2893081761006,5.7971014492753,5.9623849539815,5.3304904051172,5.6607547169811,5.7335581787521,5.8858151854031,6.1764705882352,6.0402684563758,5.8309037900874,5.420054200542,5.2631578947368,5.2631578947368,5.281690140845
"Washington","AR","Fayetteville","05","143",7.8525093888699,7.0986183897093,7.4101519081141,7.8462348604528,8.6161879895561,8.36820083682,8.1538461538461,8.1081081081081,7.7307692307692,7.7041602465331,7.8125,8.695652173913,9.090909090909,8.505467800729,7.4349442379182,7.4537268634317,7.0175438596491,7.2674418604651,7.0442378134685,7.258064516129,6.4070970921636,6.2578222778473,6.25,5.5276381909547,5.5865921787709,5.2659294365455,5.2659294365455,5.123339658444,5.4347826086956,5.0279329608938,5.1308363263211,5.4414365392463,5.4505005561735,5.8465175486452,5.6603773584905,5.5244195356285,5.1724137931034,5.0561797752808,4.7936085219707,4.4542772861356,4.7636496885305,5.05,5.0697084917617,5.2173913043478,5.2894736842105,5.1186440677966,4.8192771084337,4.863864657679,4.572864321608
"New Hanover","NC","Wilmington","37","129",5.0131926121372,5.9459459459459,6.060606060606,7.4626865671641,8,7.9543678699796,8.3333333333333,8.3333333333333,7.9051383399209,7.5037518759379,7.8640776699029,7.1942446043165,6.7585834009191,6.4184852374839,6.5888240200166,6.6666666666666,6.5032516258129,6.6711140760507,6.6797642436149,7.4228395061728,7.2,7.5925925925925,7.2538860103626,7.1317829457364,7.0351758793969,6.6666666666666,6.4516129032258,6.5359477124183,6.6050700466977,6.4810787298825,6.6823529411764,6.6089965397923,6.060606060606,5.7925223802001,5.8995815899581,5.8995815899581,5.5586436909394,5.8055152394775,5.7714505579068,5.1282051282051,5.1282051282051,5.2525252525252,5.4054054054054,5.2659294365455,5.079365079365,5.2,5.2,5.1794871794871,4.9230769230769
"Union","NC","Charlotte","37","179",6.5743944636678,6.9013112491373,6.3119144494653,6.6522174058019,6.6666666666666,6.6666666666666,6.6711140760507,6.6666666666666,6.6844919786096,6.6666666666666,7.1428571428571,6.5625,5.9253559061177,5.5405405405405,5.7175528873642,5.5617352614015,5.6501757231684,5.3571428571428,5.1308363263211,5.4323223177908,5.4323223177908,5.9663865546218,5.8269570335491,5.5299539170506,5.5586436909394,5.3571428571428,5.020920502092,5.0025012506253,5.0125313283208,5.1295203898435,5.0025012506253,5.0025012506253,4.7619047619047,4.7641734159123,5.0104384133611,4.8571428571428,4.6153846153846,4.7619047619047,4.4544867656552,4.2155688622754,4.1684035014589,4.251497005988,4.251497005988,4.1684035014589,4.1169205434335,4.0032025620496,4.3497172683775,4.071773636991,3.8610038610038
"Whatcom","WA","Bellingham","53","073",7.1454090746695,7.4203303093742,7.3842302878598,7.5925925925925,7.8461538461538,7.4349442379182,7.320644216691,7.2740498272413,7.3731011485735,7.3432544523054,7.1661237785016,7.1454090746695,6.4516129032258,6.4171122994652,6.2515625,6.2735257214554,6.4516129032258,6.7750677506775,6.1269146608315,6.7796610169491,6.5359477124183,6.4831804281345,6.4155385520894,6.25,5.8823529411764,5.9047619047619,5.8252427184466,5.3916581892166,5.4237288135593,5.4545454545454,5.889281507656,6.0000750009375,5.6836902800658,6.0377358490566,5.7142857142857,5.5555555555555,5.3763729912526,5.2631578947368,4.8943270300333,4.8780487804878,4.7846889952153,4.7630388187663,4.953560371517,5.1724137931034,5.1428571428571,5.0933786078098,4.6511627906976,5,5
"Champaign","IL","Champaign-Urbana","17","019",5.2687038988408,5.1546391752577,5.2659294365455,5.4054054054054,5.7159188339525,5.8429214607303,5.8858151854031,5.5272727272727,5.4874112330535,5.2640814177925,5.2640814177925,5.2659294365455,5,4.3516100957354,4.8478597215059,4.8406615570794,5.005005005005,5.114899925871,5.1308363263211,5.4121621621621,5.4237288135593,5.6625141562853,5.33570475767,5.005005005005,5.0697084917617,4.8148148148148,4.7187797902764,4.7641734159123,4.9650892164468,4.9320943531093,5.0185687042055,5.005005005005,5.0837988826815,5.2074857607811,5.1620648259303,4.7664442326024,4.6762589928057,4.6772684752104,4.7619047619047,4.7664442326024,5.1295203898435,4.9497847919655,5.0664977834072,5.0664977834072,5.1397033459813,4.7664442326024,4.7664442326024,4.5505617977528,4.3687199650502
"Yolo","CA","Sacramento","06","113",7.0439070204273,7.0439070204273,6.8767908309455,6.2608695652173,7.0439070204273,6.9333333333333,7.1556350626118,6.9832402234636,7.8212290502793,8.296943231441,8.1716036772216,8.7750087750087,7.6470588235294,7,6.9506726457399,6.6711140760507,6.2745098039215,6.0020873266529,5.6338028169014,6.5306122448979,7,7,7.5537768884442,7.6923076923076,6.8587105624142,6.6004672897196,5.6692913385826,5.6692913385826,5.8265582655826,5.1413881748071,4.7619047619047,5.1413881748071,5.8982683982683,6.269592476489,5.3644682865257,8.6244070720137,4.1666666666666,4.3478260869565,7.2639225181598,4.7641734159123,4.7641734159123,4.7936507936507,5.4456864431069,5.1094890510948,4.7106875425459,4.3836422477199,4.2620258529349,5.2234625695194,4.532656723428
"Broome","NY","Binghamton","36","007",,6.8322981366459,7.0150322118826,7.4101519081141,7.7435897435897,7.2680412371134,7.1005917159763,7.1428571428571,7.1479628305932,6.6304347826086,6.253908692933,5.5555555555555,5.5555555555555,5.5555555555555,5.3157894736842,5.7159188339525,6.0265577119509,6.2578222778473,6.2578222778473,6.6688896298766,6.6399733066399,6.6711140760507,6.5743944636678,6.0975609756097,6.1919504643962,5.9880239520958,6.253908692933,6,6.2578222778473,6.2578222778473,6.4214046822742,6.5332916536417,6.4892086330935,6.4516129032258,6.5454545454545,5.8995815899581,5.2910052910052,5.5586436909394,5.5617352614015,5.4545454545454,5.7142857142857,5.9171597633136,6.1044176706827,6.4516129032258,6.6889632107023,6.4070970921636,6.4155385520894,6.3829787234042,5.6603773584905
"Richmond","GA","Augusta","13","245",6.7098293113596,7.1942446043165,7.6982294072363,7.7540106951871,7.7864293659621,7.7021822849807,7.6962544894817,7.1479628305932,7.7220077220077,7.7041602465331,7.4682598954443,8.1081081081081,8.3262531860662,8.6911942098914,7.949790794979,7.7519379844961,8.2568807339449,8.7234042553191,8.2611243023219,8.347245409015,8.7164179104477,8.504252126063,8.5,8.3565459610027,8.1503621105874,7.7041602465331,7.2057646116893,7.1530758226037,7.5471698113207,7.454739084132,6.864406779661,7.6055242170783,7.2164948453608,7.6305220883534,8.0160320641282,7.4937495776741,7.7041602465331,8.2653061224489,7.9754601226993,7.1479628305932,7.1479628305932,6.8989306657468,6.692607003891,6.9767441860465,6.904109589041,7.0308274743104,7.1163189482709,7.1428571428571,6.9767441860465
"Saint Louis","MN","Duluth","27","137",6.001200240048,7.0351758793969,7.1454090746695,7.6291793313069,7.6982294072363,7.7041602465331,7.8186082877247,8.2051282051282,8.2136894824707,8.498583569405,8.5365853658536,9.1185410334346,7.6982294072363,7.4128984432913,6.6460541154153,6.3856960408684,6.8065268065268,7.1428571428571,6.9799906933457,7.5018754688672,7.1479628305932,7.6952674105425,7.1429081636297,6.8965517241379,6.7111111111111,6.5481758652946,6.2578222778473,6.2304646801416,6.1212477928193,6.2578222778473,6.1632653061224,6.4718162839248,7.5693860386879,6.9491525423728,6.9491525423728,6.4516129032258,5.8119658119658,5.5617352614015,5.6317154501667,5.5617352614015,5.2659294365455,5.8858151854031,6.253908692933,6.4935064935064,6.59375,6.5573770491803,6.1913696060037,5.889281507656,5.4054054054054
