"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02"
"Los Angeles","CA","Los Angeles","06","037",26.3178,29.6843,33.2518,34.7554,36.6623,36.8433,35.7173,33.7859,32.5237,30.757,27.2175,31.517,33.443,33.3225,35.7057,31.2805,36.8848,36.8829,33.7306,33.6899,31.8299,31.7839,28.688,28.0083,25.4306,24.1824,22.2697,21.8705,21.9324,21.4641,20.5816,18.3961,17.99,15.8784,17.0273,15.688,16.5666,18.2636,20.2804,23.5637,27.0365,28.5873,28.1344,27.6236,27.2141,26.346
"Cook","IL","Chicago","17","031",38.0394,43.863,44.9008,43.419,42.5907,41.6278,40.1557,38.4079,37.3647,34.4867,30.9909,37.144,39.5875,40.9787,42.1614,39.4039,42.798,42.1256,40.0324,39.3678,36.7034,38.9602,37.4484,38.3055,37.5282,38.838,38.112,39.0067,40.4187,39.3439,37.2978,33.8348,33.1768,29.7463,31.7806,29.2796,28.9398,29.2887,30.7961,32.5133,34.6572,36.366,34.9765,33.4779,33.5596,31.3144
"Harris","TX","Houston","48","201",34.3572,41.1421,45.2633,46.4546,41.3691,41.8318,38.0043,35.5996,35.6863,31.8772,28.0034,36.4902,37.3207,35.1062,36.7393,33.7918,38.9824,37.0488,36.1067,35.2674,33.3434,33.5239,31.0952,32.4375,32.6032,35.1061,35.0861,35.0621,35.1797,33.7183,31.4119,27.848,26.8045,24.2553,25.6816,23.0834,23.604,24.9092,26.1003,28.6352,30.0367,29.9043,28.9416,26.182,25.3762,22.558
"Maricopa","AZ","Phoenix","04","013",33.8782,37.6913,41.8665,44.9869,44.9672,45.9924,45.2255,43.6077,41.6759,35.7677,30.5332,31.687,30.4981,26.7364,26.1954,21.8563,24.7712,24.6458,23.0501,23.4285,22.8386,22.8533,22.0902,22.6186,22.2154,22.2374,22.2474,23.883,25.7078,28.2812,29.2052,28.8564,31.6219,30.9329,31.9973,28.814,28.4161,28.5205,30.14,34.3783,37.7955,42.0958,40.7774,41.1624,43.0183,44.7612
"San Diego","CA","San Diego","06","073",28.7088,34.0274,38.1572,39.5258,40.1263,40.2462,39.78,38.5157,38.2146,33.3963,28.2962,33.5255,37.0372,36.8101,38.8096,34.0813,35.2373,34.943,33.7263,32.3873,30.5178,31.2889,28.0263,28.1805,26.343,26.114,25.041,25.2453,25.0936,24.877,23.099,21.654,21.0627,19.7558,20.29,19.0465,19.8707,21.6813,24.4039,30.7525,34.2528,37.0895,34.7819,32.8523,32.3963,31.0309
"Orange","CA","Los Angeles","06","059",33.379,36.0331,39.7568,42.4091,44.7108,43.0043,40.7666,39.7352,38.2531,34.8665,30.4166,36.6888,37.9476,37.6363,39.3727,36.1935,40.1434,39.502,36.4324,34.9298,32.735,32.1639,28.8479,27.3043,25.3344,24.9184,24.1958,24.7236,24.3852,23.2448,21.6417,18.7445,16.1933,14.0175,16.1652,16.7447,18.0007,21.0958,25.4201,31.593,35.8866,36.4856,34.462,32.4168,30.9358,30.4888
"Kings","NY","New York","36","047",19.9387,24.4842,23.1816,23.4106,22.6969,23.1338,23.4059,21.903,20.4421,17.233,15.6057,20.2433,21.7319,23.2109,21.7007,18.32,20.1022,19.0101,18.4541,17.268,15.5149,14.8468,14.0725,13.511,14.7305,16.9412,17.6279,17.1429,16.5193,16.1601,14.8593,13.8051,13.7016,12.771,12.9658,11.9899,12.1658,13.4121,13.5297,13.7035,14.192,14.5553,11.7257,12.349,13.5514,13.4173
"Miami-Dade","FL","Miami-Fort Lauderdale","12","086",23.1543,26.0949,27.76,30.6719,30.9012,29.3798,28.9419,27.4899,25.3689,18.6193,16.453,17.3358,21.8434,21.2336,20.1379,17.4973,17.823,16.245,15.4835,16.1054,16.5784,16.7395,16.9428,17.7626,17.7192,17.557,16.2502,14.3998,15.3873,14.8422,15.2602,14.5691,15.1818,15.088,16.2095,15.0578,16.4601,16.0365,16.1279,15.9771,17.2948,19.3959,19.9773,21.1744,22.8914,23.8469
"Dallas","TX","Dallas-Fort Worth","48","113",37.6429,42.0515,44.6276,45.731,41.6821,40.2694,37.7038,35.5926,35.1522,31.7184,27.7703,31.4109,37.2495,37.5059,39.0647,32.3215,39.8605,37.0534,34.4592,33.6501,32.2638,32.2414,31.2843,32.8764,33.0455,34.8078,34.7584,34.8118,35.7692,36.3269,34.2863,31.0098,29.4092,25.7052,28.5097,26.7253,26.2384,27.2516,28.1564,30.3181,33.8811,34.9372,33.4499,31.6776,30.9334,28.7008
"Queens","NY","New York","36","081",23.8069,29.2755,27.1092,27.8418,27.3531,26.6292,25.874,24.114,22.7,18.864,17.2576,25.5632,28.5289,26.6247,27.766,23.2397,25.9733,24.2767,23.181,22.8157,20.8046,20.0245,18.2055,18.2502,18.0825,19.7909,20.2407,20.0195,20.1797,18.6058,18.2769,17.1316,16.1867,13.3588,15.1719,14.6319,13.8825,15.1539,14.4085,15.2053,15.6139,15.6446,13.9541,14.0604,14.0132,11.8143
"Riverside","CA","Riverside","06","065",24.1976,27.6165,29.5169,29.5066,33.3933,35.0946,35.5543,36.1472,34.8777,32.6556,29.9205,30.5483,31.9068,30.6939,30.4101,25.3661,30.19,31.4199,30.6901,32.1015,31.5145,32.23,29.9163,28.7065,25.8326,23.3706,20.5149,18.9634,18.8534,18.9657,19.3413,20.0683,22.7555,22.9907,24.3048,22.1864,20.6217,19.8082,20.557,23.772,26.0409,27.9672,28.2108,28.6264,31.0226,32.5705
"San Bernardino","CA","Riverside","06","071",22.797,26.0062,29.22,30.8137,31.2347,31.5117,30.7768,32.3791,32.2396,30.1734,26.6162,29.0099,29.1932,29.3179,31.2613,28.2921,32.0401,31.2727,29.2763,30.4464,28.3658,29.0952,26.0345,25.602,24.4421,24.7679,23.4353,22.5187,22.6018,21.8155,20.4572,20.4077,20.1995,18.2876,18.9604,17.8989,18.0351,18.859,19.7799,23.1455,25.8779,26.8175,25.6053,25.0768,26.9574,27.4977
"Clark","NV","Las Vegas","32","003",18.7775,20.7428,26.544,30.1347,32.4972,35.0423,34.234,32.2273,37.4554,31.8978,28.044,31.032,29.6797,28.9249,32.8831,28.1899,31.9773,31.9106,29.2514,29.3517,26.6337,24.813,20.8832,17.972,15.1949,13.4312,13.271,13.3616,14.0921,14.3146,15.4787,13.9774,15.1269,13.6716,13.9493,12.8696,12.9783,13.9882,15.2983,19.1119,22.993,26.0448,26.3515,27.0899,29.548,28.1842
"King","WA","Seattle","53","033",41.0789,46.1535,47.2855,46.344,44.9676,43.8588,40.9944,38.6463,39.6158,37.5039,33.1484,38.7042,39.0795,38.9021,41.6163,34.7275,40.4686,40.8028,38.6804,37.8641,36.3788,35.135,29.5055,27.5407,27.1705,28.0221,26.8484,27.2283,28.2571,28.0526,25.735,23.3929,23.1445,19.522,20.0795,18.6508,18.9437,20.5353,22.6009,26.0757,29.3603,30.4945,28.9859,27.8571,25.9061,23.2787
"Wayne","MI","Detroit","26","163",32.125,37.6797,38.9174,39.7928,36.5127,36.737,35.1338,35.4728,34.3743,32.1122,28.1258,26.1876,31.4569,32.6609,34.2331,30.3511,33.9999,32.6789,31.8199,33.3356,32.2583,33.4244,29.9736,30.0386,29.3364,31.0183,29.3018,29.2473,30.584,29.9507,30.0669,28.0082,27.8865,27.1224,27.6683,25.5375,25.4642,26.1988,28.6977,31.8459,33.2209,35.7838,35.4294,34.7746,35.3943,33.098
"Tarrant","TX","Dallas-Fort Worth","48","439",36.9201,41.5698,44.0779,46.7166,39.7232,38.8731,37.9523,35.3202,35.2004,31.1761,27.6022,32.1867,37.0354,33.2829,36.8397,31.0924,38.9033,36.761,34.1176,33.7387,32.5548,33.8678,32.3667,34.0749,34.776,37.9241,38.5132,38.2901,38.9723,38.246,35.0208,32.3774,31.0985,28.1832,29.8571,27.7563,27.2523,29.8623,32.1635,34.818,38.5146,36.3482,34.4419,32.58,31.2371,28.839
"Santa Clara","CA","San Jose","06","085",18.2661,20.5613,35.3358,33.919,35.7019,36.7608,34.9816,33.5568,32.3009,28.0504,24.161,26.9728,29.4006,29.7316,31.8709,27.6508,32.6199,31.3459,28.9013,27.6923,23.5481,21.7517,17.7173,16.3617,15.8781,17.6063,17.5865,18.6293,17.663,16.4482,15.1845,15.7411,13.7638,12.5117,12.4234,11.7437,12.4011,14.5254,17.4576,21.0582,23.338,22.7967,20.9215,18.8742,16.8121,14.7617
"Broward","FL","Miami-Fort Lauderdale","12","011",18.1205,21.0415,22.06,23.0006,25.0362,25.7711,25.5451,26.0688,23.8864,19.8841,18.7771,20.7217,23.2627,21.5432,20.5585,17.9537,18.9426,17.8727,17.6902,18.793,19.6766,19.0543,17.3794,19.0124,18.1635,20.2323,19.331,17.178,19.2923,17.2036,18.5105,17.13,19.1306,18.2926,19.5282,17.6214,17.9104,17.8946,17.7106,18.1072,20.4419,23.2079,21.0306,23.5099,25.9295,26.6183
"Bexar","TX","San Antonio","48","029",30.0337,36.6072,40.0219,44.1615,36.5692,36.8545,31.3806,31.442,30.2817,27.5864,24.8301,27.8255,31.6076,29.8447,34.1024,30.648,37.5206,35.3725,31.6913,31.5743,31.0121,32.1108,30.0923,32.828,33.7636,36.9965,35.7306,36.0513,37.2464,38.8598,36.8803,34.3285,31.2683,27.4781,30.3666,28.6811,28.6998,29.5752,31.4902,34.0186,34.5982,32.8312,31.2989,28.0436,27.4986,24.8996
"New York","NY","New York","36","061",17.2255,24.5115,25.1691,25.6106,24.9759,26.1792,26.1616,25.1788,23.1662,18.4105,15.4425,20.9329,22.9089,22.6291,22.014,17.7586,22.5056,20.134,20.3904,21.0647,18.9568,19.4178,18.2131,17.7899,18.9951,20.732,20.215,19.1967,18.784,18.0179,17.5273,15.8395,14.4721,12.8778,12.7141,12.4536,13.5184,13.5604,12.887,11.5754,12.9436,14.5733,11.667,11.9136,10.5058,10.6306
"Philadelphia","PA","Philadelphia","42","101",37.1825,40.637,39.8178,38.5109,34.7815,35.8303,33.6351,33.3275,34.5358,31.9502,29.355,36.6086,38.3234,38.8517,39.5952,35.6099,39.8379,40.0053,38.3839,37.1769,33.1898,37.0138,35.5276,38.4768,39.8218,42.622,41.2802,41.5777,42.4461,42.5691,39.9128,37.5996,35.2955,33.7231,37.7317,36.1111,35.8463,36.7058,38.0062,40.194,42.1028,43.066,37.9036,36.9982,35.524,33.5096
"Alameda","CA","San Francisco","06","001",18.4327,22.8474,28.306,30.2909,31.7212,33.7661,34.5907,34.1947,33.7478,30.02,26.8852,30.368,30.8865,31.9226,33.6241,26.1336,32.6715,32.4421,30.6275,29.5785,26.8666,25.3666,22.149,20.5525,16.9231,15.4322,15.1872,15.0071,15.4946,15.0794,15.2903,13.5879,11.0106,8.6998,9.2966,9.7007,10.4624,12.2931,13.2472,16.9214,18.7646,19.4761,16.2912,16.7352,15.2964,13.7762
"Middlesex","MA","Boston","25","017",40.2963,43.012,44.5041,43.4898,42.6871,41.6566,36.5667,37.6141,36.1624,33.2184,30.1542,37.5373,41.6832,43.7248,47.4197,43.3412,49.1851,48.221,43.8229,41.6244,38.6026,38.469,34.2176,34.7732,36.8873,38.7938,40.366,39.8051,39.7234,38.4842,37.3284,33.8548,29.794,25.5268,25.6342,24.3942,25.6287,28.2759,29.3955,32.6001,34.4529,37.1587,35.7184,34.3026,29.4164,23.315
"Suffolk","NY","New York","36","103",30.7275,36.2859,36.218,37.0738,33.5911,33.9766,32.6478,29.9361,27.3121,25.4789,23.394,32.0382,35.4451,36.7308,39.1674,35.9055,38.5191,36.714,34.3348,33.1634,29.481,31.5233,30.7364,32.3282,31.9392,35.1763,35.8364,34.5836,34.4324,31.182,30.2377,26.5174,24.6046,21.4789,26.4314,26.2102,26.1916,28.3994,29.1264,30.3158,31.4428,32.3641,30.7041,27.3335,24.8995,18.4905
"Sacramento","CA","Sacramento","06","067",22.5962,29.0764,32.8793,36.3624,36.0063,37.6685,35.838,34.6236,37.7755,34.4295,27.7232,28.9785,31.802,29.0344,29.3032,23.6685,27.6308,29.9703,27.8552,28.3043,25.2969,25.5375,20.3579,19.6928,17.0861,15.1797,13.8284,14.4936,14.1205,13.7864,15.8621,14.0133,13.2462,10.0387,11.8583,12.7241,14.4355,16.1707,20.2093,25.2975,29.2055,31.1719,27.8058,28.6229,30.2382,26.7144
"Bronx","NY","New York","36","005",19.5379,22.921,21.8019,21.7716,21.6879,21.7739,20,18.6638,17.6838,16.2814,14.1618,21.79,22.6964,22.1585,22.7517,19.7296,21.0719,19.4718,19.4378,17.78,16.9371,17.4276,17.7732,19.2758,22.0195,23.1156,22.1147,21.0453,21.2567,19.5339,17.3971,16.3912,17.171,16.526,17.2436,13.7014,14.5152,13.904,14.6096,14.6507,14.6619,12.7505,10.3448,13.9642,11.927,11.566
"Nassau","NY","New York","36","059",31.127,35.748,33.9422,35.6793,34.3516,35.6098,35.526,32.8883,31.1686,29.2953,26.9712,35.3241,39.2576,39.7839,41.9887,38.0692,40.8793,40.2953,38.1865,36.7029,32.996,33.8722,32.4525,35.0783,34.1641,37.8436,38.4789,37.4394,37.3981,32.8501,30.0611,25.9818,23.8686,20.2302,27.4305,27.2509,26.9751,28.931,30.8412,31.9744,33.5091,33.1607,30.2164,28.0811,25.3887,17.6494
"Palm Beach","FL","Miami-Fort Lauderdale","12","099",26.6886,30.1943,31.2056,31.6667,29.257,29.7576,28.6668,30.369,29.85,26.0803,24.5859,27.7123,27.6862,25.9033,26.2344,23.3595,25.7576,25.1168,23.8492,25.6881,25.1263,28.6541,28.2621,29.2913,28.804,28.1294,25.3556,22.1243,24.2234,23.8323,23.2966,23.0931,24.6118,24.2075,25.5078,23.2618,22.6529,19.411,17.6842,20.2432,22.7983,25.6873,24.2646,25.1933,27.9433,29.8871
"Cuyahoga","OH","Cleveland","39","035",30.337,48.6132,50.0246,49.1104,45.0427,45.0784,40.5511,34.6577,34.7702,31.0231,29.0482,39.0977,42.2233,44.1971,45.0046,41.5992,44.8087,40.9424,38.3072,35.8936,35.0276,39.4054,37.2362,39.6519,40.0519,42.6964,42.0314,42.3644,42.9269,41.3824,39.8132,35.332,34.5481,32.4702,36.3016,34.6815,34.6231,36.3087,38.3016,39.786,41.9666,43.03,39.7495,37.9044,36.8045,35.2531
"Hillsborough","FL","Tampa","12","057",33.3629,36.0771,38.6279,39.6577,35.8643,36.041,35.3044,34.3758,34.2372,30.7205,28.5081,29.7431,32.9417,30.9396,31.4171,27.4221,30.1772,27.8356,28.2372,28.2582,27.0449,28.4914,26.8736,29.1791,28.6638,29.4472,28.0753,27.5364,27.2881,26.6673,25.8253,23.8669,24.5379,24.1333,26.5574,24.7439,24.7843,25.9357,26.8943,29.3647,32.1873,34.142,34.3167,35.3974,36.0299,36.6637
"Allegheny","PA","Pittsburgh","42","003",27.9569,43.3894,45.8669,44.4226,41.9452,39.6642,37.0485,30.4253,28.3569,25.4575,23.6194,33.1601,34.9111,38.9231,42.7146,36.3031,41.2991,38.8492,35.7136,32.5302,31.6396,34.3536,33.7375,36.1904,35.0177,36.1402,40.5928,41.2495,43.1551,41.4333,38.8544,33.5557,34.3857,30.06,34.4995,33.9637,34.6328,37.3428,39.1129,41.006,41.5799,42.7396,39.5025,36.9962,33.3821,28.4538
"Oakland","MI","Detroit","26","125",37.2941,42.5688,44.3173,45.2809,40.146,39.6667,38.0215,37.0046,34.4859,31.784,27.9033,27.4355,33.3207,34.9362,38.0866,31.8378,35.8593,35.4343,33.7349,33.2741,31.8646,31.963,28.5344,28.3347,27.3889,28.7502,28.9043,30.9921,33.3444,32.782,32.9949,30.5835,28.6692,26.0754,26.5826,24.9146,25.0824,26.837,31.1989,35.3766,38.2859,39.8623,37.9656,35.4685,35.3706,32.0395
"Franklin","OH","Columbus","39","049",39.517,44.5522,46.6291,46.8365,42.819,43.7755,39.1852,38.5048,37.8044,35.5407,33.0209,39.2337,41.0836,42.5676,45.9283,40.7182,45.6781,44.919,41.1855,37.8099,35.9757,38.4012,35.9646,37.2103,38.4872,41.1671,40.1654,40.7558,40.6575,40.0944,38.1046,35.2256,35.6916,33.2644,36.4926,33.1726,32.9469,34.3757,36.5611,40.4727,42.0997,42.6238,39.6386,38.2317,34.8837,30.6982
"Hennepin","MN","Minneapolis-St Paul","27","053",43.6041,51.0255,54.8062,53.3308,51.0756,49.8833,47.1927,46.7252,45.7895,41.7967,38.1313,44.4988,45.7298,46.5802,49.6833,45.8815,50.4038,48.4393,45.1285,44.4666,40.6345,42.3007,37.8079,38.9418,40.4814,41.7422,41.2221,41.9953,41.9981,37.21,39.8957,36.4539,35.7269,30.6774,31.5167,30.7161,31.256,33.989,36.0484,39.7522,42.7197,43.1257,41.106,40.116,35.3057,33.3638
"Orange","FL","Orlando","12","095",26.8679,31.3271,32.4553,34.3964,32.6142,33.5856,31.1115,32.3424,31.4699,28.3518,25.0925,26.5336,26.3299,23.4353,23.6999,20.8488,22.6799,22.5051,22.6651,24.091,22.2908,22.3189,21.087,21.6672,20.6447,21.7754,22.0102,22.5601,23.1098,23.9708,23.5328,23.4801,24.3067,19.9662,21.5097,20.7946,21.0675,21.1892,22.1435,26.3893,29.417,31.4782,31.8108,31.6274,32.2943,31.9016
"Fairfax","VA","Washington","51","059",29.935,32.6356,35.2452,36.5464,36.3725,36.2531,33.4838,30.2272,30.0873,24.2142,21.2722,27.5425,30.2231,30.9555,34.8851,29.6645,36.865,38.3629,35.8501,33.9822,30.4376,29.0563,24.6231,26.2371,27.8529,30.4333,30.595,32.0134,33.5176,32.8575,31.5412,29.2043,26.868,22.8818,21.7955,20.7765,22.1723,25.9061,29.903,32.6645,35.6819,39.3312,37.586,34.4942,30.6421,25.0987
"Contra Costa","CA","San Francisco","06","013",21.018,25.1107,28.8738,31.7429,32.4156,34.6037,35.1935,34.9401,33.0186,29.5407,24.6187,28.9372,30.2519,29.1901,32.1248,25.3269,30.9473,30.0744,26.0397,25.2567,23.6349,24.0477,20.2136,17.3428,16.6351,16.383,14.9985,16.194,17.4306,16.6397,16.5162,13.6986,13.2997,10.6749,10.4365,8.8268,11.2856,12.2589,14.9486,18.8998,21.1223,24.7426,22.8661,23.1636,21.074,17.878
"Salt Lake","UT","Salt Lake City","49","035",34.8612,38.2895,38.8107,40.3945,41.4237,40.8686,39.3611,37.164,35.2663,30.8444,29.0673,34.4932,33.0807,34.3623,37.5696,32.8205,36.5466,33.4969,31.7567,30.4101,26.8189,28.5477,26.2312,29.7525,29.4129,30.1141,29.835,27.5478,27.3219,28.7101,29.2093,27.7992,27.6418,26.6232,28.2641,25.7315,27.152,29.7485,32.8995,38.2536,40.6569,43.2652,37.4281,37.3848,36.3498,34.9104
"Travis","TX","Austin","48","453",35.6973,42.0238,44.3019,45.5619,40.4901,39.8364,36.6019,33.6639,29.4001,25.868,22.4445,31.1224,34.1905,32.4159,36.0326,33.5084,38.4871,37.3706,31.4642,31.9968,27.62,27.4085,26.2937,28.1963,29.2917,33.1123,34.7717,35.3665,35.5528,34.9066,27.4423,25.7657,23.0558,19.4814,20.709,20.0488,21.4126,23.8464,26.6276,29.1727,31.9487,31.6624,28.2903,25.9681,22.9085,19.7714
"Saint Louis","MO","St. Louis","29","189",44.7627,52.79,54.2231,55.5066,51.2932,51.2632,48.1906,45.1739,43.526,40.815,37.2018,40.8864,46.0933,48.6235,52.6206,48.4101,52.852,49.0829,46.5654,42.433,37.3884,39.5961,37.3869,41.9169,43.3055,46.1101,45.3647,44.5552,45.0914,44.6631,40.9892,40.1595,37.7308,37.2652,39.3857,37.2875,37.0457,40,42.5167,45.0549,46.6892,45.3468,42.1976,39.4952,38.1413,36.2413
"Pima","AZ","Tucson","04","019",38.9888,45.1831,46.9127,53.75,51.9619,53.2809,52.686,48.2402,45.8446,41.2025,35.8415,41.894,38.53,36.0812,38.2536,34.1395,39.0239,40.9164,37.5902,38.5022,37.7449,40.0958,36.6863,34.3172,32.5931,31.4315,30.2667,29.9404,30.3926,30.7917,31.8305,31.6146,36.1882,36.0757,37.0769,34.1832,33.242,32.2453,31.3321,34.2557,35.3204,38.6429,39.0473,38.5448,41.3668,41.5936
"Montgomery","MD","Washington","24","031",32.1939,38.4086,41.2344,42.739,40.4941,40.296,38.5804,35.3521,33.7179,28.779,25.354,32.0795,34.7072,34.9848,38.5321,31.704,39.0434,39.0848,36.8167,35.4071,30.9694,31.2436,28.9522,29.7357,31.9185,34.1838,32.9321,32.2715,32.638,33.2252,32.1437,30.493,27.1223,23.7493,24.9041,24.0865,24.7453,27.7201,29.9388,32.2499,34.934,37.3312,34.5673,33.1855,30.1247,27.3417
"Honolulu","HI","Honolulu","15","003",24.9569,29.1531,30.3178,31.6505,29.8094,28.308,27.6471,26.9093,23.8976,17.2473,13.0508,24.3407,27.034,28.5464,29.3807,27.5294,31.7582,29.4517,20.2049,19.9676,21.2512,22.9747,22.7115,25.0804,23.8225,25.1867,23.2278,22.769,22.2604,21.507,20.0924,19.7088,20.6633,17.2739,18.6441,18.0595,17.0096,16.646,18.6188,20.4321,21.3743,22.6601,23.0075,21.792,21.2626,21.2112
"Westchester","NY","New York","36","119",38.3735,42.6908,43.1017,41.0068,38.1788,40.7597,36.3974,34.0524,33.1501,27.552,24.5787,37.5767,39.7579,43.0174,42.4249,39.075,42.0696,39.606,35.6817,35.5798,33.3504,36.6557,34.2942,38.0382,40.5689,41.16,41.1362,40.0598,39.2433,36.3636,32.816,29.4329,28.9385,26.2972,31.3644,28.6443,30.3684,32.847,34.1729,33.7187,36.2248,36.7366,34.9487,33.1807,29.4862,25.82
"Milwaukee","WI","Milwaukee","55","079",43.1194,48.4094,49.5378,49.8459,45.2782,44.373,37.8577,37.6831,39.4603,39.2583,36.0844,43.9052,45.1821,49.4198,51.347,47.3124,52.7406,47.7448,45.2987,45.6201,39.8446,42.546,39.8484,40.4632,40.2477,43.8753,43.3465,44.3958,46.4459,44.7402,41.4667,41.6794,41.6906,38.9665,38.766,36.1473,34.7574,37.5493,39.7038,41.1663,43.9327,45.4777,41.3622,39.9507,36.9751,34.1244
"Fresno","CA","Fresno","06","019",28.0574,31.9164,36.5004,38.1244,37.5284,40.031,37.9577,37.3053,36.1615,34.2936,28.0892,29.3703,30.3581,30.1562,33.1497,27.365,29.6929,27.998,28.2648,27.9109,25.3947,25.3209,21.3664,22.7635,26.0118,28.0258,23.3163,24.3639,27.9944,23.8307,24.1979,22.9439,24.0613,21.3099,22.3839,20.4091,21.556,23.701,24.0471,28.3735,32.4851,32.6248,31.4554,30.761,31.1874,30.4958
"Shelby","TN","Memphis","47","157",35.8177,40.6425,43.7271,41.5441,36.7549,33.5893,31.3558,27.952,32.1945,28.4389,26.5071,34.5378,35.221,34.6923,37.1686,31.4675,40.2981,37.643,32.9202,35.115,32.6966,35.4506,32.8586,34.139,35.4385,38.175,36.3892,36.8399,21.6096,22.854,33.8804,32.5585,32.3868,31.4637,34.4088,33.1125,31.5954,33.5935,34.404,37.1098,38.4804,38.2786,35.5663,32.9432,31.2024,28.6089
"Fulton","GA","Atlanta","13","121",34.6719,39.427,39.2433,40.7212,40.5501,40.3488,38.2283,37.1024,36.9184,32.6692,29.8074,36.7356,37.6371,37.9036,40.0038,35.4338,37.7177,34.5294,31.4446,34.9629,33.5815,32.7541,30.2591,30.2945,30.9405,31.9794,30.3386,29.4801,30.6777,30.2465,28.5829,26.5539,26.4485,25.5476,25.8894,24.3281,25.5993,26.477,27.9713,29.1252,31.711,32.6117,31.3133,30.1381,28.9653,28.6683
"Mecklenburg","NC","Charlotte","37","119",34.6946,38.1601,38.7677,42.6647,36.9877,37.7609,33.4091,33.3509,35.6275,33.7054,31.5135,37.6063,37.2142,36.2396,38.3419,30.0199,36.338,34.5404,31.4415,30.8874,28.7931,31.1982,29.2509,30.9354,32.0965,34.0192,32.6556,33.6819,32.5696,30.8044,27.1764,25.0879,24.0902,21.0998,23.1209,22.868,24.2879,26.335,26.8428,28.5529,29.1478,29.9063,30.5477,28.4973,25.8993,23.7408
"Erie","NY","Buffalo","36","029",45.9588,51.498,52.6884,51.2268,45.1199,45.8724,44.5316,39.345,36.3763,30.4211,30.2772,40.306,42.6907,44.9461,50.9208,46.6401,52.091,52.6927,46.5492,45.9181,39.6702,37.7693,35.5353,38.4213,39.2906,43.2014,41.8703,39.9552,40.6038,40.7449,36.4586,35.7677,35.3947,30.2098,29.8609,28.5969,30.7921,35.1243,36.6468,39.911,41.6532,42.9142,42.2136,42.0138,38.1818,34.1676
"Du Page","IL","Chicago","17","043",43.3008,49.151,49.8234,47.7013,44.9662,43.2504,41.8792,40.8424,40.8421,38.6266,34.8472,42.1563,43.6086,45.334,46.5781,43.0213,45.4409,44.264,41.1381,40.548,38.1032,41.8446,39.9168,41.5323,41.754,40.3451,40.8725,41.799,43.231,41.7938,39.4754,36.3881,34.4776,31.7454,33.5419,32.1216,31.0963,31.5874,34.1988,36.0998,39.1375,40.848,37.962,35.4803,35.1009,32.3324
"Fairfield","CT","Stamford","09","001",35.4999,38.8174,39.6627,39.1766,37.5356,37.1844,34.4477,31.2295,30.7116,27.987,25.0484,35.4724,38.0443,40.734,41.4971,38.148,42.4681,40.0634,38.5759,38.5314,35.4773,37.6696,36.1434,38.4707,38.9983,42.0988,41.3311,39.9494,40.6992,38.3037,36.8648,32.0633,30.8258,30.0043,34.7467,32.7262,33.8086,36.1866,37.6592,37.7559,39.8697,39.6186,37.4833,33.3283,31.8044,29.2675
"Pinellas","FL","Tampa","12","103",36.1901,40.3302,43.2234,40.9028,41.0243,41.7683,40.8092,40.0582,38.5675,34.6645,31.013,33.8429,35.9517,35.9187,36.8667,35.0571,36.1514,35.7042,34.4104,34.2415,32.6438,35.7827,33.8574,33.8793,32.1399,31.5101,30.2036,30.8364,31.4105,31.9874,30.7707,30.2176,31.8235,30.7985,32.6459,31.5828,29.8823,29.8249,29.8776,30.172,32.4734,34.7978,34.299,35.5393,38.1316,38.9087
"Bergen","NJ","New York","34","003",36.1164,41.0085,40.4265,39.7768,36.8051,35.2569,32.3705,29.4089,28.1578,26.5655,23.5673,33.11,33.9579,36.8327,39.259,35.5589,36.9701,33.8568,31.3332,33.4595,30.4478,31.1642,28.702,30.5387,32.3601,34.6335,34.09,33.9584,33.8927,32.2436,30.7843,28.1823,26.3777,23.6494,26.9336,25.6748,26.5853,28.2512,29.4891,29.8952,32.4614,35.4008,31.9888,29.8426,27.4862,23.5781
"Marion","IN","Indianapolis","18","097",35.5788,42.9697,43.6441,44.111,42.084,41.0521,36.2166,32.1887,36.3555,33.6378,30.618,37.4003,38.9805,38.5352,43.1227,39.7822,43.7243,42.1866,38.7885,38.0252,34.0455,38.8964,36.3941,37.7883,38.838,42.5926,41.5805,43.9398,45.083,44.2938,40.9541,37.5226,36.599,34.0349,36.5854,33.8267,33.4721,35.3245,36.186,39.4469,43.3617,45.4274,42.7624,40.5567,37.4581,34.354
"Wake","NC","Raleigh","37","183",33.87,37.7519,39.1301,41.6699,36.2069,36.0153,33.8645,31.6588,31.2834,30.3422,28.281,37.0857,37.5884,36.515,37.9018,34.7892,40.6847,38.6938,36.9188,35.0902,30.7611,33.6654,31.0574,35.6324,35.6393,38.1183,36.1249,35.8549,36.8139,36.3513,32.6853,30.628,30.0441,27.3194,30.7517,28.5971,29.9352,30.0275,31.9621,33.867,36.215,35.276,33.8315,30.7992,30.1035,27.8238
