"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02"
"Rockland","NY","New York","36","087",43.7591,49.757,49.111,47.8879,45.1819,42.9797,39.493,35.9665,33.8427,31.4261,28.7366,39.1898,39.7675,44.7749,46.2629,43.0762,48.545,46.3068,43.703,43.3333,41.9648,45.9878,43.9186,44.7486,46.0463,48.8932,46.6766,46.7899,45.1648,42.8651,40.1429,35.7005,35.1641,35.0889,39.604,38.2273,37.8937,42.584,43.6508,43.5288,44.8854,46.5809,44.6352,41.1845,37.6374,34.2216
"Bell","TX","Killeen","48","027",25.1472,31.1141,31.8076,30.3706,28.2494,26.864,27.9683,29.0557,28.1891,26.1352,22.7741,29.5471,28.715,23.3884,30.3797,27.9216,29.2996,27.7398,25.6265,25.3448,24.2494,25.0278,23.1782,27.4828,29.5991,32.87,32.2618,27.9621,28.1071,28.5176,27.0104,25.3862,27.7971,25.6595,30.2711,29.8102,29.5718,29.3043,29.401,29.5455,29.9433,27.426,25.855,23.8678,22.4357,23.2494
"McHenry","IL","Chicago","17","111",43.06,50.5839,49.832,48.4721,44.0902,43.6767,40.3501,39.7922,39.9817,38.6454,35.7657,43.4486,44.4372,46.2999,48.4861,44.2964,45.828,45.6782,43.4908,41.9281,38.8831,43.3628,40.2896,43.68,43.507,45.128,41.7366,42.8286,43.2903,42.6923,36.54,35.4788,34.5262,32.7794,34.8447,32.1634,32.1918,33.9251,35.2675,37.7369,40.0485,40.5098,37.5454,34.5622,34.3434,32.6575
"Henrico","VA","Richmond","51","087",34.1186,37.8552,40.7647,41.6352,38.3685,36.9502,33.9611,34.5812,37.1828,34.7258,30.7091,37.7273,37.6495,37.4011,38.6169,31.2168,39.5978,38.3907,37.4843,34.803,34.1902,33.7475,29.713,32.5266,34.6409,34.3684,33.3333,32.4961,33.4746,32.3651,33.5132,30.8901,33.1387,29.7557,29.199,29.003,28.5458,32.3493,33.5206,34.5679,37.0924,40.7672,38.6667,39.2945,31.213,22.0068
"Davis","UT","Ogden","49","011",35.4922,39.4109,40.512,44.1024,43.6149,42.618,43.4492,39.7225,36.7973,32.7178,30.1405,37.5987,37.9888,40.3386,43.4296,38.931,40.6437,40.2344,34.606,34.6616,29.8755,34.2373,31.3649,32.5957,33.4302,38.806,40.1891,38.434,38.9719,37.8934,33.5846,30.9335,30.0995,25.6205,26.3598,26.7906,29.3325,32.817,35.6035,39.2605,40.1081,43.2013,39.4519,37.918,36.673,36.6427
"Albany","NY","Albany","36","001",37.9558,41.1616,42.1374,38.8462,37.2578,37.0647,34.0515,30.2824,27.3408,25.5688,24.2836,35.2135,36.6273,41.3352,47.2578,42.9236,45.7116,42.6692,39.8277,39.0953,32.5608,34.9548,33.1959,36.4217,37.6651,41.4272,40.113,39.3587,41.9866,41.1565,36.2467,34.6518,34.1275,32.3662,36.4831,34.2629,36.2311,37.6726,40.5013,43.9599,45.7247,44.2784,42.2147,38.0952,34.9324,32.6559
"Lorain","OH","Cleveland","39","093",28.6478,47.8089,49.1585,47.5145,39.6713,39.9702,37.0927,32.4188,32.9195,28.3564,25.4462,34.4584,37.2652,35.6112,39.0881,33.6587,41.9323,38.3413,32.5387,31.6946,31.0924,34.228,31.5251,33.2886,35.2356,37.7919,38.6251,36.5163,38.3315,36.5649,33.3942,30.215,31.5707,31.0869,34.4904,34.0784,30.8773,31.5893,35.037,36.0322,39.0098,38.929,36.6219,34.4621,31.7262,28.8997
"Larimer","CO","Fort Collins","08","069",31.8236,34.8172,37.027,34.1335,35.4966,33.61,30.0487,28.1891,23.9443,26.1331,23.6478,30.5204,30.1933,30.4859,33.986,30.8248,34.225,32.7548,28.4401,28.8481,24.4845,28.195,25.8505,27.6447,29.2082,31.0606,31.4088,32.5479,35.8616,33.4335,29.2308,25.1399,25.7627,22.3706,23.2316,21.3369,21.0842,24.1849,26.26,29.4549,30.3716,30.1289,26.9201,21.8468,22.326,20.3747
"Northampton","PA","Allentown","42","095",40.4013,45.9419,46.6802,48.9882,44.2866,41.4702,38.441,35.5634,34.6981,30.4565,30.8349,38.0745,37.9828,41.1513,44.8853,39.5884,44.2371,43.8124,41.7524,37.5,32.8375,37.164,36.6754,38.1346,39.5937,42.5029,40.7493,42.0142,39.9423,38.3817,35.1621,32.4723,35.0877,32.6376,35.4358,33.9159,35.7315,36.4257,37.0159,40.8399,41.415,42.0898,39.3345,36.6131,37.1216,31.8478
"Escambia","FL","Pensacola","12","033",38.9985,44.4714,45.5091,46.6841,39.601,38.375,33.5046,31.1596,30.4005,28.5113,26.0481,28.3579,34.2595,33.9799,34.4637,29.5194,32.5245,31.8818,31.5401,30.6179,29.6443,32.7596,31.4557,32.0755,33.0845,34.5041,32.2727,34.0203,34.3399,34.4491,33.1993,30.9628,30.4993,28.3465,31.8715,29.7417,31.2805,33.9993,33.9023,35.3338,35.7729,34.9949,31.1032,31.5613,32.508,32.196
"Dutchess","NY","Poughkeepsie","36","027",38.7608,43.3053,43.9927,42.3706,38.2991,37.8966,35.4687,34.8231,31.0203,26.2457,21.5879,37.9239,40.195,43.0003,41.7995,38.2458,41.9291,40.7652,35.7798,36.3946,33.6974,38.6753,35.7739,34.4828,38.0735,40.1498,41.6692,39.1202,38.7911,38.483,33.0319,31.2946,29.0929,28.2385,30.376,30.2848,30.7256,33.7789,35.6635,36.7384,37.3505,38.4134,36.5398,35.2355,31.9099,30.1742
"Lake","FL","Orlando","12","069",28.2882,33.8464,34.8733,35.9478,32.6115,33.7306,31.7373,31.8667,32.9869,28.7729,25.2914,30.2132,30.4235,28.1805,29.6668,24.9003,27.525,28.052,29.6519,32.2674,30.615,33.5641,30.7319,31.3524,31.2006,30.7565,29.1916,29.1361,29.1646,28.012,26.2343,26.2242,27.074,25.1585,29.2973,27.989,28.1158,26.17,26.4605,28.6897,28.8318,30.27,31.6403,31.4456,33.6602,33.6035
"Fayette","KY","Lexington","21","067",40.4156,46.7298,51.3583,52.5708,50.1011,49.9564,40.6737,36.9266,35.1604,31.6172,27.9965,34.3377,41.5317,43.6001,44.6568,41.2007,41.2763,39.4105,36.3779,34.7841,32.8772,35.1825,33.2993,33.3943,35.604,39.2362,38.9894,41.3648,42.0474,41.9216,38.3402,34.1533,34.487,32.5719,35.288,33.0088,34.1848,36.2113,36.7704,40.2732,40.7512,40.1826,39.0374,36.4098,33.7781,30.3493
"Winnebago","IL","Rockford","17","201",41.2539,46.3098,47.1942,47.6718,45.9495,43.4401,41.3641,39.8426,40.149,36.8736,34.2609,41.9606,40.8056,42.4607,42.6434,41.3995,43.3909,41.641,38.4018,43.5917,41.3588,45.9437,40.7671,40.4061,41.1977,43.6533,42.0071,43.2268,45.8996,45.5298,41.0918,39.7448,41.8457,41.1795,44.7438,42.3383,41.4419,42.5033,42.8264,46.1635,46.327,49.4233,45.2,43.7376,43.8823,42.0096
"Rockingham","NH","Boston","33","015",32.5082,39.7949,41.3895,41.2088,33.6019,34.2002,32.3696,31.8789,30.0026,25.9175,23.3871,28.542,34.6745,36.2125,41.0244,38.2797,41.241,38.8335,35.3809,35.8852,32.4726,34.5522,29.8482,31.314,31.6048,36.4328,36.2327,37.7318,38.3413,36.187,33.1413,29.3835,28.4275,26.3362,28.4318,26.8428,27.3166,29.7792,33.1494,36.0381,37.4073,37.7365,35.2871,32.885,27.3178,24.425
"Boulder","CO","Boulder","08","013",38.6425,42.5097,44.9802,44.5153,40.9384,39.5722,34.9202,31.0722,31.3383,31.6662,30.0347,37.6944,37.5,39.9682,41.6598,39.4153,42.9785,41.1822,34.7915,31.0924,28.1713,30.627,28.3224,29.1449,30.6852,35.6702,36.8025,37.4073,39.6572,37.4001,33.0902,28.9042,25.0719,22.1622,22.3369,21.8845,23.0557,25.4446,29.7721,32.5697,35.3675,34.0457,31.7843,26.9452,20.5023,23.2753
"Anchorage","AK","Anchorage","02","020",37.8968,47.3122,48.5372,48.6996,47.2535,47.1872,43.1113,40.3065,37.0734,31.9376,26.6903,30.4917,38.6514,39.6546,44.8515,40.6378,44.5871,44.4402,39.7387,32.7306,31.3791,33.9026,32.5377,34.6496,34.977,40.3532,41.8948,42.1606,43.268,40.1372,33.8482,26.1996,24.4637,23.6364,27.556,26.4352,27.9152,33.4168,35.6556,38.8741,42.3111,41.4598,38.44,39.6024,35.8044,29.6764
"Galveston","TX","Houston","48","167",36.0042,42.2323,45.5577,46.1132,40.7496,40.131,34.2239,32.2592,30.5809,26.8046,23.7628,33.1052,35.2587,33.1485,37.6147,33.5874,37.0714,32.7239,31.853,31.6211,27.8292,31.9432,30.6342,33.1736,33.9982,36.4758,37.1124,37.4621,37.9765,36.2491,33.0888,30.6551,30.4792,27.4013,30.6677,29.7575,30.7138,32.7578,33.5095,35.8254,34.9835,33.1095,30.7448,29.6531,29.0152,27.0851
"Gloucester","NJ","Philadelphia","34","015",43.5522,49.3438,49.7695,46.3706,39.1494,40.5292,37.1343,36.7598,39.185,35.5622,32.6362,40.3014,40.1802,39.6006,41.5831,39.4708,42.1602,44.8113,40.5075,38.6899,34.6414,38.6715,38.5668,40.0715,40.0645,43.488,41.5249,40.4067,42.1745,40.7698,36.7005,35.2296,35.7085,35.6655,40.109,36.4789,35.7242,36.7896,38.0661,41.8298,42.3944,42.9982,39.708,36.7247,34.9765,34.8366
"Howard","MD","Baltimore","24","027",31.1469,38.6434,42.8848,42.2586,38.9765,39.0098,34.8214,32.0715,31.2072,25.337,23.0825,33.3333,38.2042,34.8458,39.7661,34.0306,41.4343,42.2282,39.9123,35.0273,33.3534,33.7329,31.2343,32.9326,36.4162,40.0203,36.1111,38.8043,39.7112,39.4619,36.961,33.4668,28.474,24.613,27.7299,24.4937,25.1756,27.1598,30.6771,35.0467,39.442,41.1174,37.5154,35.5405,35.1088,33.0721
"Douglas","CO","Denver","08","035",42.1723,47.2712,49.4877,48.1768,44.9886,42.3761,37.4238,32.8143,34.6078,33.2883,30.3714,38.1688,39.9294,38.3183,42.0347,37.7079,40.7746,38.8198,35.0752,33.9356,31.224,32.1406,28.9826,32.4246,35.7929,38.283,37.9905,37.2222,38.0261,35.8541,33.7759,29.2507,27.4863,23.7424,23.6831,22.8771,23.2886,27.0348,31.9505,35.503,39.5945,40.1792,34.6914,31.0565,27.2177,25.1239
"Lancaster","NE","Lincoln","31","109",33.765,36.5234,37.6915,37.5783,33.2978,31.47,27.9144,29.0526,32.5413,29.5671,26.8406,33.7728,35.1129,41.6473,46.0648,34.7449,38.588,36.2584,36.8475,35.1016,32.34,35.7849,30.2214,32.3791,32.7553,35.5882,36.2275,37.1482,38.3234,38.035,35.9676,33.4831,32.0468,27.8788,28.6727,29.1005,30.2594,22.0627,24.9773,33.2715,36.8604,38.6397,37.3424,33.9768,31.6249,29.8122
"Spartanburg","SC","Spartanburg","45","083",32.5974,34.3888,36.5727,35.9336,32.8875,31.0843,29.0364,29.5326,28.457,26.7862,24.5948,30.0297,30.3323,30.8396,33.2669,31.3588,33.2729,32.2247,28.8239,26.5732,24.7372,29.0442,28.6772,29.7063,31.0392,33.1074,31.8166,33.8245,33.6268,31.6562,24.7002,24.029,26.6209,26.843,32.1592,33.1128,31.8167,33.6731,34.6862,35.273,35.8795,36.2817,33.8867,30.7869,31.3116,29.8468
"Cumberland","ME","Portland","23","005",37.4513,41.8482,43.6893,43.2599,37.7708,35.1333,31.2741,29.053,30.2444,27.7502,25.8037,33.5123,35.0101,35.9906,42.4854,38.6546,41.1536,39.8156,35.8469,35.0792,29.9686,31.3428,25.2731,26.5345,31.6327,37.9577,40.2124,38.3309,35.5267,34.1877,30.9036,29.3551,26.6147,24.3528,28.1919,26.7074,27.6582,30.0529,33.974,38.3939,40.631,42.0252,37.9299,33.6821,31.2779,27.1343
"Ingham","MI","Lansing","26","065",38.039,44.4141,43.5761,43.3839,42.0827,39.3513,39.9936,41.9774,39.3577,35.4284,33.7515,39.7887,42.2608,42.772,43.8302,40.2593,41.4216,39.6102,37.5723,38.935,35.9419,39.3312,36.0783,37.6381,39.9074,40.9982,38.4335,40.8333,41.3727,42.6382,39.5453,36.3928,37.6877,34.7514,35.4236,33.2864,33.3038,34.0517,37.0013,40.146,41.8583,42.3928,42.3981,40.6893,39.197,37.6451
"Erie","PA","Erie","42","049",22.0953,35.6716,37.5442,37.4678,33.2325,32.7263,28.7611,26.3793,22.2222,18.859,20.3363,30.724,35.8068,37.0737,39.0257,33.6297,38.5457,35.8407,31.6027,32.0637,27.9593,27.5168,27.7854,29.1148,32.7528,35.8925,34.8852,33.5358,34.0606,35.2836,33.2555,31.1651,32.6369,28.4075,32.0292,31.746,33.2539,36.0458,40.4801,42.8885,44.3439,45.4801,42.3054,38.3615,33.9467,31.238
"Lubbock","TX","Lubbock","48","303",35.7498,43.3374,42.4723,40.9653,40.2143,47.049,43.427,41.0375,38.9241,31.2798,27.3913,35.5638,37.0309,37.7902,39.8643,36.84,41.4059,42.781,39.3657,37.8323,33.4985,34.7978,33.5735,35.4854,33.6543,40.1782,39.3851,40.2067,41.9759,40.5744,40.8914,36.4402,33.2732,27.9671,29.3133,28.0671,28.4261,30.5437,30.5175,35.1609,38.0282,32.3394,32.5362,27.1212,28.8326,30.5462
"Saint Lucie","FL","Port St. Lucie","12","111",24.9837,30.0275,31.7688,32.1494,29.3965,27.8034,25.0411,28.2051,29.0248,26.3534,25.2456,29.1539,28.3275,27.2798,26.3283,23.3687,26.6175,26.6843,27.6901,27.8695,28.9412,31.8011,28.4582,31.4493,31.5036,31.3539,27.7474,27.3503,29.1179,29.2357,28.5202,28.0201,28.9798,27.6003,28.2693,25.6482,24.8191,21.4101,20.3115,23.2171,25.5979,30.2549,28.824,31.3344,32.5372,36.2162
"Leon","FL","Tallahassee","12","073",28.2152,32.3529,33.976,34.5342,32.6492,32.766,31.432,31.0647,30.6452,28.3168,26.6972,31.8274,33.5545,34.4374,33.4409,32.4553,32.3876,36.0039,32.1254,33.1295,30.0246,33.5093,31.4113,32.4769,32.8552,34.5504,33.368,32.6308,33.7605,33.4882,32.0529,30.0958,30.7014,29.8786,30.6179,29.3395,29.4833,28.928,30.9813,31.5225,34.0854,35.32,34.4031,34.0434,34.4338,32.9625
"Greene","MO","Springfield","29","077",36.6849,40.6182,44.0842,46.8234,40.4447,38.7882,36.2737,35.7837,34.4977,32.1617,28.1666,29.5224,34.9648,35.9414,37.954,32.4398,34.918,35.013,32.8523,31.8717,31.0792,33.5881,31.9345,33.1002,34.2361,37.8023,35.235,36.9735,37.296,36.0629,34.4723,32.878,34.3088,30.5027,34.6026,30.2409,30.694,33.7804,34.9373,37.0122,37.4641,39.3054,37.1331,34.0037,32.5211,30.531
"Hamilton","IN","Indianapolis","18","057",38.1123,45.0144,45.6494,47.4569,39.9721,38.9315,33.898,32.0073,34.0161,28.8806,27.0375,34.6807,36.5704,34.6971,40.3537,37.7414,41.7716,40.0434,36.4136,36.2186,32.735,35.286,34.4962,36.05,36.8318,40.9368,39.9001,41.9069,41.2939,41.2168,37.79,34.0677,33.2064,30.0808,29.9657,27.5844,26.8318,29.5689,31.2468,36.0097,39.1267,38.2762,38.1942,36.1642,31.1742,28.849
"Atlantic","NJ","Atlantic City","34","001",27.271,33.9692,34.2032,34.2297,30.9395,31.0704,28.4707,27.9612,30.3481,27.7059,24.4863,29.1067,29.7889,30.9102,30.5043,27.4543,32.2251,30.5235,27.5922,26.6887,25.2168,30.5551,28.7057,25.7339,27.4693,30.2039,30.0689,29.087,28.7701,28.9316,24.4372,23.8948,22.9989,23.4381,28.4161,26.3103,26.5716,27.5164,28.0865,29.4312,30.3301,29.6217,28.4178,26.9684,26.0478,25.8251
"New London","CT","New London","09","011",37.0924,42.2139,42.9339,43.6924,38.6872,38.7682,36.0454,35.4516,32.9356,30.6183,26.8772,36.2407,37.1144,40.185,44.8515,42.0593,47.4792,43.3461,40.7132,41.4353,35.1915,35.8049,36.6372,37.9806,38.5393,42.5333,41.4051,41.8715,41.1904,43.3528,39.9229,35.8454,34.0331,32.6979,35.9707,33.2273,33.4864,37.1259,37.9621,37.919,41.8742,42.8384,42.0757,37.7887,35.8498,33.2932
"Saint Clair","IL","St. Louis","17","163",35.7691,42.528,44.4482,42.896,37.4656,36.1717,31.6296,30.4142,29.3003,25.6102,23.5795,32.8499,35.884,39.8927,41.8976,39.2872,40.4536,40.3081,37.963,35.8821,34.6256,40.0425,36.1345,36.9246,38.3602,40.714,42.1745,44.864,44.8969,44.5313,37.4318,38.8355,40.1625,36.9162,41.1702,40.0716,40.5032,42.6752,42.6667,42.3432,43.4591,44.5472,42.7786,39.6318,36.7559,37.7283
"San Luis Obispo","CA","San Luis Obispo","06","079",36.59,42.4366,44.519,44.5841,40.7819,39.8271,37.7436,35.0834,31.2281,29.5248,25.122,33.3692,34.2021,33.5027,35.5088,33.3686,38.5863,38.1468,34.6378,33.7727,31.1184,32.0204,30.8625,30.9091,30.6435,33.871,32.3011,32.3127,30.1166,28.6047,24.3137,22.8059,24.4533,24.186,27.4921,25.209,25.6114,27.957,28.827,33.8994,38.4005,38.6499,34.8227,30.6922,29.5313,27.4265
"Horry","SC","Myrtle Beach","45","051",30.7535,34.2849,34.7287,34.1748,31.1573,31.0444,30.0613,30.7984,27.4527,23.8528,21.777,28.2535,30.1227,26.0906,30.0106,27.8483,30.5689,27.6643,27.0927,13.5749,31.5347,33.606,29.5914,29.3022,31.2061,33.8628,32.997,32.4645,31.8943,30.531,27.4669,25.8824,26.7114,25.0948,28.9079,27.4808,24.2069,25.6976,26.4723,27.9417,27.9337,28.4467,26.9923,26.0947,27.3683,26.219
"Madison","IL","St. Louis","17","119",39.2515,49.4396,48.5705,47.0512,41.7255,39.2272,35.4995,35.5219,32.3097,32.5197,31.8645,37.1161,40.2783,43.3659,44.6742,41.5175,42.0568,43.0948,40.2855,38.7055,35.7008,41.1933,38.7324,40.0261,41.9368,43.8819,44.0851,44.7059,46.6611,44.8055,37.2645,40.2678,40.1354,37.3012,42.2274,39.2888,38.9687,43.263,44.0047,46.1718,47.7769,48.9413,45.7443,42.1552,40.5867,38.6966
"Osceola","FL","Orlando","12","097",22.0714,25.2995,29.0744,30.7708,30.6323,30.6226,30.2437,31.5798,30.2525,28.3003,25.0617,22.5912,22.5508,20.1631,20.0197,17.5756,20.1163,20.7156,20.7034,21.5365,21.2161,20.8861,19.813,20.7317,20.3071,21.6587,21.5431,21.4286,23.3815,22.8828,23.2789,22.963,25.3526,22.0321,21.7897,21.0428,20.1425,21.4343,23.1575,25.4532,27.0575,29.5388,29.1356,29.4617,29.1377,30.0308
"Dauphin","PA","Harrisburg","42","043",41.4922,48.9469,47.4977,45.1241,39.1292,39.1241,37.0045,30.0701,26.3265,26.4643,26.6321,37.9627,41.2133,40.9542,41.2524,36.0666,41.9211,40.0071,38.6305,36.7028,35.201,39.6464,34.9772,40.678,41.7037,42.4914,42.1198,45.5586,45.0373,43.0986,37.1771,34.5694,33.752,31.9722,37.7563,38.9456,34.4204,36.4748,38.1786,42.2335,40.8794,42.07,35.0144,30.5916,43.8683,43.5919
"Durham","NC","Durham","37","063",33.0134,36.7647,39.7034,42.4799,35.9628,37.4067,33.6421,31.2561,30.745,26.4312,25.7735,39.179,40.0663,35.483,37.0793,33.9705,39.5788,36.5737,33.2554,31.5063,28.6519,31.744,31.308,35.9291,37.2278,43.316,40.9941,41.7763,42.4025,38.0418,34.8813,30.7645,32.2789,27.6869,31.7762,30.5447,32.7482,33.9989,34.9224,35.1262,36.9565,35.6541,34.0252,32.0084,31.1281,28.0826
"Saint Joseph","IN","South Bend","18","141",36.5546,44.1249,40.7974,41.3075,40.4417,37.867,35.4321,36.4028,33.2613,30.3473,25.4314,33.2133,40.2099,44.0748,44.3435,42.0126,41.3779,39.6609,38.3648,36.8089,35.7218,35.3453,35.0143,37.1456,38.1779,40.0579,46.3074,42.6038,43.3469,42.2864,37.6113,32.7496,31.065,29.5349,38.2517,34.2426,37.2603,38.6255,41.1734,44.1727,45.1,44.6209,41.1215,39.1626,37.0166,34.2635
"Chatham","GA","Savannah","13","051",41.3093,42.8195,40.4578,38.8138,30.168,30.3824,29.9852,29.9579,30.1836,27.7898,25.2732,29.3667,34.9913,31.1741,32.1288,28.701,30.0555,30.9301,29.936,29.7153,28.737,20.0388,27.6258,32.4856,33.8969,34.1517,31.598,29.7373,29.2874,28.3402,26.1818,25.3461,27.8569,27.6181,32.2001,30.3069,28.6669,28.7247,29.755,30.8824,31.6852,32.4128,29.2155,26.8116,26.7904,26.8989
"Ottawa","MI","Holland","26","139",39.7921,44.5085,43.2945,44.274,37.0543,38.2301,33.2923,32.7874,32.9304,30.1912,27.1479,33.8132,33.5559,35.8273,36.9965,35.2225,39.6947,38.0767,34.2412,31.941,27.9708,29.7524,28.1485,29.8319,30.4476,34.8632,34.0142,34.441,36.3087,34.7682,29.044,29.6337,28.2584,25.3326,27.2678,28.179,27.839,30.2566,34.3592,35.7996,37.0968,39.0955,38.1403,35.249,32.2,27.1174
"Rutherford","TN","Nashville","47","149",34.9849,38.6277,40.0698,44.2568,39.9086,38.5885,36.8515,34.3193,32.7827,30.2925,27.6673,30.1503,35.9855,38.2022,38.3601,33.349,36.366,35.2941,31.9402,31.3152,29.1546,28.9872,27.9683,27.7901,31.5728,33.2247,32.0678,31.9492,30.3549,30.8689,26.7324,28.8003,29.3686,27.7881,28.3908,26.7978,25.7078,26.9353,27.1656,29.8488,31.9745,33.0373,31.4339,29.4543,28.8889,27.1829
"Lexington","SC","Columbia","45","063",32.2415,36.6783,36.2332,34.6873,33.175,34.6895,32.967,31.2757,29.1948,27.9103,25.9376,32.2872,33.4871,30.2174,34.9248,31.2842,35.3306,33.5121,34.4599,31.193,28.987,31.197,29.3413,32.1429,34.4945,37.8008,36.4823,35.4839,36.1102,37.5044,31.524,30.0221,29.719,27.7699,33.3099,31.2157,31.8473,33.5188,34.3951,34.5396,36.1101,35.8843,33.221,29.6443,31.0466,30.4245
"Santa Cruz","CA","Santa Cruz","06","087",22.5513,25.3497,38.2152,38.2017,39.1819,40.0807,37.3125,34.7349,34.0711,30.6034,27.2465,33.1415,39.1001,37.6701,42.5508,36.3793,43.2309,42.0875,38.338,38.1679,34.3602,32.4216,29.1634,29.4719,27.4477,33.0709,31.5922,31.5217,30.6034,28.3333,28.6181,26.4935,24.7761,21.0014,21.464,20.8099,20.5912,24.5951,26.9531,29.8851,30.9245,29.8343,31.5599,31.0395,25.3776,21.2903
"Clayton","GA","Atlanta","13","063",21.1753,25.5405,28.0041,29.414,33.0573,33.4359,32.8657,33.3333,37.1301,36.1288,32.2581,31.6589,31.4413,32.5368,36.1159,23.8798,31.7013,29.2004,28.8882,30.7751,31.0511,31.0417,25.8251,23.8889,22.8721,21.3224,19.5759,17.2414,17.3671,16.2759,16.3146,14.3456,14.7498,14.6898,15.736,15.2705,15.5187,15.6379,16.3869,17.0992,20.7115,21.2264,19.3009,22.084,23.8732,25.7143
"Merced","CA","Merced","06","047",15.6066,20.2963,25.2492,29.1385,28.4063,30.897,32.3051,32.0557,36.0581,34.1918,28.96,28.0066,27.8376,30.1543,28.1572,20.625,28.8727,30.1016,27.0849,29.443,27.8237,27.101,20.8126,20.9231,16.8642,16.4729,13.0435,12.3894,13.1551,12.381,11.817,13.4006,15.0376,15.0242,16.8896,15.3846,14.7059,15.1757,17.8396,19.2126,20.2552,22.72,22.1138,26.1649,26.9565,25.5537
"Cleveland","OK","Oklahoma City","40","027",30.2883,36.2468,40.6285,40.7175,36.174,34.9691,33.1716,32.861,32.0318,29.4073,24.9655,31.6282,34.375,36.3425,38.1749,33.2027,37.5762,35.2075,34.8985,34.5826,30.3177,31.4483,27.8486,29.4631,30.9113,34.605,35.601,35.3827,35.5841,35.1294,30.9011,30.4515,32.0099,30.7268,31.9285,30.0431,25.7843,27.1739,29.7286,33.2328,37.3642,36.5693,32.7861,29.0373,28.3282,27.9372
"Caddo","LA","Shreveport","22","017",29.9731,34.2711,36.1825,36.4084,33.2491,31.3878,28.4542,30.9953,29.3103,27.9876,24.7598,31.1534,31.7552,29.8798,33.7169,29.7387,32.7822,31.2102,31.8519,34.2231,33.3103,31.2417,30.0128,31.719,35.8641,38.0478,39.3706,39.5628,39.7665,38.5576,36.9842,35,35.7261,33.6441,36.0656,36.9057,37.7173,39.0614,33.7165,39.9714,40.2326,40.1264,37.2093,34.2577,35.6042,37.0805
"Weld","CO","Greeley","08","123",31.4559,37.4338,40,37.6483,37.8849,35.9288,32.3128,29.2075,28.4414,29.0832,26.1005,30.9291,29.307,27.7694,31.6678,29.7477,31.5073,32.0675,30.9148,31.0675,27.9247,28.8623,26.383,24.1594,24.8637,29.407,30.2692,29.0268,30.4465,30.5077,25.3316,23.7738,23.6038,20.7139,20.9986,20.6158,20.7508,22.8458,24.5194,26.4649,28.4392,27.5556,25.6796,22.7602,21.3439,19.1502
"Marin","CA","San Francisco","06","041",30.1831,34.7911,36.6713,35.7208,35.0583,33.8389,31.8519,29.645,28.8685,24.3619,22.2164,27.8808,29.3923,31.0435,32.9676,29.008,33.0649,34.4173,31.1958,32.5293,30.0147,26.4624,22.9249,25.5178,26.6048,28.7234,30.6006,30.3466,31.0009,30.334,31.9869,28.0868,23.6884,18.8652,18.705,16.1895,17.9466,21.0213,22.7088,27.9831,30.3974,28.4348,28.4585,28.629,26.8722,22.9855
"Jefferson","TX","Beaumont","48","245",37.218,42.7616,43.1485,40.2803,40.4084,38.0124,34.0688,29.8561,29.9065,26.0563,26.776,36.6972,40.1736,39.7367,40.4488,34.3428,36.2132,33.7897,32.0707,33.0868,32.9839,37.3793,34.9604,39.2685,39.2737,39.8623,40.7921,40.7877,42.7112,40.0683,38.5805,34.1194,35.5353,35.3741,39.0967,37.4646,35.5418,38.0986,33.2416,39.2318,40.2367,41.0458,38.9843,37.7796,36.6859,37.8641
"Thurston","WA","Olympia","53","067",34.1463,39.7713,37.7129,37.9743,36.4831,35.0565,32.547,33.635,31.8198,30.081,28.5013,36.8003,36.8246,37.4118,41.1287,35.534,41.0313,39.2792,36.3086,32.6473,32.0051,35.0254,32.471,34.8184,32.231,32.0434,31.1406,30.1973,31.0484,29.7085,27.0447,26.8717,28.3154,24.6018,28.0455,25.4661,25.5112,26.5539,28.5326,28.8228,31.7878,35.3763,33.8549,32.8423,31.7731,31.1315
"Kitsap","WA","Bremerton","53","035",36.2896,42.186,41.6897,42.0058,40.0465,37.3623,33.7619,33.4859,33.0747,32.5243,28.3451,36.949,36.2891,37.1925,41.7194,36.8477,40.7352,39.8681,38.9117,38.5236,38.844,40.8154,35.0842,34.6373,33.8826,36.2148,35.3786,36.2688,36.5583,36.0243,31.058,30.7801,30.9162,26.7849,29.9914,28.2671,27.6899,29.036,31.638,33.4108,35.4678,36.0909,31.1789,33.1078,33.5041,34.2873
"Kalamazoo","MI","Kalamazoo","26","077",43.2579,47.2393,49.4408,46.7478,43.891,40.2042,39.7528,37.8291,37.234,34.911,29.9264,36.9166,38.2995,41.5674,38.2614,34.9563,44.6672,42.0968,39.6979,32.1429,32.7362,36.24,33.8097,35.6098,36.3835,39.8622,39.2099,40.8198,41.9737,38.8106,34.589,34.6366,32.8092,31.6441,31.9764,28.6217,28.4979,31.6084,34.8571,38.0515,41.0849,41.1823,38.4535,35.2381,33.4689,31.1374
