"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02"
"Lee","AL","Auburn","01","081",169900,169900,169900,168000,169900,169900,170000,172500,169900,169900,169900,169900,169900,169900,172000,169900,168500,164900,169000,169900,169900,169900,179000,169900,165000,165000,160000,159000,159900,159900,159900,163876,165000,169200,169900,168575,169900,165000,166150,165000,165000,164900,164999,169764,169900,167670,164900,169900,169900,169900,169900,169900,173000,175000,174900,175000,175000,175000,176900,178500,179900,179900,179500,179900,179900
"Alexandria City","VA","Washington","51","510",389900,349999,339000,335000,354900,369000,389450,399900,389900,375000,359900,364999,359900,374500,365000,399900,410000,369500,369900,390000,386000,369500,369900,349000,348000,349000,349000,349999,369000,369999,399900,399900,399900,439500,429999,449000,449900,432500,420000,422000,435000,465000,489900,499900,495900,485000,465000,459900,465000,474900,449000,469900,475000,505000,519900,499900,499000,487500,469000,487000,485000,475000,485000,470000,499000
"Houston","GA","Warner Robins","13","153",150000,149900,149900,152000,150000,149990,149900,149900,149900,149900,148900,149900,147940,147940,147900,146900,144300,146900,142900,145000,142900,142900,144900,145900,144500,140000,139900,139900,139900,139900,139900,139900,145000,136900,137900,139500,132000,129900,127500,134900,134900,135000,133200,139900,136900,135400,139500,135000,134900,134900,129900,131000,129900,130000,134900,138000,135500,136900,134900,130000,129500,126000,124900,127000,129900
"Jackson","MS","Pascagoula","28","059",165000,164900,164900,167900,167777,169800,169000,164999,159900,154900,149900,149900,149999,149750,149900,149000,145000,142000,142900,145000,144999,143900,139999,144900,144000,144500,139900,139000,139500,139500,139900,139995,144000,140000,139000,139999,139900,135000,139000,134900,129999,132000,129900,134999,135000,129900,132900,127000,115000,119900,116900,124900,129500,129900,139000,140000,139900,143000,140000,139900,135000,135000,136000,135000,137000
"Johnson","IN","Indianapolis","18","081",149900,144990,145000,146590,145900,145900,149900,149900,149900,149900,149900,145900,144000,139900,139900,139000,139900,138000,139200,140000,139900,139900,139900,140000,144500,144990,139900,139900,139999,139999,139900,142900,144900,142900,142990,138000,140000,139900,141990,144900,140490,142900,145000,149900,149900,149900,149900,147900,137990,141900,140000,141990,144900,149900,154900,154900,154900,157000,156900,158500,159000,154900,154900,152995,154900
"Kootenai","ID","Coeur d'Alene","16","055",299000,299000,289900,279900,275000,274900,269900,269900,264900,250000,249900,249900,244900,245000,239900,229900,229000,225000,229000,233000,239000,239000,239500,239000,237568,235000,219900,219900,216950,221900,224950,225000,234900,235000,235000,235000,231900,225900,229990,225000,225000,234900,230000,235000,245000,239900,239000,214650,199900,225000,225000,224000,224950,229000,229900,234500,229900,239321,239000,242300,239900,239950,242515,229900,235451
"Rowan","NC","Salisbury","37","159",153000,153000,152900,157000,158500,154900,149900,149900,149900,154900,154900,154900,150000,149900,149900,144900,149900,148500,145900,144000,139900,139900,135000,134500,129900,134900,129900,129900,129900,132900,130000,135000,137200,136900,130000,134500,130000,129900,129900,129900,129500,131000,129500,124900,125000,124400,124900,125000,113000,114900,114900,110000,112000,125000,130000,135000,130000,131900,129900,128900,129900,124900,124900,124900,131900
"Clark","OH","Springfield","39","023",102900,89900,94500,95500,95000,94900,93900,94500,90500,94900,90900,91000,89900,85000,87000,89900,90000,90000,90000,89900,89900,89900,89900,89900,89900,89900,86500,87500,88700,89900,94500,94900,98000,94900,98000,94500,89900,88900,87500,85000,85000,85000,85000,84900,89900,87900,84900,87000,84000,88900,86900,84900,85900,85900,89900,90000,92000,95000,93500,91000,93000,87900,84900,79900,81900
"Washington","UT","St. George","49","053",286000,279900,279900,269900,265000,259900,249900,247975,239000,234900,230000,229800,225000,225000,225000,224900,225000,219900,215000,219900,219000,209900,209900,209000,205000,215900,209500,209900,212380,199900,199900,199000,198720,190000,195200,198000,200500,206900,205000,209850,219900,217900,218000,221300,224900,229900,230000,229900,219000,229900,234900,239000,240000,249000,255000,245900,246900,243900,245000,249900,249900,250000,251500,250000,259900
"Indian River","FL","Vero Beach","12","061",239000,235900,234000,229000,232500,229900,228000,245000,250000,229990,229000,230000,225000,229000,229900,235000,230000,229000,225000,220000,220000,219000,215000,203815,200000,200000,209900,200000,198750,189900,180000,189000,198000,188000,189900,200000,200000,199000,199900,220000,220000,199999,199000,197000,195000,195000,196000,199500,193000,189000,199000,212000,215000,219900,223900,224900,224990,215000,209000,199990,224990,210000,215990,213990,219995
"Monroe","IN","Bloomington","18","105",179500,170000,174900,179000,174900,169900,170000,172500,169900,169900,174000,178000,175000,174900,175000,177500,172500,172234,170000,169900,169900,168900,165000,167500,164000,163900,159900,159900,164900,165900,167000,165000,165000,163900,165000,169900,164900,159900,159900,159900,159900,164995,164900,164900,159900,159900,155000,151900,132900,149900,149900,149900,154900,157500,159000,159500,153900,148900,149900,149900,151900,152500,154900,153900,154900
"Hampton City","VA","Virginia Beach","51","650",215000,209000,205000,199990,199900,199900,199900,199000,195000,189900,189900,189999,189900,185000,189900,189900,188000,185000,184900,184500,187900,184500,179900,182900,181000,179900,179000,174900,174900,169900,165000,169900,169000,165000,169000,165000,168000,166900,165000,159900,169900,165000,160000,156097,159900,159900,160000,154900,155000,155000,158900,155000,150000,149900,149900,150000,150000,154900,155000,153000,153900,155000,157400,155000,155000
"Ector","TX","Odessa","48","135",139900,145900,145900,153900,149900,149900,149900,145900,149500,147500,144900,139900,137900,132500,135900,132000,132000,132900,133900,130000,134900,132900,135900,135000,130600,136000,135000,138000,139900,136500,132500,134900,139500,137900,139999,139900,135900,138500,135500,135000,135000,139900,147900,155000,151500,155000,163900,164900,156500,150000,149000,145000,150000,139900,139900,148500,155000,162500,164900,177500,177500,175000,173000,175000,185000
"Florence","SC","Florence","45","041",139900,139100,139900,144600,149900,149900,158000,151900,142500,144900,136900,144900,139900,139900,144900,139900,144000,139900,142900,144900,149900,149500,149900,149900,149500,149900,144900,139900,139900,144900,144900,147777,149900,147412,139900,144900,149000,140000,138500,139900,139900,139900,139900,139900,139999,139000,139000,135000,130000,135000,134000,133000,129900,129900,134900,136900,139000,138900,139900,137600,139000,136900,137500,131900,132000
"Midland","TX","Midland","48","329",199950,199900,199000,199900,204900,209900,205000,199000,195000,195000,194900,189900,185000,179900,180000,179900,179900,180000,183700,185000,189900,185000,185000,185000,184900,179900,179500,179500,177500,174900,179900,179900,184500,189900,193500,189900,184900,184900,183500,215000,209900,229900,221000,225000,230000,229000,219900,218000,215000,225000,219900,210000,206820,215000,219900,227500,239000,249000,250000,259900,267900,259500,252000,249995,249000
"Fayette","PA","Pittsburgh","42","051",119000,109900,112900,112000,119900,119850,110000,110000,114500,119900,124000,114900,117000,109900,117000,110000,109900,94900,98900,104900,105000,112000,110000,114900,110000,115000,111400,104000,109900,109900,119900,119900,119900,124900,129500,129900,133000,125000,129900,130000,125000,139900,137900,129900,129900,129900,129900,124900,110000,119900,121900,119000,119000,119900,124900,129300,125900,125000,129000,129500,137000,132000,129900,129900,125000
"Dorchester","SC","Charleston","45","035",197500,196900,195000,187990,185000,182500,179900,179900,183900,185900,179900,178990,169900,170000,169900,169000,174000,173500,174900,175000,169990,168000,167900,169900,167000,167000,167000,167240,167500,167000,167900,169900,179500,173900,169900,167900,169000,169000,165900,168000,170000,169000,169000,173000,174000,173400,175000,173300,169900,169900,174900,172000,176000,180000,189900,188000,189900,189900,194500,194390,199900,192000,189900,192000,190000
"Napa","CA","Napa","06","055",495950,449900,428000,425000,416900,430500,450000,474500,499000,498500,525000,549000,499990,469000,495000,465600,450000,439000,449000,449000,497000,495000,490000,479900,459900,479000,449900,470940,439900,418500,418500,424900,498900,485000,450000,449000,465000,449000,449000,444000,429000,415000,420000,449000,469000,464000,489000,485000,499000,499000,499000,501000,549000,525000,585000,599500,648900,639900,625000,625000,599000,596900,606000,595000,599900
"Calhoun","MI","Battle Creek","26","025",80000,72900,74900,75000,73000,75000,84000,85600,79900,84900,79900,84900,80000,79900,86900,83900,84900,87500,89900,90000,89900,87900,89500,89900,89900,85000,79900,76500,76500,73900,74900,80000,81000,85900,84900,76500,76500,75900,74900,74900,72900,78500,82000,86600,88900,89900,89900,92000,89000,89900,89500,86000,84900,89900,89900,89900,94900,95000,97500,98000,94500,89400,87900,87900,87500
"Tazewell","IL","Peoria","17","179",165900,169900,169900,169900,169900,169000,174900,169900,159900,159900,159900,159900,159000,136900,137500,139900,139900,144900,144900,144900,144900,139900,139900,144900,139900,144900,137900,134500,137900,142500,139900,139900,145900,146900,146900,144900,139900,139000,139000,139000,138900,139900,139900,149900,142000,139900,135000,129900,109900,124900,120000,121000,119900,124900,132500,134900,134900,134900,132500,129900,134900,129900,129900,127900,129900
"Chautauqua","NY","Jamestown","36","013",115000,124921,128900,128900,123700,124921,129900,129000,134900,129500,125000,124900,119000,119000,125000,125000,125000,125000,129900,138221,139900,139800,139000,139700,139900,144900,139900,141900,140000,139900,134900,136500,139800,137900,132900,136900,136500,135000,132000,132000,147000,132500,139900,139900,139900,139000,139000,129700,124900,120000,119900,129900,129900,128999,132000,129900,129000,129000,129900,129000,123000,123000,120000,110000,109900
"Humboldt","CA","Eureka","06","023",339000,325000,325000,324999,329000,319000,312000,309975,310000,310000,305000,299000,299000,298000,293999,310000,294500,294500,294000,295900,294500,295000,287782,287782,280000,274900,274900,269000,255550,264900,259000,259000,265000,260000,259900,259000,260000,258000,250000,249900,239000,239000,248800,259000,265000,269000,265000,259000,249000,250000,240000,248000,259900,259000,270000,275000,275000,269000,269500,289000,284900,269900,265000,259900,265000
"Coconino","AZ","Flagstaff","04","005",410000,410000,425000,399900,375000,359900,329000,325000,315000,299900,279900,299900,299500,279000,271900,265000,249900,250000,259000,259900,254900,254900,259900,262500,280000,279900,275000,269000,275000,275000,279000,279900,279900,279000,279900,289000,284900,280000,280000,299000,284900,282500,299000,299500,299000,299900,299999,315000,285000,299500,301572,296000,295000,289900,295000,299000,299900,302400,304500,307000,299950,309000,319900,319750,319900
"Robeson","NC","Lumberton","37","155",117000,108500,115000,122500,119000,122500,124000,125000,124500,125000,127900,119900,119900,119500,125000,142000,134900,130000,144000,132000,139500,145000,139500,144995,145900,149900,146900,145000,146500,143900,124900,118000,118000,117000,127500,125000,125000,125000,129900,140000,139900,140000,139900,139900,129900,129900,134900,124500,99900,124500,119900,118000,119900,119900,120000,122000,119900,126900,125000,125000,122900,119500,122000,119900,119900
"Marathon","WI","Wausau","55","073",137750,139900,139900,139900,139900,137655,149900,144000,142900,144900,139900,139900,139900,139900,139900,139900,143900,144900,139900,139900,139900,139900,139900,139900,137500,137900,133900,129900,129900,137500,137000,135000,139900,139900,134900,131900,130000,129900,129900,129000,129900,129900,129900,129900,132500,133000,134900,133000,116900,129900,126900,124900,124900,127900,129900,129900,129900,126900,129000,129000,124900,124900,122900,119900,119900
"Orange","NC","Durham","37","135",357990,359900,354900,359900,349900,341900,349000,349900,349900,347000,345000,338900,330000,325000,319400,319900,319900,310000,315000,319000,319900,305000,305000,317000,319500,319000,309000,299000,300000,299900,299000,299000,299900,294900,286800,295000,299500,303990,297900,292000,299000,300000,300000,299500,289750,289900,282400,279000,256862,269850,264900,263900,280000,299900,310000,324000,320000,314900,305000,305000,324900,306865,299900,297500,300000
"Lebanon","PA","Lebanon","42","075",172000,172900,174900,172000,172000,175000,179888,179900,179900,179900,179900,175230,174500,175000,179900,179000,176900,179900,175000,176900,179900,179900,178000,189900,188800,189900,187969,189900,199900,193200,183900,184900,194500,188000,189900,184900,179900,177900,179900,177500,179900,185000,191900,186900,180000,180000,181000,179000,169900,177700,179500,175000,179900,179900,177000,197500,198000,196600,190000,194900,194900,194900,219900,196000,197900
"Douglas","GA","Atlanta","13","097",184700,175000,169900,169000,160000,159900,155430,155000,149900,149900,145650,145000,142900,139900,139900,135000,134900,134900,134900,129900,129900,125000,128900,122900,126000,125000,119800,115000,115000,115000,109900,115000,115000,109800,105000,109900,104900,107900,104900,99900,93900,99900,99000,99900,99900,100000,108100,110000,110000,116500,118000,115000,119900,120000,123000,128500,129800,133015,127000,129900,133015,130000,130000,129900,129900
"Washington","WI","Milwaukee","55","131",219900,218000,215000,215000,209900,209000,204900,199900,199900,200000,208900,204900,204900,199900,199900,199900,195000,194900,193000,198800,198800,189900,199000,199000,195900,192690,189990,189000,189000,189000,189900,189900,189900,189900,188900,185000,184900,179900,180000,179900,179900,179900,179900,179900,179900,180000,179900,197000,155000,169900,168900,179000,184000,185900,186000,187500,193900,192900,193900,189900,189900,189900,184400,178900,179900
"Madison","IN","Anderson","18","095",83900,79900,79900,84900,81900,80000,82500,84900,75000,79900,79900,79900,79900,77900,76000,79900,79900,79900,79900,79900,78000,79900,79900,75400,75000,76900,72000,74900,77500,78900,79500,79900,80750,82800,82900,84900,82900,82900,79900,79900,79900,80000,79900,79900,79900,79900,79900,75000,75000,70000,70000,69900,74900,75900,79900,79900,79900,80000,79900,79900,79900,74900,75000,74000,74900
"Rapides","LA","Alexandria","22","079",154900,152900,155000,155000,158000,155000,154900,159900,157500,159000,152500,149900,149500,149000,149900,150000,158000,149900,149900,159900,169000,165000,165000,165000,159900,159900,160000,159900,164900,165000,164000,169900,165000,159900,155000,155500,155000,162000,164900,159900,159900,157000,149900,158900,159900,158900,157000,159900,157000,160000,160000,159900,159900,159900,159500,159900,165000,170000,172500,169900,169900,169000,169000,165000,164900
"Sandoval","NM","Albuquerque","35","043",245000,245000,245000,239900,230000,229900,234900,240000,239900,240000,242000,238000,230000,229900,226000,222500,223900,219000,219000,220000,219500,212000,209900,208888,205000,205000,195000,199000,199000,199000,199000,200000,199900,209900,215000,218000,219000,219900,219500,215000,207990,210000,218990,220000,219900,219900,219900,215000,159900,199900,195000,194900,199900,199950,201302,220000,225000,224900,220000,219900,219900,215000,210000,201990,210000
"Guadalupe","TX","San Antonio","48","187",169900,172500,173732,169990,178000,179900,179900,179500,177300,179990,179497,179900,179900,179990,179900,179900,175000,177900,177900,177900,173900,172000,175102,173900,173900,172500,171900,173900,179000,179000,179000,181500,181290,179900,177955,174000,174900,174900,178000,177000,179900,184900,182500,185000,189500,185500,188990,188990,187750,190990,190000,189620,190990,196700,195406,195990,195000,195000,195500,194750,199900,199900,203100,200000,203100
"Taylor","TX","Abilene","48","441",134000,129500,125900,128900,126500,127500,129000,130000,134900,132000,131145,130000,126500,129000,129000,129900,129900,129900,129900,129900,134900,134900,133760,129900,129500,129900,129900,127500,129900,134900,130000,139900,140000,139900,138900,138900,138000,136900,130000,133900,135000,137900,135000,136000,135000,130000,129900,129500,124900,121500,117500,119000,117500,129900,136000,137000,139500,135000,129995,129900,127500,125000,119900,120000,129900
"Wichita","TX","Wichita Falls","48","485",124900,119750,117000,117000,117900,120000,122600,122600,120900,124900,122500,122900,119900,117500,116000,119500,114750,115000,117900,117900,117900,114900,114900,111800,107500,103000,104900,103000,105000,109000,109900,109900,109500,107000,109500,104900,99900,108900,110000,109900,111900,109900,109900,109900,114900,112900,110000,109900,110000,108900,104999,104000,104900,109900,114500,114900,114900,115000,114000,110000,109900,105000,102500,107900,109900
"Cochise","AZ","Sierra Vista","04","003",199900,199000,198800,198500,192298,190000,189900,190000,192500,189000,184900,189900,179900,179000,176000,179000,175900,175900,169900,165000,165000,164900,164900,167900,167900,169900,174900,174500,173900,174900,175000,175000,174900,169900,169000,169900,169900,165000,169000,172427,174900,174000,170000,169900,169900,164900,165000,160000,150000,149000,149900,149900,149900,160000,159500,159500,159900,164800,165000,160000,160000,155000,159000,159000,159900
"Berkshire","MA","Pittsfield","25","003",279000,274900,259000,279000,264000,269900,269000,275000,279000,279000,278000,279900,269900,275000,275000,287500,278000,279000,279000,289000,285000,289000,289000,289000,289500,285000,285000,285000,279900,279900,277500,285000,289000,285500,279900,279000,279000,275000,279000,279000,275000,279000,279000,279900,275000,275000,275000,279900,275000,275000,279900,279900,269900,269900,269900,274500,275000,279000,279000,279000,279000,275000,274500,274900,279000
"Black Hawk","IA","Waterloo","19","013",129000,125000,119900,119900,124750,129900,124900,120000,122500,124500,127900,126000,119900,115000,117500,115000,117500,119500,119500,119900,119750,114900,119000,119900,119900,122900,119900,119900,123500,129900,125900,129500,129900,129900,129900,129900,130000,129900,129900,133500,134900,131500,134000,132450,133000,131900,129900,130000,128250,132000,129900,133000,139900,133500,130000,131000,135000,132900,128900,129000,129000,127921,127500,127500,129900
"Johnson","IA","Iowa City","19","103",182900,183490,181990,189900,185900,189500,184900,184900,184900,184900,188500,189900,185900,194900,194900,194900,187900,185000,180000,184900,184900,189900,199900,199900,199850,199900,197888,195000,189888,182900,179900,179900,187000,189900,190000,192000,198900,199900,199900,199500,192500,194500,193000,192500,196900,197000,209000,209900,169900,179900,182900,179900,186800,200000,205000,209000,209900,213200,215900,239900,243000,244900,245000,250000,249000
"San Juan","NM","Farmington","35","045",225750,225000,224900,219000,210000,210000,215000,219000,214000,217000,214900,210000,215000,209900,210000,205000,204900,195000,199000,199900,198000,199000,205000,204900,199500,199900,195000,185000,175000,179000,179000,180000,182500,182000,184900,185900,187000,189000,187000,189000,185000,188900,189900,189900,190350,189900,189000,189900,179500,189900,189900,189000,189500,184900,187000,193000,197500,190000,194900,198500,194900,195000,194000,192500,189000
"Scott","MN","Minneapolis-St Paul","27","139",269899,249900,249986,249898,245900,239900,239900,239900,237900,239900,239900,244900,244500,244500,239900,234900,229900,229400,229000,229900,229900,229400,224900,224900,219900,213900,205900,200000,209900,214700,204500,209900,225000,219900,214900,205900,200000,214900,209000,209900,214900,213500,210000,224900,219900,225000,234900,239900,229900,239900,238000,239000,235000,249900,250000,254900,257990,249900,259900,259900,274850,275000,279900,274850,274990
"Stafford","VA","Washington","51","179",299900,276900,274900,269895,252000,250000,249900,259000,255000,264990,263900,264990,260000,258000,274000,265900,269956,270000,265000,269900,265000,262950,269000,265000,264900,259900,249000,249000,250000,250575,242000,250000,264900,260000,249900,265000,274900,264900,274900,279000,280000,285000,299000,299000,299990,299900,300000,300000,299900,304900,304900,309999,312500,315000,319900,329000,337900,335000,329990,329900,325000,321990,325000,329900,339000
"Hunterdon","NJ","New York","34","019",459900,467000,469900,474900,474500,474500,470000,469900,465000,459900,459900,459900,454900,450000,449999,439000,429900,429000,429000,432000,439900,434500,429900,424900,425000,425000,424900,419000,409000,417000,399900,399900,399000,399000,395000,395000,395000,394950,389900,399000,399000,395000,384500,390500,394900,394800,394400,399000,395000,399000,389900,394900,398000,399000,399900,404000,399900,399000,395000,389000,379900,394900,385000,385000,399500
"Livingston","LA","Baton Rouge","22","063",179500,178900,179900,175500,175000,175000,174900,175000,174900,175000,175000,172900,169900,169900,169700,169900,169900,168500,165000,163900,164000,164900,165000,165000,164900,164900,164900,162000,161100,162875,159900,159000,159000,159900,159900,159900,159900,159900,159900,160000,159900,161700,161500,159900,159900,160000,163600,162500,159900,159900,159900,162100,161700,160000,160000,161000,159900,162900,161500,165750,161500,159900,159900,159900,160000
"Coweta","GA","Atlanta","13","077",199900,199500,199800,200000,200000,199900,199900,200000,196682,194900,189900,189900,189900,184900,187900,184000,184900,187500,182990,184900,179990,182500,179900,178000,177500,175000,169900,169900,169900,169900,169900,172000,174990,169900,167000,169900,174450,174000,169900,170000,170000,175500,175000,175500,179900,183900,183900,179900,180000,179900,174900,179900,184500,179900,181900,184900,188222,189900,186222,190000,193900,194500,197900,195000,196900
"Blair","PA","Altoona","42","013",110000,110000,109900,110000,110000,113900,117900,119900,120000,119900,119900,116900,109900,107900,99900,104900,99900,104900,104900,105000,113900,114900,114900,109900,112500,114900,118000,118000,118900,120000,129000,125000,125000,119900,120000,122900,120000,119950,124900,129900,129900,134900,139000,138000,135000,138900,132900,129900,125000,125000,124900,124900,131500,124900,125000,124900,125000,124900,120000,121999,114900,112000,119000,119900,114900
"Washington","RI","Providence","44","009",380515,379900,379000,375000,377000,369000,379000,384900,385000,389000,389000,399000,399000,399000,395000,380000,369000,364900,359900,359995,354900,359000,359900,350000,350000,359900,359000,359900,359900,349900,349900,349900,349900,349900,349000,348900,339900,340000,344900,349000,345000,349900,349000,349900,349000,346000,349000,349000,344900,349000,339000,339000,339000,344500,345000,344900,344900,349000,349900,349900,355000,359000,359500,349900,350000
"Sebastian","AR","Fort Smith","05","131",134900,129900,135000,129900,145000,157500,156127,164900,149900,140000,138600,149900,147750,140000,139500,139900,139900,136500,135000,138900,132500,135500,132500,131000,129000,125000,119900,119500,119900,119900,120000,127500,127500,124900,127900,124900,119900,119900,124165,124000,124900,127500,131000,132900,137700,137500,134900,133900,122900,132000,132495,135900,134900,135000,135000,134900,139900,139900,135000,133000,135000,134900,131500,125000,129500
"Wood","OH","Toledo","39","173",143900,139900,142900,150000,150000,149900,150590,149900,149900,149890,149900,149500,149900,149900,149900,149900,150000,153090,154900,155000,159000,159900,159900,157000,152090,151690,145500,145000,139900,143090,147900,149900,149900,145900,139900,144900,139900,134900,135995,139500,141900,144000,142900,142500,145900,147900,149000,149900,149900,145900,144900,145000,145900,145000,149900,149900,154900,149900,149900,149900,169900,145000,144900,155000,159900
"Wright","MN","Minneapolis-St Paul","27","171",199900,185900,194655,189900,184900,189000,189900,189900,185000,189500,185000,189900,189900,188500,185000,185000,185000,183990,179900,179999,179900,179900,179800,177500,174900,174900,164900,160000,164900,162000,159900,165000,165000,162000,165000,165000,169900,169900,159900,159900,159900,164900,167500,174900,179900,177900,177900,179900,169900,178000,175000,179900,184900,189900,196900,199900,209900,205000,209900,210000,214900,204900,199900,192000,200000
"Richland","OH","Mansfield","39","139",82700,86400,86500,83500,89900,89900,96900,99500,99500,99900,104900,104900,99900,97000,97900,94900,94900,94900,95900,95000,97900,98900,97900,91900,89900,89900,89900,88500,88500,84900,84900,89500,89900,89900,88900,89900,89900,89900,89900,86900,86900,89900,89900,89900,90500,94500,94900,92500,93900,89900,89000,84900,87500,87500,89900,94900,94900,94900,99000,96900,95900,92000,94900,94500,95000
"Comanche","OK","Lawton","40","031",115000,112500,111900,119000,119500,119900,117500,119900,117000,115500,112500,109900,106000,104900,105500,112500,113000,111900,114900,115900,123900,125000,125000,129000,132000,127900,119900,118900,119900,119900,119900,119900,124900,119900,119900,113900,114900,106900,109000,109900,109900,116900,111900,114900,114900,116900,115000,120000,119900,119900,117000,119900,117000,124000,120000,119900,115000,114900,110000,112000,112000,110000,104900,109000,109900
"Columbia","GA","Augusta","13","073",175750,174900,189900,189900,183900,184999,184900,179900,192990,192990,192900,194000,192900,189900,189900,189500,189500,189900,189900,189900,189999,189900,189900,191800,189900,186500,186900,185000,185000,184990,184900,187500,189400,189900,185900,189500,189900,189575,188780,189900,189900,194400,189000,189900,192900,189900,189900,194900,194900,198900,199900,198900,199900,207775,204900,209000,204900,204900,209900,212000,212900,210362,212900,209900,206400
"Strafford","NH","Boston","33","017",229800,225000,224900,225000,228900,229900,229900,229000,228000,224900,219900,219900,219999,223500,219900,223900,220000,219900,220000,224900,223900,219900,219000,215000,215000,219750,209900,205000,205000,200000,209900,214900,200000,209000,205000,199900,209900,200000,199900,199900,199900,203900,209000,219900,219900,215000,210000,207900,195000,204900,199900,200000,215000,217900,220000,224900,229000,224800,220000,224900,224900,219000,214900,211900,215000
"Blount","TN","Knoxville","47","009",223900,220000,219900,209900,209900,209900,209900,199900,189900,189900,189900,189900,189900,189900,192000,193900,189900,189900,189900,189900,188895,189900,189000,189900,189900,189900,189900,189900,189900,189900,189500,189900,189900,189900,189900,189900,189900,187900,188000,189900,184900,174900,184500,184900,186000,187000,186500,189900,169900,169900,169900,169000,169000,176900,179900,179900,179900,179900,175900,150000,154900,149900,149900,144900,144900
"Washington","TN","Johnson City","47","179",189900,189900,189900,189900,189900,189900,184900,185000,179900,179900,179900,179000,174900,179900,179900,179000,180400,184900,175000,179900,179900,185000,186500,179900,179000,179900,175000,170000,174000,174900,175000,175900,169900,169900,170448,174900,174900,175000,179777,173777,170000,175000,169900,170000,174500,169900,169900,169900,138900,164900,164900,169000,169900,167900,169900,174900,169900,169900,169900,169900,169900,169000,165000,159900,160000
"Wayne","NC","Goldsboro","37","191",168500,164900,164900,164900,166000,164900,152900,154900,156700,150000,157500,164000,152900,149900,149900,142000,149500,149900,155200,155700,159500,154900,154900,158000,150000,155700,157000,158500,159900,163000,157500,158300,158500,154900,153000,155000,154900,149900,149900,149900,149900,151500,154900,152900,154900,149900,144900,145000,144900,144900,144900,146900,146500,149900,149900,156900,155000,149900,149900,149900,149900,149900,159000,150000,153000
"Spotsylvania","VA","Washington","51","177",259900,249900,249900,239900,229000,228000,222000,225625,224900,225000,225000,225000,220000,215000,215000,219900,219900,219900,220000,224000,219995,224900,220000,219900,219900,219900,204900,199999,200000,205000,200000,207000,224900,219900,209048,209900,207900,199000,195000,195000,199900,199950,209900,214900,219900,220000,220000,219000,218900,219900,219000,224900,234900,244000,249000,249900,249900,246945,249000,249900,247000,241600,238000,239900,244900
"Kennebec","ME","Augusta","23","011",174900,174900,174900,169900,165000,162500,166900,167000,168900,168900,169900,169900,169900,169900,169900,168900,162500,164900,164500,169900,169900,169900,169500,165000,163900,159900,157900,155000,157000,155000,155000,159000,159900,159000,157000,157000,157000,155000,157000,155000,150000,154900,162000,162000,164900,165000,164900,159900,144900,157500,150000,150000,152900,155000,159000,159000,159900,159900,159900,159900,159900,159900,158500,154900,155000
"Oswego","NY","Syracuse","36","075",110000,109900,107000,113900,110000,112900,115000,115000,119900,124900,119900,119900,114999,114999,112900,110000,109900,113999,114500,115000,118000,119000,117900,119000,119000,113900,109900,109900,107500,109900,109900,110000,114900,115900,117438,119000,115000,114900,109900,103000,99900,109900,114000,115000,115000,112500,109900,109900,99500,109000,99900,99900,99900,102900,107500,114900,114900,115000,114900,112500,110000,109900,109900,109500,109900
"Gregg","TX","Longview","48","183",169900,169000,168000,169000,165000,165000,167500,175000,179500,176000,173900,175000,174500,174900,173000,175000,173900,169900,166900,168500,172000,172500,174000,173500,171900,175000,175000,175000,176250,179000,175000,175000,174900,169900,174900,175000,171500,172000,174900,169900,169900,169500,169500,166000,169000,168000,169500,169900,169000,169000,168000,167900,168500,169000,168000,168900,168500,168000,167000,165000,167000,167500,168000,165000,168000
"Tangipahoa","LA","Hammond","22","105",180500,179900,175900,174500,177000,177900,179900,179999,180500,185000,184900,177500,166000,165000,164500,162500,162000,164800,163600,157900,156900,149900,149900,149900,146300,145000,146300,149999,153900,155000,154900,154500,149900,152500,151900,150000,149500,148000,149900,150000,152500,151900,152500,153600,153900,151700,153900,154000,144900,154500,153900,153900,154900,154900,159900,159500,159700,159900,154900,155800,156200,154900,152400,152400,151900
"Potter","TX","Amarillo","48","375",124900,119900,124900,119000,122000,124900,122000,124900,122900,122900,124900,125000,124900,124900,127500,124000,119000,119000,113700,115000,114000,114900,114500,110000,110000,110000,109900,107910,109000,110000,112900,115000,115900,118900,119900,125000,129000,128500,125000,118500,116500,117000,119900,124900,120000,119000,115000,117500,115900,114900,114500,110000,112000,109900,115000,119000,119900,115000,116200,115000,115000,114900,112000,110000,112500
